map EGL-G2-C
fac 5 10 {0,215,53,152,39}
hosp 1 {0}
n_ALS 7 1 {1:0,4:215,2:152}
n_BLS 24 1 {5:0,5:215,8:53,1:152,5:39}
n_CLS 6 0 {2:0,1:215,2:53,1:152}
      c_m  head  tail      c_af      c_d  c_tau  c_h
127    21    65    66  0.782793  {0,1,1}     22    0
22     49     8    33  0.968500  {0,3,0}     28    1
106    68   201   202  0.418335  {0,2,0}     38    1
42    116   202   203  0.197521  {0,1,0}     35    1
7     122    66    93  0.065448  {1,0,0}     20    1
84    151    12    13  0.426751  {0,3,0}     26    0
105   178   136   146  0.849373  {0,1,0}     22    1
114   186   206   207  0.101744  {0,2,0}     37    0
3     196   202   203  0.298430  {1,0,0}     33    1
107   202   166   167  0.186591  {1,0,0}     32    1
37    248    84    85  0.405766  {0,0,1}     34    0
102   273    68    69  0.077592  {0,1,1}     39    0
101   289   225   228  0.673892  {0,2,0}     20    0
103   345   239   240  0.459127  {0,2,0}     34    1
112   370     3    23  0.415046  {0,3,0}     29    0
21    383   208   209  0.439927  {1,1,0}     29    1
80    399    51    52  0.081026  {0,1,1}     21    0
82    412   233   254  0.841277  {0,0,1}     36    1
33    442   157   161  0.241953  {0,1,1}     32    0
9     445   113   115  0.201132  {0,3,0}     20    1
116   450    97    98  0.228441  {0,2,0}     21    1
122   458    79    80  0.848101  {0,1,1}     20    1
77    461   136   137  0.042466  {0,3,0}     25    0
99    479   174   183  0.765762  {0,2,0}     24    1
18    482    25    26  0.971323  {0,2,0}     24    1
15    485    24    25  0.617807  {0,2,0}     27    1
28    488    62    63  0.837551  {0,2,0}     31    0
0     507    32    34  0.279237  {1,1,0}     28    1
67    516    50    51  0.210930  {1,1,0}     24    1
47    520   146   147  0.005486  {0,1,0}     23    0
123   522   136   146  0.064052  {1,1,0}     27    1
73    535    24    25  0.709645  {1,1,0}     24    1
4     544   190   191  0.480022  {0,2,0}     23    1
70    553   133   135  0.932919  {0,1,0}     39    1
17    563    24    26  0.076812  {0,2,0}     22    0
109   594   246   247  0.869783  {1,1,0}     34    1
54    604   157   163  0.315996  {1,0,0}     21    1
66    610   245   246  0.083988  {1,0,0}     21    1
121   638   177   180  0.931596  {0,1,1}     31    1
69    659   237   238  0.988832  {1,0,0}     38    1
10    662   253   254  0.491105  {0,1,0}     37    0
90    664    84    85  0.387973  {1,1,0}     36    1
35    711   101   112  0.638590  {1,1,0}     28    1
65    720    94    95  0.215299  {0,1,0}     22    0
11    749    89    90  0.698189  {0,1,0}     23    1
39    751    58    59  0.506584  {0,2,0}     40    0
32    751   220   221  0.862978  {0,2,0}     37    1
85    771   225   226  0.403204  {0,2,0}     23    1
118   786    97    98  0.414288  {1,1,0}     33    1
36    793    31    38  0.394001  {0,3,0}     28    1
68    807    51    52  0.997325  {1,1,0}     33    1
50    821     7     8  0.548110  {1,1,0}     40    1
26    821    71    72  0.146713  {0,3,0}     20    0
115   834    19    25  0.096290  {0,1,0}     27    0
1     838   246   247  0.741983  {0,3,0}     22    0
45    852   178   179  0.294145  {0,1,0}     25    0
72    861    47    48  0.410312  {0,1,1}     37    1
100   864    24    25  0.412930  {1,1,0}     33    1
14    866   219   220  0.154123  {0,1,0}     39    1
58    868     1     2  0.535948  {0,1,1}     27    1
38    880   118   119  0.747042  {0,2,0}     34    1
87    881    23    87  0.774072  {0,2,0}     38    1
74    883    78    79  0.287762  {0,1,0}     40    1
83    884   104   105  0.425301  {1,1,0}     33    1
40    893   154   158  0.355437  {1,2,0}     23    1
55    894    99   132  0.416804  {0,3,0}     22    1
81    894    10    11  0.193693  {0,1,0}     33    0
108   895    39    40  0.500188  {0,2,0}     32    0
5     906   192   194  0.293579  {0,3,0}     40    0
120   915    50    53  0.527049  {0,2,0}     39    1
13    922   239   240  0.635199  {0,2,0}     27    1
89    930   234   239  0.477567  {0,0,1}     37    0
111   947    90    91  0.448653  {0,2,0}     39    1
113   951   217   219  0.435950  {0,3,0}     35    0
8     953    99   132  0.245093  {0,3,0}     35    1
60    958   133   135  0.487206  {0,2,0}     40    1
97    966   250   251  0.344531  {0,2,0}     25    1
23    966    80    81  0.689738  {1,1,0}     40    1
52    974    46    47  0.639221  {0,1,0}     35    0
12    976    39    52  0.580582  {0,2,0}     36    0
75    983    50    52  0.644165  {0,1,0}     26    0
119   985    43    46  0.253163  {0,2,0}     27    0
25    987   166   175  0.406458  {1,1,0}     35    1
53    993    20    21  0.986313  {1,0,0}     29    1
110   998   163   168  0.981817  {0,1,0}     26    0
19    998   109   110  0.923083  {0,2,0}     35    1
27   1010   208   209  0.329338  {0,3,0}     33    1
64   1041   248   249  0.748206  {1,1,0}     34    1
41   1041   179   180  0.672257  {1,1,0}     27    1
30   1042   132   133  0.318567  {0,2,0}     20    0
79   1043   180   181  0.957193  {1,1,0}     28    1
125  1048   234   239  0.613334  {0,2,0}     38    1
86   1050   225   228  0.196768  {1,0,0}     40    1
46   1052   252   253  0.816139  {1,0,0}     20    1
98   1057    14    15  0.808250  {1,1,0}     40    1
91   1062    69    80  0.285918  {0,1,1}     30    1
16   1067    89    90  0.038902  {0,2,0}     37    0
62   1075   225   226  0.985598  {1,2,0}     29    1
92   1079   178   179  0.073268  {0,1,0}     37    0
49   1083   206   207  0.389153  {1,0,0}     30    1
96   1088   201   203  0.582008  {1,0,0}     39    1
104  1090   147   148  0.753205  {1,1,0}     28    1
117  1097   129   130  0.940868  {0,3,0}     33    1
31   1108    19    20  0.541743  {1,0,0}     31    1
43   1111   105   107  0.255380  {1,0,0}     37    1
71   1113   190   192  0.039109  {0,0,1}     29    0
95   1116   228   229  0.495820  {0,1,0}     36    0
94   1119    41    51  0.434700  {0,3,0}     24    0
57   1126   166   167  0.247056  {0,2,0}     25    0
24   1171   105   106  0.861774  {1,0,0}     31    1
2    1173   242   243  0.338517  {0,1,0}     36    1
56   1189    66    93  0.777924  {0,3,0}     33    1
59   1200   240   242  0.266162  {0,3,0}     27    1
126  1215   233   235  0.079027  {0,3,0}     37    0
48   1219    24    26  0.091651  {1,0,0}     34    1
34   1229   166   175  0.408134  {1,0,0}     23    1
63   1233   196   198  0.727171  {0,1,0}     20    1
61   1239   251   254  0.671470  {1,1,0}     24    1
78   1253    49    56  0.542135  {1,0,0}     29    1
51   1262   137   138  0.419490  {0,3,0}     36    1
93   1273   240   241  0.460454  {0,2,0}     39    1
29   1280    48    49  0.424582  {0,1,0}     35    1
44   1289   178   179  0.635027  {0,1,0}     28    0
124  1308   105   106  0.455991  {1,1,0}     24    1
6    1312     6     7  0.657361  {1,1,0}     34    1
88   1336   113   114  0.957418  {0,1,0}     22    0
76   1369    37    75  0.425944  {1,1,0}     21    1
20   1372   219   223  0.919771  {0,2,0}     30    1
