map EGL-G1-D
fac 5 10 {0,44,138,69,3}
hosp 1 {0}
n_ALS 5 1 {2:0,3:138}
n_BLS 18 1 {3:0,3:44,2:138,6:69,4:3}
n_CLS 6 0 {3:44,2:138,1:69}
      c_m  head  tail      c_af      c_d  c_tau  c_h
13     19    36    37  0.152295  {1,0,0}     30    1
103    32   213   216  0.823104  {1,0,0}     33    1
6      50   127   138  0.532650  {1,0,0}     34    1
68     52   170   171  0.546564  {0,1,0}     38    1
96    101    82    83  0.847217  {1,1,0}     39    1
86    113   215   216  0.876665  {1,0,0}     39    1
93    116   195   196  0.844900  {0,1,0}     26    1
91    131   219   221  0.834570  {0,1,1}     29    1
42    176    26    28  0.293867  {0,2,0}     23    0
38    204    83    85  0.378408  {0,2,0}     35    0
81    257    36    39  0.049140  {0,2,0}     23    1
22    283    96   114  0.634027  {1,1,0}     38    1
111   287   177   184  0.574715  {0,2,0}     40    0
114   366    59    60  0.843412  {0,0,1}     39    1
20    372   202   203  0.580124  {1,1,0}     28    1
108   384   196   203  0.091445  {0,0,1}     33    0
28    385    23    86  0.528597  {0,3,0}     33    1
76    436    94    98  0.338257  {0,1,0}     26    0
21    437    71    72  0.549425  {0,3,0}     21    1
71    443     8     9  0.504018  {0,1,0}     30    1
79    466    32    33  0.480431  {0,1,0}     21    1
36    483   140   149  0.980286  {0,2,0}     34    1
67    489   207   209  0.270202  {1,2,0}     34    1
97    503    30    33  0.722445  {0,3,0}     20    1
24    509   215   216  0.496224  {0,2,0}     22    0
46    511   178   183  0.708728  {0,2,0}     31    1
110   518   185   186  0.734885  {1,1,0}     24    1
3     537    41    51  0.263122  {0,2,0}     21    0
66    545   116   118  0.499660  {0,1,0}     25    1
34    556   134   135  0.133639  {0,3,0}     39    1
124   559   234   235  0.730455  {0,2,0}     36    0
77    565    67    68  0.735011  {0,0,1}     40    0
50    575   135   145  0.307889  {0,2,0}     39    1
14    584   144   145  0.217494  {0,2,0}     33    1
29    594     8     9  0.590936  {0,2,0}     39    1
5     595     8     9  0.191411  {1,1,0}     39    1
121   595   150   151  0.387460  {0,2,0}     23    1
90    598   157   159  0.261754  {1,1,0}     38    1
123   624    31    38  0.064453  {0,2,0}     23    1
