map EGL-G1-C
fac 5 10 {0,222,203,169,39}
hosp 1 {0}
n_ALS 10 1 {1:0,4:222,1:203,1:169,3:39}
n_BLS 23 1 {5:0,6:222,4:203,2:169,6:39}
n_CLS 7 0 {1:0,1:203,5:169}
      c_m  head  tail      c_af      c_d  c_tau  c_h
17      6    22    24  0.147426  {0,3,0}     29    1
37      9    50    53  0.083305  {0,0,1}     38    0
92     34   106   108  0.977787  {1,1,0}     40    1
21     46   162   167  0.442033  {0,1,1}     30    1
55     58   185   192  0.910020  {0,0,1}     31    1
76     89   115   116  0.863130  {0,2,0}     21    1
89    117   202   203  0.982541  {0,0,1}     26    0
36    118   210   211  0.549601  {1,1,0}     33    1
49    157   180   181  0.754007  {0,1,0}     38    1
105   161   237   240  0.959131  {0,1,0}     34    1
74    219   123   124  0.599893  {1,1,0}     37    1
123   261   185   192  0.431689  {0,3,0}     36    1
110   321   202   204  0.416257  {1,1,0}     21    1
4     333     3     4  0.502187  {1,0,0}     24    1
28    343   115   122  0.315710  {1,0,0}     26    0
124   358   202   203  0.598000  {1,1,0}     36    1
63    368   246   247  0.477854  {0,3,0}     37    0
67    375   120   154  0.949668  {0,0,1}     22    1
126   379     3     4  0.030089  {0,3,0}     33    0
59    409    48    49  0.904660  {0,2,0}     28    0
90    452   142   143  0.707735  {0,0,1}     32    0
125   535    12    16  0.198612  {0,1,1}     28    1
79    535   165   174  0.968768  {0,3,0}     36    0
23    545   136   137  0.083838  {0,0,1}     29    1
78    550   100   101  0.349718  {0,1,0}     32    0
57    557    38    40  0.246176  {0,1,1}     28    0
35    560   156   160  0.524010  {0,2,0}     27    1
29    564    14    15  0.750906  {0,3,0}     29    1
15    564   193   194  0.837964  {1,1,0}     32    1
65    572   211   213  0.469574  {0,2,0}     28    0
93    572    83    85  0.571170  {0,3,0}     30    1
120   574   106   108  0.766015  {0,1,0}     22    1
20    576   132   134  0.018096  {1,1,0}     29    1
25    579    88    96  0.366136  {0,2,0}     38    0
73    596   193   194  0.456384  {0,2,0}     24    1
95    606   229   230  0.077680  {0,3,0}     30    1
119   621   240   242  0.628921  {1,1,0}     27    1
54    621   188   189  0.332845  {0,3,0}     29    1
64    625   165   174  0.613733  {1,0,0}     22    0
88    627    42    43  0.207543  {0,1,0}     22    1
122   634    49    50  0.306615  {1,0,0}     24    1
108   643   186   187  0.022321  {0,2,0}     26    1
70    660   154   155  0.782987  {0,3,0}     20    0
107   664   229   230  0.039257  {1,0,0}     30    1
104   684   188   189  0.676172  {1,1,0}     31    1
86    686    50    52  0.959062  {0,0,1}     35    1
31    710   123   124  0.300564  {1,1,0}     22    1
81    719     9    10  0.017016  {0,2,0}     31    1
22    728    37    74  0.102069  {1,1,0}     27    1
43    737    41    51  0.097110  {0,2,0}     26    1
66    738   162   166  0.577990  {0,2,0}     21    1
87    746     9    10  0.074477  {1,1,0}     25    1
68    750    38    40  0.882135  {0,2,0}     38    1
19    774    31    32  0.277160  {1,0,0}     31    1
11    774    32    34  0.404128  {1,2,0}     37    1
10    776    24    25  0.244109  {1,1,0}     35    1
40    783   197   198  0.230120  {0,1,0}     23    1
116   783   101   110  0.671994  {0,2,0}     31    0
127   795     7     8  0.702240  {0,3,0}     28    1
12    795   222   223  0.098680  {0,1,0}     20    1
72    814   115   116  0.809281  {0,3,0}     37    0
56    832    43    46  0.920008  {1,1,0}     33    0
102   840   127   128  0.337249  {0,1,1}     21    1
117   842    65    66  0.520742  {1,1,0}     40    1
3     853   198   199  0.581761  {0,3,0}     34    1
113   858   231   236  0.096193  {1,0,0}     34    1
7     864    46    47  0.343963  {0,1,0}     24    0
9     865    16    17  0.591264  {0,2,0}     29    1
44    866   146   147  0.761086  {1,1,0}     35    0
85    885    39    40  0.560641  {1,1,0}     28    1
62    888    48    57  0.668188  {0,3,0}     24    1
98    890   173   181  0.950186  {0,3,0}     35    0
97    891    70    72  0.422418  {0,1,0}     37    0
96    903   135   136  0.162337  {0,3,0}     35    1
121   917     5     6  0.174378  {0,1,0}     27    1
6     932   178   179  0.345791  {1,0,0}     30    1
111   933   237   240  0.005699  {0,1,1}     20    1
80    940   140   141  0.926708  {1,1,0}     25    1
71    949   241   242  0.399951  {1,0,0}     21    1
91    962   132   133  0.402936  {0,1,0}     26    1
118   968     7    30  0.102260  {0,1,0}     38    1
103   979   126   127  0.557053  {0,3,0}     30    1
48    985   163   164  0.789380  {1,1,0}     20    1
60    993    55    56  0.900856  {0,1,0}     27    1
8    1000    98    99  0.558043  {0,3,0}     39    0
50   1001    19    20  0.325867  {0,3,0}     27    0
38   1037   162   167  0.540611  {0,2,0}     36    0
45   1039    71    72  0.418521  {1,1,0}     30    1
1    1051   198   199  0.828414  {0,3,0}     36    0
34   1053   176   180  0.728437  {1,2,0}     35    1
2    1056    31    38  0.273723  {0,2,0}     32    1
114  1060     5    26  0.696882  {0,1,0}     30    0
16   1062   211   212  0.422274  {0,2,0}     28    0
75   1065   167   175  0.276393  {0,2,0}     35    1
26   1070   196   203  0.103330  {1,1,0}     22    1
30   1070    98    99  0.039600  {1,3,0}     40    1
69   1072   123   124  0.276931  {0,2,0}     35    1
33   1084   204   209  0.446177  {0,1,1}     31    1
13   1087   131   132  0.219259  {1,0,0}     34    1
94   1090    53    54  0.974762  {0,2,0}     25    0
42   1090   142   143  0.499830  {0,1,0}     30    1
84   1091   179   180  0.607791  {0,3,0}     40    1
106  1092    90    95  0.055712  {0,2,0}     21    0
39   1107    94    98  0.142999  {0,2,0}     31    1
109  1110   100   111  0.406196  {0,2,0}     36    1
5    1129     9    10  0.052881  {0,2,0}     27    1
18   1130   244   249  0.131733  {1,1,0}     33    1
32   1133   199   201  0.950802  {0,0,1}     35    0
112  1147   126   127  0.793231  {1,1,0}     37    1
99   1190     4    22  0.387994  {0,2,0}     31    1
52   1196   177   184  0.838807  {1,1,0}     30    1
0    1198   115   122  0.716589  {1,0,0}     21    1
27   1206    20    21  0.968374  {1,1,0}     27    1
101  1210   115   116  0.800849  {0,2,0}     40    0
51   1216    96    97  0.633780  {0,1,1}     22    0
47   1232   115   116  0.569767  {0,1,0}     22    1
24   1237   122   123  0.380178  {0,3,0}     35    0
83   1275    45    64  0.302306  {0,1,0}     40    1
58   1302    11    42  0.371655  {0,2,0}     31    0
77   1314    82    83  0.197177  {0,3,0}     26    1
115  1315   115   116  0.304584  {1,1,0}     27    1
41   1347    90    91  0.661555  {0,1,0}     39    0
61   1376    89    91  0.238663  {0,3,0}     22    1
82   1400    48    49  0.675995  {0,1,0}     35    0
14   1403   103   104  0.830003  {0,3,0}     21    1
100  1409    86    87  0.283931  {1,1,0}     30    1
53   1410     8    33  0.395095  {0,2,0}     39    1
46   1435   244   245  0.332677  {1,0,0}     36    1
