map EGL-G1-A
fac 5 10 {0,184,57,209,41}
hosp 1 {0}
n_ALS 7 1 {2:0,2:209,3:41}
n_BLS 15 1 {4:0,1:184,5:57,2:209,3:41}
n_CLS 6 0 {1:184,1:57,3:209,1:41}
      c_m  head  tail      c_af      c_d  c_tau  c_h
96     14   137   138  0.443755  {0,2,0}     25    1
124    18   115   116  0.677090  {0,2,0}     39    1
121    30   105   117  0.978508  {1,2,0}     37    1
48     35   107   108  0.836741  {0,2,0}     30    1
98     42    37    74  0.201617  {0,3,0}     39    1
99     44   158   160  0.883092  {1,1,0}     39    1
38     48   106   108  0.852697  {0,1,0}     28    0
93     82   158   159  0.501138  {1,0,0}     22    1
114    98    91    92  0.123103  {0,1,0}     22    1
101   107    53    55  0.426312  {1,0,0}     39    1
110   117    35    36  0.319153  {0,1,0}     40    1
76    142   194   195  0.392035  {0,0,1}     32    0
94    162   124   125  0.572050  {0,3,0}     22    1
68    184   140   149  0.102038  {0,3,0}     31    0
51    193    23   229  0.181305  {0,1,0}     40    1
21    209   234   236  0.973381  {1,3,0}     25    1
72    237   132   134  0.551321  {0,2,0}     24    0
59    239   118   119  0.848126  {0,1,1}     37    1
73    254    50    53  0.584193  {1,0,0}     22    1
61    305    38    40  0.398624  {0,2,0}     30    1
104   356   238   239  0.132394  {0,2,0}     24    0
56    423   128   137  0.506170  {1,0,0}     25    1
25    427   137   138  0.877978  {0,2,0}     33    0
35    430   128   137  0.137587  {1,1,0}     26    1
13    435   202   203  0.682615  {0,2,0}     23    1
85    440    11    42  0.767414  {0,2,0}     40    0
109   460   127   138  0.959007  {0,2,0}     22    1
11    462   215   216  0.492486  {1,1,0}     24    1
84    490    20    21  0.236457  {1,1,0}     25    1
69    500   114   115  0.580349  {1,0,0}     26    1
22    503   116   117  0.544040  {1,2,0}     29    1
79    530    91    92  0.481207  {0,2,0}     30    1
9     557   231   236  0.061487  {1,0,0}     40    1
81    577   180   181  0.171638  {0,3,0}     40    1
20    586    39    52  0.200964  {0,1,0}     36    1
36    598   141   142  0.059156  {1,1,0}     35    1
91    599    81    82  0.123665  {0,3,0}     25    1
8     600    19    25  0.706112  {1,3,0}     21    1
67    616   213   216  0.611017  {0,1,0}     24    1
117   626   191   194  0.077984  {0,2,0}     28    1
29    629    65    66  0.332925  {0,3,0}     36    1
37    639    27    30  0.433350  {0,1,0}     31    0
118   642    43    46  0.804467  {0,1,0}     28    1
7     662    85    86  0.485151  {0,0,1}     23    0
52    662   156   160  0.363488  {1,1,0}     32    1
1     665   176   180  0.782595  {1,1,0}     22    1
106   667   190   191  0.910833  {1,1,0}     34    0
88    669   229   230  0.168583  {1,0,0}     30    1
24    676    45    46  0.260226  {0,3,0}     38    1
57    679   169   170  0.402239  {0,2,0}     29    1
92    679    80    88  0.569065  {1,0,0}     38    1
116   679   162   167  0.917662  {0,1,0}     35    1
43    681    49    50  0.282280  {1,0,0}     32    1
77    725   163   168  0.156653  {0,2,0}     34    0
26    729    24    26  0.699152  {0,2,0}     20    0
16    745   162   167  0.581630  {0,1,0}     36    0
27    749   228   230  0.395252  {0,3,0}     32    1
33    752     1    12  0.379036  {0,2,0}     27    1
5     754    73    75  0.022337  {0,0,1}     20    1
125   758    65    91  0.704533  {1,1,0}     27    1
66    759    53    55  0.913287  {0,3,0}     37    0
2     770    36    37  0.616877  {1,0,0}     29    1
97    777   119   161  0.236377  {0,1,0}     35    1
40    795     9    10  0.266991  {0,1,0}     24    1
50    809    89    91  0.357087  {1,2,0}     25    1
44    812     8     9  0.552727  {1,0,0}     20    1
75    819    95    97  0.113969  {0,3,0}     26    0
111   820   140   149  0.938006  {0,1,0}     39    0
53    821   179   180  0.589563  {1,0,0}     20    1
78    839   190   191  0.592010  {0,2,0}     22    1
45    841     8    33  0.198382  {1,0,0}     27    1
65    856    71    72  0.358121  {0,1,0}     24    0
23    859   116   120  0.937948  {1,0,0}     30    1
71    895   177   178  0.690088  {0,2,0}     38    1
4     935    30    33  0.483636  {1,1,0}     40    1
30    942    90    95  0.811995  {0,1,0}     28    1
95    942    43    44  0.753433  {0,3,0}     31    0
83    953   245   246  0.312644  {1,0,0}     35    1
62    954   225   227  0.493098  {0,1,0}     33    1
3     976   150   151  0.810031  {1,1,0}     20    1
17    986    59    71  0.807383  {1,1,0}     40    1
46   1004   116   117  0.275900  {1,0,0}     26    1
89   1008   165   174  0.127872  {1,1,0}     28    1
90   1012   219   220  0.585462  {0,1,0}     30    1
119  1018    47    64  0.432073  {0,0,1}     24    1
80   1026    86    87  0.511829  {0,1,0}     37    0
49   1035   108   109  0.153918  {0,2,0}     24    1
12   1040     2     3  0.911544  {0,2,0}     32    1
107  1047    17    22  0.285474  {0,2,0}     30    0
28   1069   231   232  0.228808  {0,3,0}     32    1
6    1075   139   141  0.061809  {1,1,0}     20    1
120  1075   144   145  0.221018  {0,1,0}     34    1
60   1079   156   160  0.976541  {0,1,0}     25    0
108  1088    78    79  0.847386  {0,2,0}     22    0
32   1090   101   102  0.487651  {0,3,0}     23    1
112  1092    23   229  0.100053  {0,0,1}     30    1
103  1093    77    78  0.705125  {0,2,0}     21    0
54   1102   203   210  0.475631  {0,3,0}     40    0
115  1109   180   181  0.921149  {1,0,0}     32    1
39   1113   213   216  0.298806  {0,1,0}     35    0
58   1114   212   218  0.771427  {0,2,0}     35    0
19   1125   151   152  0.770490  {0,1,0}     40    1
126  1141   177   178  0.167591  {1,1,0}     32    1
113  1162    59    60  0.406525  {1,0,0}     36    1
42   1168   234   235  0.628998  {0,3,0}     25    0
64   1171   202   203  0.549588  {1,0,0}     23    1
87   1187    73    74  0.910485  {0,3,0}     37    1
0    1190    90    91  0.242812  {0,0,1}     35    1
41   1191   135   136  0.049657  {0,3,0}     22    0
82   1202   150   151  0.364387  {0,1,0}     29    0
55   1206   115   122  0.057432  {1,0,0}     34    1
14   1227    49    56  0.351730  {1,0,0}     30    0
123  1237   189   190  0.265267  {0,1,0}     36    1
102  1238   104   106  0.940961  {0,0,1}     32    0
122  1255    90    95  0.227628  {0,2,0}     28    1
100  1257   199   201  0.612770  {1,1,0}     35    1
47   1260   174   176  0.643321  {0,3,0}     25    1
18   1260    75    76  0.814531  {0,1,0}     24    1
34   1261    23   149  0.871901  {0,3,0}     26    1
31   1309    94    98  0.774890  {1,0,0}     24    1
10   1319   225   226  0.002491  {0,3,0}     24    1
70   1329   146   147  0.145137  {0,0,1}     28    1
15   1354   128   137  0.189777  {0,3,0}     26    1
74   1355   231   236  0.048064  {0,1,1}     37    1
63   1410   189   190  0.628097  {0,3,0}     30    0
127  1416   121   123  0.002302  {1,1,0}     27    1
105  1427    63    64  0.654498  {0,1,0}     34    1
86   1436   237   240  0.118525  {0,1,0}     33    1
