map EGL-G1-D
fac 5 10 {0,177,139,47,211}
hosp 2 {0,175}
n_ALS 9 1 {3:0,1:177,1:139,2:47,2:211}
n_BLS 18 1 {3:0,5:177,3:139,3:47,4:211}
n_CLS 6 0 {1:177,3:139,2:211}
      c_m  head  tail      c_af      c_d  c_tau  c_h
107    10     3    15  0.797536  {0,1,0}     39    0
120    42    23    86  0.374936  {0,1,1}     27    1
57     50   170   171  0.689186  {0,1,0}     27    0
49     55    43    44  0.118405  {1,1,0}     35    1
24     70   132   134  0.967438  {0,2,0}     35    1
106    79   155   156  0.743018  {0,2,0}     20    1
83    117    83    84  0.373446  {0,2,0}     38    1
1     157   135   136  0.950696  {1,0,0}     26    1
32    199    94    98  0.352530  {0,2,0}     37    1
25    225    50    52  0.257082  {0,1,0}     26    1
70    241   179   180  0.338784  {0,3,0}     35    0
91    287    65    91  0.783456  {0,1,0}     33    1
58    317    96   114  0.360784  {1,1,0}     29    1
69    343   245   246  0.331770  {1,0,0}     21    1
119   344    28    29  0.847822  {0,2,0}     33    0
90    351    90    91  0.891558  {0,3,0}     20    1
81    401   151   154  0.403299  {0,2,0}     27    1
16    422    34    41  0.621440  {1,0,0}     21    1
0     427    48    49  0.801333  {0,0,1}     22    1
76    448   232   234  0.717943  {0,1,1}     33    1
12    469    63    64  0.029503  {1,0,0}     25    1
34    469   215   216  0.030826  {1,0,0}     29    1
30    489    96   114  0.155685  {0,3,0}     39    1
127   489     4    22  0.513316  {0,0,1}     30    1
56    507   164   165  0.214762  {0,2,0}     32    0
66    512     9    10  0.818445  {1,1,0}     34    1
86    538    63    64  0.988224  {1,1,0}     29    1
118   562    89    90  0.599974  {0,1,1}     32    1
108   562    23    86  0.355502  {0,1,0}     26    0
102   565   101   102  0.258973  {0,2,0}     33    0
46    577   163   164  0.086949  {1,0,0}     33    1
84    579    34    41  0.482961  {0,2,0}     21    1
4     584   141   142  0.098833  {0,1,0}     29    0
54    588    46    47  0.719998  {1,0,0}     20    1
43    589    23   170  0.909605  {0,1,0}     25    1
21    597   140   149  0.690807  {1,1,0}     38    1
78    617   101   102  0.176719  {0,2,0}     39    1
93    621    89    90  0.253060  {1,0,0}     21    1
67    626   162   167  0.265243  {0,2,0}     25    0
88    634   185   192  0.118099  {0,1,0}     27    1
41    636   184   185  0.623570  {0,2,0}     22    1
114   641   185   192  0.721661  {0,3,0}     40    0
38    643    71    72  0.199654  {0,2,0}     32    1
89    647   232   234  0.090515  {1,1,0}     30    1
77    649   194   195  0.456322  {0,0,1}     30    0
72    651    73    74  0.713530  {1,0,0}     20    1
40    661    58    59  0.129244  {0,3,0}     20    1
65    671   198   200  0.731382  {0,0,1}     22    1
79    680    86    87  0.559012  {0,1,0}     34    1
48    685   170   171  0.105309  {0,1,0}     35    1
92    685    31    32  0.769178  {0,1,1}     29    1
62    688     8     9  0.030347  {0,3,0}     27    1
22    700   163   164  0.908169  {1,1,0}     32    1
73    705    80    81  0.342096  {0,2,0}     32    1
10    713    34    41  0.892334  {1,1,0}     31    1
113   721    59    60  0.506921  {1,1,0}     37    1
19    747   142   144  0.942054  {0,3,0}     37    1
47    762   134   135  0.485418  {1,0,0}     35    1
87    762    18    20  0.509864  {0,1,0}     20    1
94    764    53    55  0.096308  {1,0,0}     33    1
8     806   169   173  0.266831  {0,1,1}     31    0
51    810   125   126  0.520145  {0,1,0}     32    1
36    812   111   112  0.915952  {0,1,0}     20    1
14    820   150   151  0.074348  {1,0,0}     24    1
124   821   121   123  0.670047  {0,2,0}     39    1
9     826    61    62  0.058562  {0,1,0}     32    1
63    831   237   238  0.996515  {0,1,0}     37    1
35    835    93    94  0.692469  {1,0,0}     37    1
122   844     6    27  0.649894  {0,1,1}     39    1
18    848    90    95  0.998014  {1,0,0}     25    1
125   856   238   240  0.184876  {0,2,0}     33    1
105   865   238   240  0.194140  {0,1,0}     37    0
3     877    55    56  0.750061  {1,0,0}     37    1
123   879   141   142  0.871104  {0,1,1}     32    1
117   885   178   179  0.278777  {1,1,0}     37    1
64    888   177   184  0.265613  {1,1,0}     34    1
37    898   127   128  0.822445  {1,0,0}     38    1
71    919   192   193  0.174411  {0,1,0}     31    0
99    925   135   136  0.567076  {0,1,1}     28    1
31    933   155   156  0.057704  {1,1,0}     34    1
95    939    86    87  0.542498  {0,2,0}     29    0
82    967     8     9  0.524992  {0,1,0}     26    0
101   969   189   241  0.098861  {0,3,0}     34    1
121   971     4    22  0.663635  {0,2,0}     31    0
61   1015   100   101  0.181553  {0,1,0}     40    0
33   1016   137   138  0.098353  {0,1,1}     29    1
68   1029    39    40  0.166466  {1,1,0}     21    1
103  1059    91    92  0.412547  {1,0,0}     32    1
98   1061   142   144  0.776322  {0,3,0}     27    0
7    1074   121   123  0.322080  {0,0,1}     38    0
13   1076    12    16  0.673656  {1,1,0}     26    1
15   1092    16    18  0.556925  {0,2,0}     24    1
50   1094    16    17  0.829390  {0,3,0}     21    1
60   1097    49    50  0.643795  {1,2,0}     34    1
39   1113   189   241  0.270720  {1,0,0}     23    1
80   1120    45    46  0.903747  {1,0,0}     40    1
29   1123   244   248  0.839245  {0,1,0}     36    0
96   1127    96    97  0.913349  {0,2,0}     27    1
75   1130   155   156  0.869166  {1,1,0}     37    1
44   1132    91    92  0.951919  {1,2,0}     28    1
85   1139   111   112  0.903327  {1,1,0}     28    1
17   1142   127   128  0.300566  {0,2,0}     36    1
5    1161   130   131  0.170310  {1,0,0}     33    1
55   1165   212   243  0.935821  {0,3,0}     27    0
111  1169    88    89  0.389891  {1,1,0}     23    1
2    1176   190   191  0.150494  {0,1,1}     23    1
45   1181   102   103  0.091506  {0,1,0}     31    1
109  1187    50    53  0.274357  {0,2,0}     38    1
74   1199   158   160  0.372820  {0,1,0}     27    0
