map EGL-G1-C
fac 5 10 {0,146,66,37,126}
hosp 3 {0,180,232}
n_ALS 6 1 {1:0,1:66,2:37,2:126}
n_BLS 15 1 {2:0,6:146,2:66,5:126}
n_CLS 5 0 {3:0,1:66,1:126}
      c_m  head  tail      c_af      c_d  c_tau  c_h
123     0   158   159  0.163915  {1,1,0}     28    1
78     32   139   141  0.545916  {0,2,0}     35    0
114    39    67    68  0.973821  {0,2,0}     23    1
14    110   111   112  0.150858  {0,2,0}     35    0
111   136   213   214  0.102807  {0,1,0}     25    1
7     136    60    67  0.790654  {0,1,0}     21    0
42    139    92    93  0.969400  {0,3,0}     28    1
9     174    86    87  0.311324  {0,1,0}     40    1
25    191   198   199  0.583585  {0,1,0}     22    0
74    209     8     9  0.092829  {0,2,0}     33    1
85    235   207   208  0.171885  {0,2,0}     27    1
8     242    72    73  0.242974  {0,2,0}     22    0
31    248    10    11  0.070904  {0,1,0}     38    1
119   287   219   221  0.443334  {1,0,0}     27    1
112   318    75    76  0.336173  {1,0,0}     40    1
95    330   162   167  0.999157  {0,1,0}     27    0
113   357   110   113  0.280221  {0,0,1}     28    1
84    387    23   170  0.331385  {0,3,0}     25    1
22    439   124   149  0.114443  {0,1,0}     21    1
39    445    94    98  0.771255  {1,1,0}     27    1
97    454   120   154  0.564106  {0,1,0}     30    1
90    475   158   160  0.612909  {1,0,0}     30    0
23    481    35    36  0.726662  {0,0,1}     20    1
0     505    91    92  0.529295  {0,1,0}     29    0
93    527   225   227  0.510159  {0,3,0}     35    0
118   554   139   141  0.408929  {0,2,0}     36    1
109   554   226   227  0.500704  {0,3,0}     24    1
87    560    39    52  0.401893  {1,2,0}     39    1
126   578   163   164  0.726539  {0,0,1}     28    1
54    583    63    64  0.804963  {0,1,0}     26    1
6     586     6     7  0.260599  {0,0,1}     26    1
116   592    86    87  0.458176  {1,1,0}     37    1
57    594    23   170  0.461251  {0,2,0}     36    0
49    595    20    21  0.350077  {0,1,0}     28    1
75    604   196   197  0.887440  {1,1,0}     36    1
102   615     2    14  0.725187  {0,2,0}     25    1
32    625    68    69  0.938437  {0,1,0}     24    1
38    642    85    86  0.491426  {0,2,0}     34    1
28    646    58    59  0.645819  {1,1,0}     25    1
46    651   120   154  0.499811  {1,1,0}     30    1
125   654   237   240  0.820410  {1,1,0}     35    1
15    661    69    70  0.284833  {0,2,0}     31    0
21    666   153   157  0.412054  {0,3,0}     35    0
110   677   169   173  0.459547  {1,0,0}     34    1
13    681   115   116  0.064760  {0,2,0}     20    1
64    685    95    97  0.453806  {1,0,0}     33    1
83    688   169   173  0.783816  {0,2,0}     29    0
5     717     4    22  0.698964  {1,0,0}     39    1
40    719   136   137  0.337561  {0,2,0}     20    1
29    728     7     8  0.483757  {0,3,0}     25    1
48    729    12    16  0.784958  {0,3,0}     37    0
73    733     9    34  0.683721  {0,1,0}     37    1
122   740    96   114  0.266768  {0,2,0}     25    0
43    744   237   238  0.679313  {0,2,0}     37    0
47    745   139   140  0.811180  {0,1,0}     29    1
11    748   240   241  0.462043  {0,1,0}     40    1
115   749   136   137  0.406044  {0,1,1}     31    0
99    757    96    97  0.730046  {1,0,0}     21    1
70    758   140   141  0.272908  {0,2,0}     22    1
3     767    66    68  0.672161  {0,2,0}     24    1
44    775    70    72  0.296558  {0,1,0}     26    1
124   784   225   226  0.769653  {1,0,0}     20    0
67    784    96    97  0.791075  {0,1,0}     25    1
100   785   212   243  0.834058  {0,0,1}     21    0
19    787    18    20  0.449709  {0,2,0}     29    0
59    800   232   233  0.293334  {0,1,0}     36    1
71    814   243   244  0.118313  {1,1,0}     29    1
56    828   151   152  0.635185  {0,2,0}     20    0
51    829   198   200  0.935204  {0,1,0}     33    0
17    846     0     1  0.375309  {0,1,0}     31    0
41    855   132   134  0.244656  {0,1,0}     30    1
18    860    65    91  0.809234  {0,1,1}     25    0
98    882   211   212  0.034117  {0,1,0}     23    1
53    883   225   227  0.023323  {0,2,0}     39    1
4     900   202   203  0.658912  {0,2,0}     33    1
52    905   165   177  0.807212  {0,3,0}     27    1
27    907   174   175  0.966316  {1,1,0}     20    1
30    914    80    81  0.921129  {1,1,0}     33    1
101   957    34    41  0.233642  {1,0,0}     40    1
34    960    51    52  0.794518  {1,0,0}     38    1
88    993   124   125  0.076565  {0,2,0}     30    1
26    993   132   134  0.494857  {1,0,0}     30    1
92    998   177   184  0.607667  {1,0,0}     33    1
77   1000   160   163  0.628534  {0,1,0}     27    0
68   1003   155   156  0.368954  {0,2,0}     28    1
127  1015   244   249  0.778366  {1,1,0}     23    1
104  1020   155   156  0.882376  {0,0,1}     34    1
62   1038   225   248  0.377464  {1,0,0}     20    1
120  1051    47    48  0.915296  {1,0,0}     28    1
20   1051   225   248  0.269964  {0,2,0}     30    1
107  1068   144   147  0.641186  {1,0,0}     27    1
10   1073    34    41  0.134907  {0,3,0}     21    0
45   1084    23    86  0.550784  {1,0,0}     38    1
81   1107   165   166  0.120115  {0,0,1}     20    0
96   1126   178   179  0.654885  {0,0,1}     34    0
89   1131   100   101  0.820059  {1,1,0}     30    1
33   1136   130   131  0.434148  {1,0,0}     37    1
16   1138   100   101  0.228295  {1,1,0}     27    1
94   1143   228   230  0.026648  {0,2,0}     22    1
12   1162    98   130  0.608485  {1,1,0}     32    1
108  1166   228   229  0.123138  {0,1,0}     35    0
61   1192   165   177  0.351177  {1,0,0}     33    1
86   1202     6     7  0.570636  {0,1,0}     27    1
91   1224     1     2  0.064252  {0,1,0}     37    1
66   1224   112   113  0.046863  {1,1,0}     37    1
35   1225    50    51  0.632057  {0,1,0}     39    0
1    1240   179   180  0.031051  {1,0,0}     21    1
24   1243     8    33  0.848727  {0,3,0}     23    0
65   1251    54    55  0.933150  {0,2,0}     29    1
106  1296   101   110  0.315951  {1,2,0}     34    1
105  1307     2    14  0.850772  {0,1,0}     23    1
72   1308    77    78  0.343935  {0,1,0}     37    1
80   1311   244   245  0.578546  {1,1,0}     20    1
79   1318   213   216  0.331506  {0,3,0}     28    0
60   1325     1    12  0.446864  {0,2,0}     39    1
69   1329   204   205  0.557807  {0,3,0}     25    1
50   1329    93    94  0.519698  {0,0,1}     26    1
2    1343   193   194  0.064829  {0,3,0}     39    1
36   1349   237   238  0.228761  {1,1,0}     33    1
117  1378   212   218  0.090055  {1,0,0}     27    1
