map EGL-G1-D
fac 5 10 {0,144,100,127,70}
hosp 1 {0}
n_ALS 5 1 {2:144,2:100,1:70}
n_BLS 20 1 {4:0,1:144,4:100,3:127,8:70}
n_CLS 10 0 {3:0,3:100,3:127,1:70}
      c_m  head  tail      c_af      c_d  c_tau  c_h
89     46    88    89  0.648356  {0,2,0}     26    1
7      95   242   243  0.961434  {1,1,0}     26    1
62    133    37    74  0.397186  {0,2,0}     24    1
14    155    10    41  0.906361  {0,1,0}     25    1
112   174    36    38  0.077809  {0,1,1}     24    0
123   190   106   108  0.048573  {0,1,0}     23    1
1     211   125   126  0.561404  {0,1,0}     27    1
30    227   225   226  0.791432  {0,1,1}     27    0
79    237   162   166  0.930336  {1,0,0}     34    1
19    273    29    30  0.492275  {1,1,0}     31    1
125   284    61    62  0.223765  {1,1,0}     31    1
66    296   244   248  0.376874  {0,2,0}     32    1
26    312   103   104  0.858259  {0,1,0}     20    1
27    388   139   140  0.854247  {0,1,0}     27    1
10    396   104   105  0.830166  {0,0,1}     21    1
115   398   124   151  0.221848  {1,0,0}     22    1
77    435   160   164  0.140860  {0,0,1}     40    1
41    440   185   192  0.561492  {0,2,0}     29    1
65    458   123   124  0.065784  {1,1,0}     39    1
100   480   240   242  0.887364  {0,1,0}     37    1
50    488   199   201  0.166710  {0,3,0}     37    0
73    510     6     7  0.089637  {1,1,0}     24    1
106   512   194   195  0.889233  {0,3,0}     37    1
63    528   202   204  0.006033  {0,1,1}     24    1
17    564    94    95  0.806387  {0,2,0}     23    0
76    572   198   200  0.669789  {0,1,1}     35    0
74    580     5     6  0.138376  {0,1,1}     22    0
33    615   193   194  0.406241  {1,0,0}     26    1
95    616   103   104  0.156197  {1,0,0}     31    1
84    619   246   248  0.040910  {1,1,0}     21    1
127   628   150   152  0.486146  {1,3,0}     30    1
70    633    23   170  0.175998  {0,1,1}     24    1
81    655    70    72  0.883053  {1,1,0}     32    1
46    667   231   236  0.447245  {1,1,0}     30    1
22    684    24    26  0.265916  {1,0,0}     36    1
69    693   142   143  0.578066  {1,0,0}     29    1
36    696   108   109  0.027484  {1,1,0}     39    1
85    707   243   244  0.266156  {0,1,0}     38    0
42    709   120   154  0.664718  {0,2,0}     35    1
68    718    26    28  0.883488  {0,3,0}     28    1
71    733    90    91  0.748337  {1,1,0}     33    1
96    734   219   221  0.015155  {1,0,0}     37    1
0     737   231   232  0.752796  {1,1,0}     20    1
72    756   154   155  0.006501  {0,1,0}     21    1
83    772   177   184  0.940321  {1,0,0}     27    1
31    776    59    60  0.813799  {0,3,0}     23    1
124   778    39    40  0.699822  {0,2,0}     35    1
60    787   163   164  0.967406  {0,3,0}     38    1
4     790   132   134  0.225516  {0,1,0}     39    1
101   800    45    64  0.199055  {0,3,0}     27    1
32    806   185   186  0.069933  {0,3,0}     33    0
75    813   158   159  0.063749  {0,1,0}     30    1
110   816   171   172  0.513036  {1,0,0}     30    1
18    816   211   213  0.196227  {0,3,0}     29    1
98    830   241   242  0.919712  {0,3,0}     38    0
104   832   193   194  0.550608  {0,2,0}     27    1
39    835   140   149  0.676208  {1,1,0}     24    0
105   837   155   161  0.219788  {0,2,0}     34    1
117   848    10    41  0.037879  {0,1,0}     25    1
58    868   171   172  0.762346  {0,1,0}     32    1
80    868    54    55  0.606862  {0,0,1}     38    1
8     870    77    81  0.663695  {0,1,0}     24    0
102   875   145   146  0.326643  {0,3,0}     27    0
48    876     5    23  0.437515  {0,1,0}     37    0
64    889    37    74  0.567900  {1,0,0}     39    1
5     896    55    56  0.325665  {0,1,0}     28    1
56    914    10    41  0.483884  {1,1,0}     20    1
49    932    45    46  0.498440  {0,1,0}     22    0
53    933    47    64  0.261451  {0,3,0}     24    1
43    952    18    19  0.658549  {0,1,0}     21    0
111   957   164   165  0.051536  {0,2,0}     37    1
116   968    43    44  0.884880  {0,2,0}     32    0
103   972   124   149  0.142314  {0,2,0}     22    1
93    982    59    60  0.537351  {0,1,0}     24    0
108   982   240   241  0.542767  {0,1,1}     23    1
15    985    77    78  0.504719  {0,3,0}     27    1
86    990    45    46  0.814215  {0,1,1}     26    1
12    994   178   183  0.569057  {0,1,0}     37    1
107   996   157   159  0.908369  {1,0,0}     36    1
67    999   135   145  0.137189  {0,1,0}     24    1
9    1003    58    59  0.141918  {0,3,0}     29    0
109  1013    96   114  0.057950  {0,1,0}     28    1
122  1019    25    26  0.084972  {1,0,0}     25    1
45   1028     1    12  0.797327  {0,1,0}     28    0
6    1029   105   107  0.041870  {0,3,0}     36    1
52   1040    66    67  0.090655  {0,1,0}     27    1
54   1047    16    18  0.527449  {0,1,0}     21    0
40   1049    55    56  0.312365  {0,1,0}     37    1
11   1060    22    24  0.189218  {0,1,0}     22    0
34   1062   190   192  0.721345  {1,0,0}     37    1
126  1069    39    52  0.772521  {0,1,0}     39    0
59   1084   229   230  0.616002  {1,2,0}     36    1
87   1086   196   197  0.810627  {0,1,1}     36    0
94   1088   178   182  0.452920  {0,1,0}     22    1
99   1091   212   243  0.768282  {1,0,0}     27    1
44   1101    84   100  0.382639  {0,2,0}     26    1
114  1125   241   242  0.122241  {0,1,0}     22    1
20   1143   116   118  0.317022  {0,1,0}     31    1
82   1154     4     5  0.548293  {1,1,0}     22    1
90   1158   244   245  0.941845  {0,1,0}     26    0
78   1180   112   113  0.485632  {0,1,0}     24    1
119  1196    58    59  0.061644  {1,1,0}     35    1
2    1198     8     9  0.001861  {0,0,1}     34    1
23   1210   138   139  0.471339  {1,0,0}     21    1
37   1212   162   167  0.198683  {0,1,0}     27    0
120  1231   100   101  0.114810  {0,1,0}     22    0
25   1235    53    55  0.316713  {1,2,0}     24    1
3    1245    50    51  0.398336  {0,2,0}     33    1
57   1246    25    26  0.135370  {0,1,0}     23    1
16   1249    77    78  0.277896  {1,1,0}     36    1
91   1269   119   161  0.249920  {0,1,0}     27    0
92   1272    70    71  0.170932  {1,0,0}     20    1
61   1287   134   146  0.204295  {1,3,0}     25    1
28   1298    59    60  0.570760  {0,2,0}     32    1
38   1301   102   103  0.532034  {0,3,0}     26    0
35   1311    29    30  0.756481  {0,3,0}     26    0
29   1325   206   207  0.501254  {0,1,1}     26    1
97   1341   246   248  0.287694  {1,0,0}     36    1
113  1346   207   209  0.881853  {1,0,0}     22    1
24   1350   199   202  0.780741  {0,2,0}     35    1
118  1352    24    25  0.317652  {1,0,0}     21    1
88   1366   106   107  0.487609  {1,1,0}     38    1
47   1374   158   160  0.170613  {1,0,0}     21    0
13   1392    80    81  0.105854  {1,0,0}     23    1
55   1401   244   248  0.085091  {0,3,0}     40    0
121  1406    60    67  0.020528  {1,1,0}     24    1
