map EGL-G1-C
fac 5 10 {0,164,118,197,2}
hosp 1 {0}
n_ALS 9 1 {2:0,3:197,4:2}
n_BLS 15 1 {4:0,4:164,4:118,1:197,2:2}
n_CLS 8 0 {4:0,1:164,2:197,1:2}
      c_m  head  tail      c_af      c_d  c_tau  c_h
70     11    72    73  0.128506  {0,1,0}     39    0
84     52   177   184  0.029458  {0,1,0}     22    1
37     59     8    33  0.826919  {0,2,0}     26    0
110    71    36    37  0.709613  {0,2,0}     21    0
116    85    18    20  0.537653  {1,0,0}     36    1
107    88    68    69  0.620853  {1,3,0}     40    1
36     94    50    52  0.210643  {0,0,1}     24    1
46    103   169   170  0.517608  {1,1,0}     24    1
59    104   138   139  0.663684  {1,0,0}     37    1
91    107    12    16  0.385801  {1,0,0}     35    1
86    131    36    37  0.715811  {0,1,0}     27    0
102   141   121   122  0.314152  {0,1,0}     27    1
10    163    66    68  0.037085  {0,1,0}     21    1
19    185    45    64  0.139945  {0,2,0}     27    1
47    245   216   217  0.795699  {0,2,0}     30    1
9     272   194   195  0.237529  {0,1,0}     36    1
16    326     8     9  0.857553  {0,1,0}     28    1
54    333    15    17  0.991495  {0,2,0}     40    1
104   337   211   213  0.066932  {0,1,1}     20    1
11    398    18    19  0.071141  {0,1,0}     31    1
21    399   234   235  0.838505  {1,0,0}     20    1
112   400   240   241  0.960984  {0,1,0}     20    1
118   401    28    29  0.050012  {0,1,0}     38    1
121   430    16    18  0.663007  {1,1,0}     36    1
111   431   177   178  0.607042  {1,0,0}     23    1
93    453   228   230  0.638765  {1,1,0}     29    1
80    457   238   240  0.209841  {0,3,0}     21    0
26    467    63    64  0.697472  {0,3,0}     28    1
43    469    11    42  0.195834  {0,2,0}     34    1
90    478    53    54  0.052712  {0,2,0}     20    0
23    484   135   145  0.455265  {0,2,0}     35    1
65    505   119   161  0.937222  {0,1,0}     21    1
62    506     9    34  0.157615  {0,2,0}     32    0
92    530   225   227  0.294888  {0,1,0}     24    0
41    545   202   204  0.149626  {0,2,0}     37    0
61    548    36    38  0.933244  {0,1,0}     20    1
113   550    53    54  0.222279  {1,1,0}     31    1
52    573   189   190  0.499213  {0,2,0}     23    1
13    577    91    92  0.893604  {1,0,0}     21    1
72    604   185   192  0.284925  {1,0,0}     35    1
73    610   150   151  0.997529  {0,1,1}     21    0
94    610   103   113  0.762412  {0,2,0}     27    1
55    612    51    52  0.445837  {1,1,0}     30    1
87    622    31    38  0.682558  {0,1,0}     29    1
12    638   173   181  0.908524  {1,1,0}     40    1
122   648   189   190  0.765649  {0,2,0}     38    1
82    664   226   231  0.947166  {1,1,0}     21    1
6     681   112   114  0.763538  {1,0,0}     37    1
60    682    97   126  0.273419  {0,2,0}     35    0
127   684   174   176  0.523772  {0,1,1}     24    1
27    689    45    46  0.570675  {0,3,0}     36    1
125   717   238   239  0.664377  {0,3,0}     39    0
