map EGL-G2-D
fac 5 10 {0,106,129,166,23}
hosp 3 {0,162,109}
n_ALS 9 1 {2:0,2:106,1:129,4:166}
n_BLS 23 1 {5:0,6:106,6:129,2:166,4:23}
n_CLS 7 0 {1:106,2:129,1:166,3:23}
      c_m  head  tail      c_af      c_d  c_tau  c_h
32      5    66    67  0.318895  {1,0,0}     27    1
93     16   175   176  0.502455  {0,3,0}     37    0
77     21    43    45  0.770378  {0,1,0}     20    1
76     30    90    92  0.486323  {0,0,1}     25    1
68     46   201   203  0.119474  {1,2,0}     25    1
5     111   175   177  0.241805  {1,1,0}     33    1
85    113   123   124  0.791395  {0,1,0}     36    1
122   154   251   254  0.131195  {1,1,0}     34    1
90    193   118   119  0.037735  {0,1,0}     29    0
83    231    78    82  0.266958  {0,1,0}     28    0
59    252    59    72  0.522695  {1,0,0}     28    1
84    303   215   221  0.003582  {1,0,0}     38    1
114   330   250   251  0.099882  {1,0,0}     22    0
73    332    22    24  0.934114  {0,0,1}     27    1
29    369    50    51  0.850427  {0,1,0}     31    1
1     371   237   238  0.539416  {0,2,0}     26    1
63    374   161   165  0.249527  {0,0,1}     20    1
92    386    41    51  0.189888  {0,2,0}     34    1
53    430   236   237  0.565188  {0,3,0}     21    0
126   447    36    38  0.713551  {0,3,0}     30    1
111   453   251   252  0.170048  {0,2,0}     32    1
103   478    32    34  0.638085  {0,1,1}     39    0
119   483   103   111  0.012347  {0,3,0}     26    0
116   505   226   227  0.783515  {1,1,0}     34    1
66    533   233   254  0.649083  {0,1,0}     39    1
54    537    50    51  0.061108  {0,2,0}     24    1
4     544   228   230  0.496306  {0,3,0}     38    1
61    545   109   110  0.914192  {1,0,0}     28    1
25    576    22    24  0.212020  {0,1,0}     24    1
7     591    95    96  0.079120  {0,1,0}     26    1
48    593    32    33  0.913116  {1,0,0}     30    1
47    595   210   211  0.552853  {0,3,0}     22    1
105   599    22    24  0.280568  {0,1,0}     35    1
71    604   125   150  0.197971  {0,0,1}     24    0
87    617   204   206  0.018860  {0,1,0}     22    1
89    637    22    24  0.264958  {0,0,1}     27    1
19    644    48    57  0.657541  {0,2,0}     34    0
20    645   158   160  0.966370  {1,1,0}     29    1
82    652    25    26  0.556168  {0,1,0}     21    0
60    655    96    98  0.374293  {0,2,0}     32    1
99    662   130   131  0.455711  {0,1,0}     38    1
33    672   244   253  0.547261  {1,0,0}     29    0
62    675    18    19  0.932030  {0,1,0}     23    1
112   680     6     7  0.214678  {0,3,0}     22    0
107   680   112   113  0.711211  {0,3,0}     23    1
42    681   104   114  0.593563  {0,3,0}     25    0
35    683   178   179  0.721594  {0,2,0}     40    1
56    690   197   199  0.165393  {0,0,1}     25    1
22    696     9    10  0.873834  {1,0,0}     32    1
127   702   117   121  0.376745  {1,1,0}     31    1
117   705    91    92  0.964595  {1,1,0}     40    1
69    707    86    87  0.627627  {0,0,1}     33    0
23    714    37    75  0.284247  {0,1,0}     37    1
2     723   179   180  0.100797  {1,1,0}     35    1
34    730   106   118  0.314063  {0,0,1}     28    1
11    732   184   185  0.803318  {1,1,0}     30    1
100   739   218   250  0.526662  {1,0,0}     37    1
120   752    93    94  0.469810  {0,1,0}     26    1
28    757    66    92  0.316312  {0,0,1}     39    1
58    772    93    94  0.298295  {1,3,0}     31    0
79    790    69    80  0.890252  {1,1,0}     33    0
72    796     1     2  0.988380  {0,1,0}     28    1
17    802     0    21  0.600177  {0,0,1}     33    0
113   802   128   139  0.397801  {0,2,0}     40    1
88    803    95    96  0.919425  {0,1,0}     35    1
43    814   111   114  0.377702  {0,0,1}     21    0
44    824   248   249  0.037413  {0,1,1}     25    1
30    837   184   185  0.048037  {0,1,0}     32    1
94    838     8     9  0.612267  {1,0,0}     22    1
8     844     5    23  0.201405  {1,1,0}     22    1
6     855     7     8  0.145742  {1,0,0}     30    1
110   860    10    11  0.659260  {0,1,0}     34    0
31    867   196   197  0.813794  {0,0,1}     38    1
80    868   150   151  0.659141  {0,2,0}     32    1
65    871   132   133  0.478559  {0,3,0}     40    0
101   920    67    68  0.283793  {0,2,0}     23    1
37    921    84    86  0.269560  {1,0,0}     26    1
18    926    27    28  0.619179  {0,2,0}     39    1
12    928   239   240  0.794855  {1,0,0}     34    1
10    935    18    20  0.956703  {1,1,0}     39    1
95    939   159   161  0.105412  {0,2,0}     35    0
9     951   159   161  0.759746  {0,0,1}     26    1
36    952   158   159  0.919502  {1,0,0}     26    1
123   963   121   155  0.576563  {1,0,0}     38    1
124   970    29    30  0.744846  {0,1,0}     29    1
16    971    37    75  0.711724  {1,0,0}     21    0
55    982    23   150  0.237788  {0,2,0}     22    0
39    986   209   216  0.153347  {1,0,0}     26    1
21    994   166   175  0.574128  {0,2,0}     38    0
50   1001    69    80  0.740350  {0,2,0}     26    0
125  1002   205   208  0.231644  {0,2,0}     24    1
98   1005    97   112  0.830811  {1,3,0}     29    1
3    1012   193   246  0.197017  {1,1,0}     36    0
104  1019    93    94  0.330997  {0,1,0}     25    1
97   1040   249   252  0.820114  {0,2,0}     36    1
74   1042    85   101  0.844003  {0,3,0}     32    1
52   1044   127   128  0.953002  {1,1,0}     38    1
51   1066   111   114  0.629527  {1,0,0}     21    1
64   1090   199   200  0.028569  {0,3,0}     32    1
118  1092   227   231  0.158087  {0,0,1}     29    0
86   1105   145   146  0.784730  {1,0,0}     24    1
75   1109    66    92  0.390216  {0,3,0}     21    0
70   1112   194   242  0.856751  {0,2,0}     38    1
67   1123   236   238  0.557336  {0,2,0}     40    1
