map EGL-G2-B
fac 5 10 {0,49,148,6,111}
hosp 1 {0}
n_ALS 7 1 {1:0,2:49,4:148}
n_BLS 22 1 {4:0,3:49,6:148,3:6,6:111}
n_CLS 9 0 {3:0,1:49,4:6,1:111}
      c_m  head  tail      c_af      c_d  c_tau  c_h
88     92   175   176  0.796314  {0,2,0}     26    0
86     98   124   125  0.870701  {0,1,0}     24    1
85    181   251   254  0.139991  {0,1,1}     32    1
118   182    43    45  0.391608  {0,1,0}     20    0
105   197    66    67  0.162508  {1,0,0}     40    1
32    213   193   246  0.748649  {1,0,0}     34    1
24    223    62    63  0.675711  {1,1,0}     29    1
14    242   158   160  0.659521  {0,3,0}     29    1
63    265    72    73  0.140797  {1,0,0}     26    1
120   282    74    75  0.403871  {1,1,0}     26    1
111   285   197   199  0.487752  {0,1,0}     25    0
112   301   125   126  0.560275  {1,0,0}     40    1
15    314   113   115  0.359048  {0,3,0}     40    1
124   319    99   131  0.927322  {0,1,0}     39    1
99    338    23   237  0.013608  {0,1,0}     24    0
0     358    19    20  0.535239  {1,0,0}     21    1
20    389   250   251  0.580132  {0,2,0}     28    1
100   389   152   153  0.235841  {1,1,0}     29    1
35    395   246   247  0.567447  {0,3,0}     26    0
73    406   177   181  0.214445  {0,1,1}     22    0
69    425   133   135  0.529653  {1,0,0}     23    1
113   432    50    51  0.393729  {0,1,0}     29    0
75    448    67    68  0.365984  {0,3,0}     25    1
18    449   190   192  0.522857  {0,2,0}     31    0
81    454   223   224  0.423752  {0,2,0}     24    1
31    461   185   187  0.635859  {0,3,0}     32    1
40    466   135   147  0.603597  {0,1,0}     33    1
9     479   152   155  0.835119  {0,1,1}     26    0
2     489    54    55  0.555827  {0,2,0}     32    1
7     499     8    33  0.274728  {1,2,0}     31    1
34    514   184   185  0.940536  {0,0,1}     35    0
90    523   213   214  0.899812  {0,3,0}     34    1
71    524    94    95  0.574316  {0,2,0}     30    0
61    543   185   187  0.987343  {0,1,0}     22    0
87    546    12    16  0.425451  {0,1,0}     34    0
102   553   222   223  0.975890  {0,2,0}     25    1
76    566    23   237  0.629299  {0,1,1}     29    0
108   588    65    66  0.725448  {0,2,0}     29    1
19    601   101   112  0.903575  {1,1,0}     35    1
78    621    27    28  0.325919  {0,1,1}     31    1
58    621   205   207  0.272691  {1,1,0}     27    1
62    623   186   198  0.880225  {0,3,0}     26    1
5     631   227   229  0.190466  {1,1,0}     20    1
25    649   170   171  0.303576  {0,2,0}     25    1
123   652   120   170  0.818527  {0,0,1}     32    1
117   658    61    65  0.941819  {1,1,0}     40    1
29    694   112   113  0.437325  {0,1,1}     39    1
38    697   143   144  0.616339  {1,1,0}     38    1
72    723   157   163  0.839536  {1,1,0}     28    1
97    729    95    99  0.481089  {0,1,0}     29    1
116   732    42    43  0.433377  {0,3,0}     30    0
79    734     9    10  0.540509  {0,2,0}     39    1
