map EGL-G1-D
fac 5 10 {0,204,8,147,7}
hosp 2 {0,120}
n_ALS 7 1 {3:0,1:204,3:7}
n_BLS 19 1 {2:0,5:204,6:8,3:147,3:7}
n_CLS 7 0 {1:0,2:204,3:8,1:7}
      c_m  head  tail      c_af      c_d  c_tau  c_h
123     0    50    53  0.612355  {0,3,0}     40    0
23     19    23    86  0.384304  {1,1,0}     28    1
119    29    19    20  0.398532  {0,1,0}     33    1
27     45   100   111  0.508518  {1,0,0}     36    1
11     61   219   220  0.974309  {1,0,0}     22    1
69     66    39    72  0.437032  {1,1,0}     24    1
116   113   103   104  0.707476  {0,3,0}     37    0
106   113   232   233  0.643920  {0,0,1}     38    1
0     158    77    81  0.375023  {0,2,0}     32    0
99    228    83    85  0.222550  {1,1,0}     40    1
78    233   153   157  0.705456  {1,0,0}     29    1
105   299    16    17  0.179288  {1,0,0}     39    1
21    308     5    23  0.041471  {1,1,0}     23    1
46    309     6    27  0.868970  {0,1,0}     40    0
118   310    98    99  0.473871  {0,1,0}     29    0
85    316    43    45  0.611452  {1,1,0}     24    1
67    325     8     9  0.620250  {0,1,0}     37    0
66    382   246   247  0.073914  {0,2,0}     28    0
100   408   244   248  0.216406  {1,1,0}     31    1
29    430   139   140  0.857410  {0,0,1}     40    1
25    449   149   150  0.187035  {0,1,0}     36    0
113   455   238   239  0.979714  {0,2,0}     38    0
14    467     3     4  0.442324  {0,1,0}     32    0
2     479    96   111  0.517712  {0,2,0}     29    1
77    482    29    30  0.328546  {0,1,0}     20    0
28    516    48    49  0.646921  {0,3,0}     35    0
39    525   212   218  0.673288  {0,1,0}     35    1
43    533    19    20  0.110343  {0,1,0}     26    1
36    534   177   178  0.240302  {1,1,0}     34    1
42    545    84   100  0.093997  {1,1,0}     40    1
73    548   130   131  0.935043  {1,0,0}     33    1
96    554    97   126  0.995729  {0,3,0}     40    1
81    563   204   205  0.932676  {0,1,1}     24    1
92    584   234   235  0.035448  {0,1,0}     29    1
1     587   188   189  0.639612  {0,1,0}     37    1
16    588   134   146  0.594441  {1,1,0}     33    1
26    593   154   155  0.726537  {0,0,1}     35    1
15    598   202   204  0.717467  {1,1,0}     29    1
35    603   157   158  0.053947  {0,2,0}     39    0
108   621    24    25  0.734084  {0,2,0}     20    1
58    624    19    25  0.489136  {0,3,0}     21    1
50    633   123   124  0.152897  {0,2,0}     25    0
88    664   116   117  0.217690  {0,3,0}     38    1
38    666    67    68  0.403095  {1,1,0}     28    1
86    669    42    43  0.815141  {1,0,0}     24    1
127   682   169   170  0.709687  {1,0,0}     37    1
102   705   141   142  0.172943  {1,1,0}     20    1
90    707   234   236  0.406502  {0,2,0}     33    1
115   725   193   194  0.787079  {0,1,1}     23    0
84    729   191   194  0.262112  {0,2,0}     37    1
114   731   173   181  0.027397  {1,0,0}     36    1
41    734    81    82  0.219241  {0,3,0}     23    1
4     736     4    22  0.145808  {0,0,1}     35    1
112   736   144   145  0.365393  {0,1,0}     28    1
98    741    65    66  0.861921  {0,3,0}     36    1
10    742    93    94  0.389060  {0,1,1}     37    0
61    751     0     1  0.525654  {1,0,0}     24    1
124   756    19    20  0.753326  {0,1,0}     33    1
22    766   132   134  0.051866  {1,0,0}     27    1
53    775   106   108  0.295631  {0,3,0}     38    1
44    779    23   170  0.779379  {1,1,0}     24    0
49    799    43    46  0.954866  {0,3,0}     28    0
65    801    28    29  0.202180  {0,2,0}     24    1
101   802   119   161  0.287457  {0,3,0}     27    1
57    804    85    86  0.940541  {0,2,0}     26    0
79    809    12    13  0.048899  {0,2,0}     24    1
13    819    26    28  0.353884  {1,1,0}     22    1
110   822    12    16  0.876633  {0,1,0}     24    0
30    830   191   193  0.582389  {1,1,0}     24    1
31    831   231   236  0.698164  {0,2,0}     24    1
56    837    81    82  0.491522  {0,0,1}     35    1
5     839    96   114  0.593733  {0,1,0}     39    0
104   843   114   115  0.915086  {0,2,0}     36    1
76    852   193   194  0.687880  {0,1,0}     33    0
63    852   204   205  0.893099  {0,2,0}     31    1
34    867    59    71  0.884524  {0,1,1}     29    1
3     880   138   139  0.806120  {0,2,0}     29    0
71    884    86    87  0.434666  {0,1,0}     27    1
87    893   114   115  0.503079  {0,2,0}     40    0
89    897    18    19  0.405735  {0,2,0}     30    1
17    919   112   114  0.547778  {0,2,0}     25    1
97    925   123   124  0.966303  {1,1,0}     30    1
74    933   175   176  0.873983  {1,1,0}     27    1
80    934    82    83  0.264540  {0,0,1}     23    1
111   935    62    63  0.479555  {0,2,0}     27    0
75    940   117   118  0.689108  {1,3,0}     22    1
52    966   191   193  0.113361  {1,0,0}     22    1
94    987    90    95  0.743979  {0,2,0}     34    0
95    988   202   203  0.095998  {0,1,1}     22    1
51    999   147   148  0.224175  {0,1,1}     32    1
19    999    89    91  0.451305  {0,3,0}     24    1
93   1001    91    92  0.193962  {0,2,0}     39    0
6    1006   127   128  0.357968  {1,1,0}     39    1
120  1013   155   161  0.962784  {0,2,0}     20    0
62   1014    24    26  0.448333  {0,1,0}     33    0
122  1015    12    16  0.273873  {0,2,0}     28    1
47   1024   102   110  0.498336  {0,2,0}     33    1
55   1025   177   184  0.077779  {0,2,0}     20    1
20   1028     9    10  0.827948  {1,0,0}     21    1
32   1060   211   212  0.769709  {1,0,0}     23    1
24   1066    55    56  0.059554  {0,2,0}     39    1
109  1075   126   127  0.435333  {0,3,0}     20    1
59   1083   105   117  0.977718  {0,1,0}     25    1
107  1089    85    86  0.458484  {0,1,0}     39    0
125  1096   177   184  0.988155  {0,1,0}     32    0
121  1097    89    90  0.000117  {1,0,0}     28    1
60   1106   158   160  0.088409  {1,3,0}     25    1
103  1122   189   190  0.106702  {0,1,0}     37    1
7    1124   179   180  0.599588  {1,0,0}     29    1
37   1124    39    40  0.715690  {0,3,0}     31    0
64   1147   190   191  0.726636  {1,3,0}     29    1
40   1191   131   132  0.039795  {0,2,0}     20    1
68   1204    66    67  0.376316  {0,2,0}     27    1
82   1209   150   152  0.333057  {0,2,0}     23    0
54   1218   213   214  0.672682  {0,2,0}     26    1
70   1224    91    92  0.680088  {1,1,0}     36    1
83   1228    63    64  0.645199  {1,0,0}     32    1
12   1258   121   122  0.521836  {1,0,0}     26    1
9    1260    98   130  0.484476  {0,3,0}     37    0
117  1279    41    51  0.464911  {0,1,0}     31    1
48   1285    16    18  0.318395  {1,0,0}     39    1
18   1322   203   210  0.641537  {0,3,0}     26    1
126  1392   228   229  0.219488  {1,1,0}     21    1
33   1412    57    61  0.767193  {0,3,0}     37    1
91   1417   119   161  0.912798  {1,1,0}     35    1
8    1423    43    44  0.004640  {1,1,0}     20    1
45   1425   153   156  0.647817  {1,0,0}     23    1
72   1430   244   245  0.640551  {0,1,0}     39    0
