map EGL-G1-E
fac 5 10 {0,125,47,56,210}
hosp 3 {0,119,216}
n_ALS 10 1 {4:0,2:125,1:47,3:56}
n_BLS 15 1 {2:0,2:125,3:47,5:56,3:210}
n_CLS 10 0 {2:0,2:125,2:47,2:56,2:210}
      c_m  head  tail      c_af      c_d  c_tau  c_h
86     29     1    12  0.551549  {0,3,0}     35    0
3      31   244   245  0.748509  {1,0,0}     26    1
103    57    62    63  0.438669  {0,3,0}     33    1
83     75   190   191  0.402004  {0,2,0}     22    1
69     84    17    19  0.778116  {0,2,0}     36    0
1      85    88    96  0.143449  {1,1,0}     27    1
50     85   155   156  0.537045  {0,3,0}     29    1
59    115    10    41  0.289270  {0,3,0}     36    1
55    159   166   167  0.495947  {0,2,0}     36    0
7     200    43    44  0.608816  {1,0,0}     20    1
127   263   106   107  0.820473  {0,2,0}     39    1
112   264   244   245  0.252026  {0,3,0}     31    1
23    281   207   209  0.754606  {0,2,0}     39    1
98    347   157   159  0.494639  {0,3,0}     40    0
8     352   106   107  0.979480  {1,0,0}     26    1
93    384   195   197  0.814448  {1,1,0}     26    1
110   446   107   108  0.243278  {0,1,0}     25    1
79    451   242   243  0.739793  {1,0,0}     25    1
27    460   180   181  0.308170  {0,2,0}     25    0
121   466   223   224  0.279184  {0,3,0}     21    1
73    481    89    90  0.721924  {1,0,0}     29    1
85    490    73    74  0.531468  {1,0,0}     26    1
45    492    29    31  0.777733  {0,1,0}     34    0
40    499   212   218  0.125780  {1,1,0}     27    1
60    510   117   118  0.014647  {0,2,0}     36    1
107   513   120   121  0.320281  {1,1,0}     25    1
22    527   156   162  0.213903  {0,3,0}     28    1
126   546   127   138  0.449498  {0,3,0}     22    1
34    551    48    57  0.569583  {0,1,0}     24    1
106   558    61    62  0.741548  {0,1,0}     40    1
19    563     8     9  0.378907  {0,2,0}     35    1
76    564    79    80  0.763654  {0,1,0}     37    1
66    566   137   138  0.224810  {1,3,0}     23    1
42    567     3     4  0.624821  {1,1,0}     34    1
58    577    11    42  0.881991  {1,1,0}     30    1
122   588    10    11  0.604120  {0,1,0}     23    1
61    589   212   218  0.657826  {0,1,1}     24    0
120   598     0     1  0.999391  {1,1,0}     28    1
29    613   245   246  0.373069  {1,0,0}     22    1
101   614     4     5  0.290079  {0,2,0}     20    1
0     618    83    84  0.092978  {1,1,0}     30    1
78    619    58    59  0.782761  {0,1,1}     23    1
33    647   246   248  0.378022  {0,1,0}     26    1
81    651   156   160  0.513894  {0,3,0}     27    0
2     662   116   120  0.839915  {1,0,0}     28    0
62    664    18    19  0.117470  {1,1,0}     37    1
53    664   169   173  0.649083  {1,1,0}     40    1
80    672   210   211  0.018329  {0,2,0}     28    1
25    685     5    26  0.849477  {0,2,0}     34    0
111   688   131   132  0.298438  {0,2,0}     35    1
15    689   244   245  0.464677  {1,1,0}     23    1
5     692   207   208  0.897064  {0,1,1}     26    0
52    695   132   134  0.487582  {0,1,0}     32    1
26    699    36    37  0.022393  {1,0,0}     36    1
41    713    36    39  0.503550  {0,1,0}     30    1
94    715    77    81  0.138252  {1,1,0}     29    1
48    723    23   149  0.300138  {0,1,0}     32    0
108   739   241   242  0.570928  {0,3,0}     30    1
89    755   210   211  0.300107  {0,3,0}     28    0
118   758    47    64  0.207059  {0,1,0}     39    1
17    759    61    62  0.413410  {1,0,0}     36    1
28    760   231   232  0.209831  {1,1,0}     22    1
115   777   189   190  0.657679  {0,1,0}     34    0
119   804   165   166  0.110792  {0,1,1}     30    1
44    806    56    57  0.478947  {0,1,0}     37    1
95    814    53    55  0.968390  {0,3,0}     30    1
54    818   120   121  0.594119  {0,1,1}     39    0
49    824   142   143  0.488602  {1,1,0}     23    1
90    829   158   159  0.877051  {0,2,0}     35    1
4     840   100   101  0.721062  {0,2,0}     38    0
88    846   134   135  0.709834  {1,1,0}     21    1
105   851   216   217  0.230158  {0,2,0}     30    1
99    865   132   133  0.243332  {0,2,0}     40    1
9     868   106   108  0.428997  {1,1,0}     35    1
11    870   207   208  0.916488  {1,1,0}     29    1
64    873    65    91  0.534365  {0,1,0}     29    1
91    876   160   163  0.869567  {0,3,0}     22    1
30    879     8    33  0.817067  {0,2,0}     37    1
125   884    19    20  0.004334  {0,2,0}     40    1
104   886   106   107  0.865013  {0,2,0}     22    1
102   896    10    11  0.779569  {0,2,0}     30    0
20    897   116   118  0.051976  {0,2,0}     37    0
114   898   176   179  0.554504  {0,0,1}     33    0
96    926   137   138  0.274706  {1,1,0}     21    1
36    928   207   209  0.317002  {0,2,0}     20    0
124   933   142   144  0.085413  {0,0,1}     40    0
72    971   120   154  0.892737  {0,1,0}     37    0
21    985    47    64  0.015403  {0,1,1}     27    0
37    989   140   149  0.490632  {0,1,0}     30    1
39    997    91    92  0.958762  {1,0,0}     24    1
123  1002    25    26  0.297272  {0,2,0}     20    0
35   1002    81    82  0.160379  {1,1,0}     32    1
97   1008   110   113  0.646737  {0,2,0}     22    1
10   1033   134   146  0.702738  {0,2,0}     30    0
74   1038    73    74  0.064867  {0,1,0}     23    0
82   1050     7     8  0.459325  {1,0,0}     20    1
84   1052    51    52  0.953728  {1,1,0}     30    1
87   1059   156   162  0.557113  {0,0,1}     36    1
67   1059    83    85  0.819899  {1,1,0}     27    1
71   1063    96    97  0.396189  {1,1,0}     29    1
43   1064   157   158  0.882184  {0,1,0}     35    1
24   1068   131   132  0.379177  {0,2,0}     26    1
51   1077   147   148  0.035922  {1,0,0}     34    1
6    1088    77    78  0.762185  {0,2,0}     31    1
92   1120   114   115  0.849703  {0,1,0}     40    1
31   1126   222   225  0.326469  {0,1,1}     35    0
109  1136    83    85  0.590368  {0,1,0}     30    1
12   1147   135   136  0.140471  {0,1,0}     21    1
38   1163    77    81  0.765992  {0,2,0}     38    1
70   1166   132   134  0.391086  {0,1,0}     21    1
56   1170   141   142  0.770826  {0,1,0}     21    0
113  1223     0     1  0.194350  {0,1,0}     34    1
75   1228   117   118  0.793054  {0,1,0}     21    1
63   1238    49    56  0.544477  {0,1,0}     23    0
13   1238     3    23  0.226228  {1,1,0}     40    1
77   1252   177   178  0.562067  {0,3,0}     33    0
57   1257    10    41  0.227730  {0,2,0}     35    1
46   1270   210   212  0.993558  {1,1,0}     31    1
32   1290   104   105  0.061334  {1,1,0}     27    1
47   1317   150   151  0.730115  {0,2,0}     27    1
68   1332   165   174  0.628527  {1,3,0}     23    1
100  1337   199   201  0.033219  {0,0,1}     37    0
14   1348    58    59  0.530884  {0,3,0}     40    0
116  1351     9    34  0.539101  {1,1,0}     34    1
65   1354   128   129  0.542515  {0,1,0}     32    0
18   1370    36    37  0.184489  {0,3,0}     40    1
16   1407   158   160  0.203879  {0,1,0}     22    0
117  1417   139   141  0.198846  {0,2,0}     23    1
