map EGL-G1-E
fac 5 10 {0,36,60,32,231}
hosp 2 {0,151}
n_ALS 7 1 {3:36,1:60,3:32}
n_BLS 23 1 {2:0,2:36,4:60,7:32,8:231}
n_CLS 6 0 {1:0,3:36,2:231}
      c_m  head  tail      c_af      c_d  c_tau  c_h
123    18   198   200  0.579251  {0,2,0}     28    1
70     36   139   140  0.136811  {0,2,0}     34    0
121    76   232   233  0.278733  {0,2,0}     34    1
72     99   243   244  0.447243  {1,1,0}     39    1
79    100   101   102  0.219464  {0,2,0}     20    0
103   125    38    40  0.246565  {0,2,0}     22    1
73    128    96   114  0.715693  {0,1,1}     24    1
99    158   231   236  0.167326  {1,1,0}     38    0
120   172   215   216  0.823016  {0,2,0}     37    1
65    180   171   172  0.965144  {1,0,0}     31    1
66    222   144   145  0.847328  {0,1,0}     26    0
9     229   156   162  0.205142  {1,3,0}     29    1
87    241    66    68  0.491620  {0,1,0}     38    1
39    251   157   158  0.650527  {0,0,1}     38    0
31    276   115   122  0.824065  {0,1,0}     30    0
93    414    55    56  0.168515  {1,0,0}     29    1
78    416    60    67  0.128824  {0,2,0}     39    0
52    425    93    94  0.984924  {0,1,0}     35    1
8     450   151   152  0.622831  {0,3,0}     36    1
41    452   120   154  0.664654  {1,0,0}     36    1
50    468    39    40  0.417758  {0,2,0}     34    1
100   489   174   175  0.969258  {0,2,0}     35    1
61    501   202   204  0.065707  {0,2,0}     30    1
89    510   176   180  0.377833  {1,0,0}     36    1
97    517    10    11  0.115599  {1,1,0}     26    1
56    522    12    16  0.223713  {0,0,1}     21    1
62    530   195   196  0.421761  {0,1,1}     28    0
58    530   240   241  0.308749  {0,1,0}     39    1
74    545    59    71  0.239986  {0,2,0}     27    1
55    546   164   165  0.116263  {0,1,0}     38    1
125   549    89    90  0.349326  {0,1,0}     36    0
13    554   212   218  0.092136  {0,1,0}     37    1
102   580    32    34  0.916054  {1,0,0}     21    1
29    612    50    52  0.539394  {0,2,0}     20    1
118   619   232   234  0.640783  {0,1,0}     28    1
108   642   206   207  0.244398  {0,0,1}     24    1
