map EGL-G1-D
fac 5 10 {0,197,154,135,145}
hosp 2 {0,102}
n_ALS 7 1 {2:197,1:135,4:145}
n_BLS 19 1 {2:0,4:197,3:154,8:135,2:145}
n_CLS 6 0 {3:197,2:154,1:135}
      c_m  head  tail      c_af      c_d  c_tau  c_h
73      6   137   138  0.560076  {0,2,0}     38    1
89      9    31    38  0.034953  {0,1,0}     39    0
74     60    13    14  0.029327  {1,2,0}     24    1
93     79    80    81  0.202984  {1,0,0}     27    1
75     85   196   203  0.494482  {0,0,1}     28    1
127   101   223   224  0.111068  {0,3,0}     33    1
51    101   147   148  0.359373  {0,2,0}     31    1
81    132   210   211  0.563545  {0,1,0}     37    1
7     148   177   178  0.049854  {1,0,0}     37    1
12    162   106   107  0.814541  {0,1,0}     40    1
111   208   244   249  0.704333  {1,1,0}     29    1
10    209   124   151  0.156723  {1,1,0}     28    1
47    232    23   149  0.207417  {0,1,1}     24    0
5     271   222   225  0.739623  {0,2,0}     27    1
84    281   110   113  0.162322  {0,0,1}     32    1
109   335   197   198  0.471655  {0,2,0}     29    1
63    360    45    64  0.520418  {0,3,0}     30    1
107   361   175   176  0.004007  {0,2,0}     26    1
115   367   136   137  0.316191  {1,0,0}     32    1
18    371    62    63  0.198901  {0,1,0}     33    1
117   374   104   105  0.296707  {0,3,0}     36    1
57    413   178   183  0.186918  {0,2,0}     30    0
35    416    15    17  0.464071  {1,1,0}     20    1
21    420    57    61  0.171464  {0,0,1}     30    0
106   425    36    37  0.046816  {0,2,0}     40    1
95    482   237   238  0.253620  {0,2,0}     35    1
49    490     8     9  0.612659  {0,0,1}     27    1
100   493    39    72  0.069111  {0,2,0}     31    0
65    502    14    15  0.741963  {0,3,0}     35    1
83    516   162   166  0.395907  {0,2,0}     28    0
98    522    43    44  0.622085  {0,2,0}     35    0
36    523    96    97  0.216698  {0,2,0}     39    1
119   531     3     4  0.954444  {1,0,0}     38    1
11    537    15    17  0.763879  {0,2,0}     31    0
97    572   151   154  0.762336  {0,3,0}     25    1
61    597    78    79  0.264011  {0,1,0}     26    1
40    602     2     3  0.914224  {1,0,0}     34    1
1     614   150   151  0.547455  {0,0,1}     22    1
50    627   149   150  0.441049  {0,3,0}     28    1
64    631   156   162  0.924150  {0,1,1}     29    0
13    641    77    78  0.973777  {0,1,0}     37    1
38    647   202   203  0.947203  {1,0,0}     30    1
82    669    38    40  0.088034  {1,1,0}     33    1
28    669    86    87  0.217462  {0,1,1}     35    0
15    669    61    62  0.993827  {0,2,0}     35    0
34    672    39    72  0.754044  {1,0,0}     31    1
55    678   185   186  0.122390  {1,2,0}     22    1
86    680    54    55  0.599360  {0,1,0}     33    1
42    690   244   248  0.191082  {0,1,0}     40    1
41    692   122   123  0.496883  {0,1,0}     26    1
8     703    90    91  0.157213  {0,0,1}     36    0
0     710    37    74  0.819383  {0,1,0}     39    1
29    718   160   163  0.965194  {1,1,0}     33    1
54    719   244   249  0.768708  {0,1,0}     22    1
58    723    47    48  0.615296  {1,1,0}     25    1
25    737     6     7  0.964619  {1,0,0}     38    1
31    739    68    69  0.069452  {0,1,1}     20    1
112   752   155   161  0.364570  {1,0,0}     38    1
94    768    88    96  0.292861  {0,1,0}     27    1
125   774   160   163  0.287743  {0,1,0}     21    1
108   779   153   156  0.396747  {0,1,1}     31    1
24    779   114   115  0.669938  {1,1,0}     31    1
121   787   104   105  0.795687  {1,2,0}     25    1
32    803   167   175  0.754573  {0,2,0}     36    1
48    820   116   117  0.984569  {0,2,0}     37    1
72    825   244   245  0.181376  {1,0,0}     31    1
16    836    69    78  0.150552  {0,2,0}     23    1
59    843   170   171  0.490531  {0,1,0}     20    1
33    846   144   147  0.340940  {0,1,1}     23    0
124   848   246   247  0.589151  {0,2,0}     35    1
122   855   242   245  0.937320  {0,1,0}     31    0
110   857    28    29  0.384619  {0,1,0}     28    1
27    861     3    23  0.046509  {0,1,0}     40    0
19    864   193   194  0.353764  {0,1,1}     35    0
66    869   103   104  0.807966  {0,1,0}     23    1
52    870    10    41  0.831734  {0,2,0}     31    0
76    894    61    62  0.284430  {1,0,0}     40    1
102   914   134   135  0.015710  {0,3,0}     35    0
116   922    17    22  0.516410  {0,3,0}     30    1
126   930   176   179  0.734209  {1,0,0}     27    1
87    931   237   238  0.732573  {1,1,0}     31    1
20    938   102   103  0.743785  {1,1,0}     30    1
88    950   165   177  0.965912  {0,3,0}     23    1
68    963    50    52  0.497399  {1,1,0}     36    1
71    973   223   224  0.571550  {0,1,0}     23    1
69    975   204   209  0.171176  {0,1,0}     38    1
53    976   179   180  0.000532  {0,0,1}     39    1
43    978    59    71  0.631678  {0,1,0}     36    0
45   1009    88    89  0.056056  {0,3,0}     31    1
14   1010    13    14  0.940820  {1,1,0}     37    1
56   1011    23   229  0.123430  {0,2,0}     26    0
23   1020   129   136  0.775009  {0,3,0}     25    1
46   1024   174   176  0.576754  {1,1,0}     39    1
114  1025   204   209  0.289531  {0,1,1}     38    0
67   1032   122   123  0.796273  {0,1,0}     35    0
123  1043   102   110  0.665436  {0,2,0}     39    1
85   1045   179   180  0.641612  {1,1,0}     23    1
96   1055   210   212  0.870294  {1,0,0}     39    1
118  1059    36    39  0.217679  {1,0,0}     20    1
90   1064    53    54  0.415189  {0,2,0}     22    0
77   1101    70    71  0.302146  {0,2,0}     25    1
120  1103   178   179  0.473790  {0,2,0}     31    0
103  1108   225   248  0.478358  {1,0,0}     35    1
99   1116   158   159  0.654442  {0,2,0}     27    0
105  1125   111   112  0.210066  {0,2,0}     27    1
