map EGL-G1-D
fac 5 10 {0,6,52,160,184}
hosp 2 {0,138}
n_ALS 5 1 {2:52,1:160,2:184}
n_BLS 23 1 {3:0,4:6,4:52,9:160,3:184}
n_CLS 6 0 {2:0,2:6,2:184}
      c_m  head  tail      c_af      c_d  c_tau  c_h
8      17    23   170  0.224462  {0,1,0}     39    1
64     37   107   108  0.685832  {0,2,0}     29    1
24     51    75    77  0.947776  {0,0,1}     30    1
32     71   170   171  0.459107  {1,0,0}     36    1
13     75   103   104  0.082527  {0,2,0}     37    1
44     80    46    47  0.891899  {0,1,0}     37    0
95    102   106   107  0.984431  {1,0,0}     29    1
79    105   171   172  0.611405  {1,1,0}     30    1
16    109    82    83  0.731355  {0,2,0}     39    0
54    162    31    38  0.182511  {0,1,0}     39    0
48    177   176   179  0.045804  {0,2,0}     40    0
125   199    65    92  0.509010  {0,2,0}     25    1
9     232   210   211  0.958506  {0,2,0}     23    0
96    236    14    15  0.213054  {1,1,0}     27    1
45    280   203   210  0.410969  {0,2,0}     23    1
59    372   211   213  0.566024  {0,2,0}     21    1
69    409   104   106  0.610916  {1,0,0}     21    1
74    433   114   115  0.861524  {0,3,0}     39    1
110   453   165   177  0.614840  {1,1,0}     22    1
49    488    48    57  0.037797  {0,2,0}     31    1
76    489   102   103  0.501688  {0,2,0}     33    0
60    491   160   164  0.580451  {1,1,0}     35    1
4     505   120   154  0.231921  {0,2,0}     32    0
89    526    88    89  0.279461  {0,2,0}     38    1
3     534    53    55  0.679639  {0,0,1}     24    0
118   544   185   186  0.544381  {1,0,0}     24    1
51    564    14    15  0.917752  {0,1,0}     36    0
115   565    46    47  0.809590  {1,1,0}     34    1
57    567   178   179  0.051651  {0,3,0}     32    0
46    567    22    24  0.506822  {0,2,0}     20    1
78    597   100   101  0.820432  {0,3,0}     29    1
15    603   210   211  0.415420  {0,2,0}     28    1
112   605     5    23  0.499372  {0,3,0}     34    1
113   623    37    74  0.934671  {0,2,0}     23    1
90    626   131   132  0.394516  {1,1,0}     37    1
71    629    23   229  0.962829  {0,3,0}     26    0
68    631    96   114  0.759387  {0,1,0}     36    1
98    633   163   168  0.281093  {0,2,0}     32    0
29    649   231   232  0.092132  {0,3,0}     21    1
26    661   244   249  0.435710  {0,1,0}     27    1
102   682    96   111  0.422094  {0,1,0}     38    1
28    688    94    95  0.951789  {1,1,0}     39    1
53    691   144   145  0.400448  {1,0,0}     20    1
36    705   128   137  0.956742  {0,1,1}     27    1
1     722   190   191  0.136604  {0,3,0}     33    0
25    727   232   233  0.750267  {0,2,0}     38    0
67    727   246   247  0.359852  {0,2,0}     25    0
87    745    49    50  0.603411  {0,2,0}     32    1
7     746   206   207  0.189229  {0,0,1}     27    0
86    747   222   223  0.454725  {0,1,0}     40    1
30    751   220   222  0.594734  {0,1,0}     23    1
114   758    23    86  0.074981  {1,0,0}     23    1
94    769    51    52  0.913693  {0,1,0}     28    0
18    772     7    30  0.803546  {0,1,0}     37    1
63    773   162   166  0.453056  {1,1,0}     34    1
77    783    81    84  0.272602  {0,3,0}     33    1
116   788   195   196  0.728739  {0,1,0}     24    0
41    791   199   201  0.808264  {0,2,0}     40    1
92    800   203   210  0.045279  {0,2,0}     38    0
65    803    36    39  0.013273  {0,2,0}     31    0
101   812    15    17  0.896285  {0,0,1}     26    1
80    815    48    49  0.886791  {1,3,0}     36    1
97    820    72    73  0.923890  {1,1,0}     31    1
119   820    59    71  0.838848  {0,2,0}     36    1
120   822    88    96  0.408232  {0,2,0}     21    0
5     823   170   171  0.747570  {0,1,0}     22    0
81    831   212   218  0.731470  {1,0,0}     36    1
85    834   156   162  0.350110  {0,2,0}     35    0
11    852   131   132  0.990690  {0,2,0}     21    1
124   855   207   209  0.221821  {0,2,0}     37    1
22    860   115   116  0.013525  {0,1,0}     20    0
122   875    96   114  0.524069  {1,1,0}     25    1
27    875   170   171  0.898545  {0,0,1}     31    0
12    876     4     5  0.057536  {0,3,0}     26    1
23    900    31    38  0.125417  {1,1,0}     39    1
126   905   108   109  0.128334  {1,1,0}     35    1
70    909    12    16  0.048004  {0,1,0}     30    1
109   912    94    95  0.681631  {0,2,0}     25    0
91    930    53    54  0.933899  {0,3,0}     32    1
56    931    12    16  0.880192  {0,2,0}     22    0
21    937    16    17  0.574869  {0,2,0}     38    0
104   938   140   149  0.581860  {0,3,0}     34    0
111   946   146   147  0.991373  {0,3,0}     36    1
37    959    12    16  0.917846  {1,1,0}     35    1
38    960   103   104  0.397005  {1,0,0}     21    1
