map EGL-G2-B
fac 5 10 {0,165,160,179,108}
hosp 2 {0,180}
n_ALS 5 1 {2:0,1:160,2:108}
n_BLS 15 1 {1:0,4:165,6:160,2:179,2:108}
n_CLS 10 0 {2:0,1:165,2:160,2:179,3:108}
      c_m  head  tail      c_af      c_d  c_tau  c_h
76      4   219   220  0.106380  {0,1,0}     32    0
40     44    78    82  0.707747  {0,3,0}     39    1
36     45    32    33  0.925377  {0,3,0}     31    0
106    49   125   126  0.102461  {0,0,1}     38    0
71     58   192   194  0.234039  {0,1,0}     20    1
82    172    42    43  0.094833  {1,1,0}     35    1
56    179   226   229  0.451393  {0,3,0}     21    1
84    206   209   216  0.058580  {0,0,1}     24    0
114   214     5    26  0.408599  {0,0,1}     20    1
63    218   176   177  0.356040  {1,0,0}     38    1
125   329     3    23  0.985151  {0,2,0}     34    1
28    331    47    64  0.275291  {0,2,0}     39    0
3     355   244   253  0.996871  {0,3,0}     38    1
11    385   192   194  0.722397  {0,0,1}     20    1
123   389   125   126  0.789013  {1,2,0}     36    1
110   389     5    26  0.271815  {1,0,0}     29    1
107   393    26    28  0.545061  {1,1,0}     39    1
103   423    36    37  0.960896  {0,2,0}     38    1
97    435    54    58  0.273448  {1,0,0}     21    1
104   463    98   127  0.028769  {0,2,0}     26    1
53    463    67    69  0.734881  {1,0,0}     36    1
78    473    89    97  0.481670  {0,3,0}     40    1
86    479   217   218  0.001527  {1,0,0}     32    1
7     479    60    68  0.246760  {0,2,0}     28    0
37    484   157   163  0.030386  {1,0,0}     33    1
113   499   200   201  0.823400  {0,1,1}     24    1
79    501   205   208  0.925792  {0,2,0}     29    1
58    533   156   157  0.345164  {0,0,1}     27    0
66    535   179   180  0.797831  {0,3,0}     32    1
0     545   140   141  0.932207  {1,3,0}     20    1
4     549   244   253  0.988340  {1,1,0}     27    1
52    562    30    33  0.441337  {0,2,0}     40    1
67    562   233   254  0.827248  {0,3,0}     31    0
38    577   140   142  0.269384  {0,1,0}     38    1
33    584    93    94  0.485429  {1,0,0}     29    1
