map EGL-G2-D
fac 5 10 {0,28,162,71,22}
hosp 2 {0,243}
n_ALS 7 1 {3:0,2:28,2:22}
n_BLS 22 1 {7:0,3:28,3:162,5:71,4:22}
n_CLS 6 0 {1:28,2:162,3:71}
      c_m  head  tail      c_af      c_d  c_tau  c_h
19      4    39    73  0.500968  {1,1,0}     39    1
102    38   246   247  0.412024  {0,1,0}     35    1
56     42    24    25  0.204066  {1,0,0}     37    1
38     86    23    87  0.894487  {0,2,0}     26    1
82     99   196   197  0.190966  {1,0,0}     21    1
76    118    48    57  0.550538  {0,1,1}     22    1
24    129    16    18  0.569186  {0,3,0}     32    0
83    207   129   130  0.154425  {0,2,0}     38    1
107   227     7    30  0.641867  {0,2,0}     29    1
117   264    23    87  0.947458  {1,0,0}     27    1
57    285   109   110  0.546150  {1,1,0}     40    1
61    313    54    58  0.366672  {0,1,0}     20    0
34    328     8     9  0.578132  {0,2,0}     35    1
30    339   135   147  0.950376  {0,0,1}     38    1
27    343   129   130  0.386033  {0,1,0}     29    0
43    347   178   179  0.289490  {0,3,0}     38    0
98    377    36    37  0.112896  {0,2,0}     24    0
23    378    28    29  0.692721  {1,0,0}     24    1
0     397    97   115  0.005099  {0,2,0}     25    0
67    404   206   207  0.159353  {1,0,0}     33    1
109   423   234   239  0.151990  {1,1,0}     27    1
12    430    54    55  0.633018  {1,0,0}     30    1
63    433   174   189  0.527983  {0,0,1}     24    1
54    445   164   169  0.365224  {1,1,0}     26    1
42    466   143   144  0.247900  {0,0,1}     22    0
50    471   139   140  0.172060  {0,1,0}     20    1
25    484    27    28  0.871030  {0,2,0}     27    1
65    507    39    73  0.483902  {1,1,0}     38    1
48    512   191   195  0.067240  {0,1,0}     35    1
113   515   192   193  0.749089  {0,2,0}     21    0
8     516   125   126  0.944060  {0,0,1}     33    1
7     520    45    64  0.766877  {0,1,0}     35    1
29    523   190   192  0.130925  {0,2,0}     20    1
66    566   159   160  0.805350  {0,1,0}     33    1
112   567   141   150  0.051194  {0,3,0}     27    1
78    577   253   254  0.427932  {1,0,0}     35    1
64    583   122   123  0.437441  {0,3,0}     39    1
114   589    50    53  0.064516  {1,0,0}     36    1
84    601   244   245  0.882385  {0,3,0}     40    1
5     602    28    29  0.114521  {0,2,0}     31    0
89    625   193   194  0.794599  {1,0,0}     31    1
106   627    43    45  0.428045  {0,2,0}     36    0
44    634    23   150  0.327081  {0,3,0}     25    1
108   655    25    26  0.538858  {0,1,0}     40    0
103   662    24    25  0.662560  {0,1,0}     22    1
45    674    29    30  0.736003  {1,0,0}     33    1
17    681     5    23  0.732727  {0,1,0}     30    1
37    693    99   100  0.253859  {0,2,0}     33    0
16    700   178   185  0.724646  {0,1,0}     21    1
4     701   226   251  0.290566  {0,0,1}     23    1
20    703    99   131  0.577511  {0,2,0}     20    0
81    718     3    15  0.993624  {1,1,0}     37    1
122   727    69    80  0.202689  {0,2,0}     29    1
60    728    66    92  0.070972  {1,1,0}     37    1
52    729    17    19  0.193530  {0,0,1}     25    0
62    731    36    37  0.526667  {0,3,0}     31    0
110   742    51    52  0.301787  {1,1,0}     24    1
126   746   104   105  0.268929  {0,1,0}     39    0
40    765   245   247  0.953617  {0,1,0}     25    0
18    768    89    90  0.979474  {1,0,0}     37    1
127   772    32    33  0.754674  {0,1,0}     33    0
77    776    91    92  0.331096  {1,0,0}     38    1
124   785   165   166  0.501617  {0,1,0}     29    1
88    793   184   188  0.399472  {0,1,0}     40    1
13    804   216   217  0.131105  {0,2,0}     20    0
68    810    24    25  0.374715  {1,1,0}     33    1
31    813    50    51  0.026770  {0,1,0}     22    1
1     814   128   129  0.103562  {0,2,0}     29    1
15    825     8    33  0.704241  {1,1,0}     37    1
26    839   211   212  0.516815  {0,1,0}     37    1
9     849    47    48  0.809253  {0,3,0}     38    1
74    850    53    54  0.918854  {1,0,0}     40    1
93    856   210   211  0.618728  {0,1,1}     38    1
41    860     5     6  0.885781  {0,1,0}     39    1
70    872   227   231  0.116877  {0,2,0}     38    0
6     890    95    96  0.151922  {0,1,1}     34    0
22    910   212   213  0.504258  {0,3,0}     35    0
59    920    34    41  0.643839  {1,1,0}     24    1
99    922    23   150  0.222017  {1,0,0}     34    1
3     924   151   153  0.045997  {1,1,0}     22    1
79    932    32    33  0.754387  {0,1,0}     31    0
71    950   178   179  0.945577  {0,2,0}     24    1
97    955    22    24  0.990801  {0,1,0}     34    1
11    985    92    93  0.683910  {1,1,0}     28    1
104   986    47    48  0.899246  {0,2,0}     33    0
53    989   120   170  0.093923  {0,2,0}     31    0
96   1004    78    82  0.198107  {1,0,0}     28    1
2    1006   205   208  0.508387  {1,1,0}     25    1
69   1006   136   137  0.923152  {1,1,0}     30    1
36   1007   105   107  0.006695  {1,3,0}     29    1
101  1007   217   218  0.529582  {0,3,0}     20    1
120  1008    65    66  0.624516  {0,1,1}     23    1
58   1037   200   201  0.090953  {0,0,1}     26    0
105  1038    80    81  0.233547  {1,1,0}     23    1
55   1044     3    15  0.452625  {1,0,0}     36    1
90   1049   210   211  0.779962  {0,1,0}     36    0
28   1057    23   237  0.665489  {1,0,0}     37    1
111  1061    84    86  0.200864  {0,2,0}     21    0
100  1088     3     4  0.734449  {1,0,0}     20    1
80   1092    36    37  0.359947  {1,1,0}     21    1
91   1095   154   158  0.193147  {0,0,1}     31    1
94   1095   192   193  0.227438  {0,2,0}     35    1
21   1104   116   117  0.690067  {0,2,0}     36    1
121  1117   132   133  0.784635  {0,1,1}     25    1
51   1120   227   233  0.674159  {0,3,0}     38    1
