map EGL-G1-B
fac 5 10 {0,151,135,210,193}
hosp 3 {0,72,34}
n_ALS 8 1 {3:0,3:135,2:193}
n_BLS 18 1 {3:0,3:151,5:135,1:210,6:193}
n_CLS 8 0 {3:0,1:151,2:135,1:210,1:193}
      c_m  head  tail      c_af      c_d  c_tau  c_h
39     29     7     8  0.725476  {0,2,0}     24    1
40     74   207   208  0.377711  {1,0,0}     24    0
103   144    89    91  0.583722  {0,1,0}     38    0
100   148    48    49  0.763442  {1,0,0}     36    1
47    171   210   212  0.437019  {0,1,0}     22    0
125   193    95    97  0.140384  {0,1,0}     38    1
97    314     6     7  0.403727  {1,0,0}     20    1
14    348    93    94  0.718715  {1,0,0}     38    1
104   379   166   167  0.238980  {0,3,0}     21    1
2     380    81    84  0.706105  {0,1,0}     23    0
93    387   100   111  0.650066  {1,1,0}     20    1
91    422   160   164  0.962554  {0,0,1}     37    1
13    426   219   221  0.243023  {1,0,0}     24    1
35    431    83    85  0.605987  {0,3,0}     26    1
16    441    36    38  0.876740  {0,0,1}     21    1
120   457   237   238  0.718166  {0,2,0}     34    0
41    460    75    76  0.993792  {1,0,0}     31    1
17    461    84   100  0.130395  {0,1,0}     39    1
46    463    71    72  0.444998  {0,2,0}     20    0
20    495   163   164  0.508684  {0,2,0}     27    1
96    517   165   177  0.184293  {0,1,0}     33    0
1     518     7     8  0.516311  {0,0,1}     30    1
84    518    96    97  0.469754  {0,2,0}     27    0
37    525   134   146  0.307748  {1,1,0}     29    1
42    530   152   153  0.505147  {1,1,0}     35    1
82    552   160   164  0.852534  {0,1,0}     20    0
106   556   105   117  0.091213  {0,1,0}     34    0
123   567   213   214  0.612539  {0,1,0}     37    1
68    590    58    59  0.885841  {1,0,0}     36    1
58    604   174   176  0.975877  {0,3,0}     26    1
3     612    43    44  0.752921  {0,1,0}     20    0
57    625   104   106  0.971593  {1,1,0}     35    1
30    629    29    30  0.118480  {0,1,0}     27    1
50    634   124   125  0.368373  {0,3,0}     21    1
54    637   128   137  0.631513  {0,2,0}     32    0
121   668   137   138  0.829567  {0,1,0}     25    1
48    683   212   243  0.157385  {0,1,0}     36    0
70    688     0     1  0.044500  {1,1,0}     37    1
117   690   212   218  0.468537  {0,2,0}     37    1
76    696    69    78  0.336288  {0,1,1}     20    0
24    708   121   123  0.359811  {0,1,0}     30    0
69    710    29    31  0.872196  {1,2,0}     37    1
83    715     2    14  0.530042  {0,2,0}     24    1
87    721   232   234  0.741458  {1,1,0}     31    1
71    722   100   111  0.456676  {0,1,0}     30    1
102   726     5    26  0.605063  {0,1,0}     20    1
28    734   154   155  0.894014  {0,2,0}     22    1
22    737     0     1  0.463376  {0,2,0}     25    1
5     741   184   185  0.223460  {0,3,0}     38    1
122   771   106   108  0.403720  {1,1,0}     28    1
29    787   125   126  0.749994  {0,1,0}     35    0
32    797   202   204  0.892144  {0,3,0}     38    1
63    808   179   180  0.537699  {1,0,0}     36    1
124   809   130   131  0.493367  {0,3,0}     36    0
85    810   119   161  0.275910  {0,2,0}     37    0
23    815    16    18  0.582101  {0,1,0}     27    1
113   817   213   214  0.278631  {0,2,0}     20    1
0     823   151   152  0.941179  {0,2,0}     34    1
78    824   241   242  0.205015  {0,2,0}     32    1
21    824   134   135  0.660139  {0,2,0}     36    0
66    827   120   154  0.393295  {0,1,0}     35    1
89    837    32    34  0.196428  {1,2,0}     38    1
56    842    79    80  0.096231  {0,3,0}     27    0
9     846   165   166  0.104076  {0,1,0}     27    0
52    858   141   142  0.306593  {1,1,0}     23    1
53    862   121   123  0.196532  {0,2,0}     36    1
88    868    31    32  0.540239  {1,1,0}     36    1
6     879   204   209  0.412955  {1,3,0}     28    1
8     880   176   180  0.453760  {0,1,0}     28    1
73    888    50    51  0.534053  {0,2,0}     37    1
115   897   175   176  0.152858  {0,2,0}     37    1
95    899    77    78  0.061894  {0,1,0}     24    1
110   907   167   175  0.952256  {0,2,0}     26    1
81    911     4     5  0.371046  {0,1,1}     20    1
4     941   163   164  0.694349  {0,1,0}     20    0
62    945   128   137  0.763418  {0,2,0}     23    1
79    945    53    55  0.561767  {1,1,0}     36    1
126   946    29    30  0.810177  {0,2,0}     25    1
67    949    81    82  0.192150  {0,1,0}     37    0
65    956   164   165  0.101141  {0,0,1}     35    0
77    960   156   160  0.888339  {0,1,0}     22    0
127   974    86    87  0.245647  {0,1,0}     26    1
86    976   226   227  0.657862  {0,1,0}     34    1
19    978   171   172  0.318981  {0,2,0}     31    1
55    978   112   114  0.638727  {0,0,1}     22    1
25    983   142   143  0.597175  {0,1,0}     27    1
12    990    84   100  0.839271  {0,3,0}     35    1
94   1008   228   230  0.609353  {0,3,0}     27    0
44   1016    51    52  0.917880  {1,0,0}     25    1
119  1049    10    41  0.914190  {0,1,0}     31    1
61   1054    98   130  0.797735  {0,2,0}     24    1
7    1055    16    17  0.761319  {0,1,1}     38    1
105  1061    17    19  0.087224  {1,1,0}     22    1
15   1066   242   243  0.382345  {0,1,0}     24    1
11   1075   127   138  0.001504  {0,1,0}     31    1
118  1078   103   113  0.584061  {1,0,0}     31    1
59   1081    17    19  0.782629  {0,1,0}     31    0
33   1091   176   179  0.849671  {0,3,0}     24    0
64   1121   219   220  0.170112  {1,1,0}     26    1
108  1125   140   149  0.952198  {1,0,0}     31    1
90   1132    69    78  0.515664  {0,2,0}     40    0
49   1134   132   134  0.917553  {0,2,0}     20    0
101  1144    98   130  0.380576  {0,1,1}     39    1
116  1144   104   105  0.249881  {0,3,0}     24    1
43   1146    31    32  0.949408  {0,2,0}     29    0
38   1153    68    69  0.557648  {0,0,1}     34    1
98   1167    13    14  0.746110  {0,2,0}     34    1
114  1169   215   216  0.039105  {1,1,0}     34    1
109  1184    39    40  0.589076  {0,2,0}     35    1
111  1189    36    38  0.838333  {0,2,0}     22    0
26   1212   111   112  0.796288  {0,3,0}     33    1
31   1226   141   142  0.846155  {0,2,0}     40    1
51   1235   134   135  0.293111  {0,0,1}     26    1
18   1243   240   242  0.037458  {0,3,0}     33    0
99   1247   110   113  0.454359  {0,2,0}     33    1
36   1253   170   171  0.218483  {0,2,0}     39    1
75   1274   153   157  0.510285  {0,0,1}     40    1
92   1280   127   138  0.357148  {1,1,0}     36    1
34   1283   242   245  0.907037  {0,1,0}     37    0
45   1317    41    51  0.361429  {1,0,0}     32    1
112  1323   197   198  0.914503  {1,1,0}     22    1
10   1337    84   100  0.917183  {0,0,1}     27    1
80   1337   226   227  0.897838  {0,2,0}     35    1
