map EGL-G2-B
fac 5 10 {0,121,12,133,212}
hosp 3 {0,41,17}
n_ALS 5 1 {2:0,1:121,1:12,1:212}
n_BLS 20 1 {5:0,8:121,1:12,4:133,2:212}
n_CLS 10 0 {1:0,1:121,3:12,1:133,4:212}
      c_m  head  tail      c_af      c_d  c_tau  c_h
13     19     5    26  0.919268  {1,0,0}     30    1
76     27   143   145  0.711686  {0,1,0}     21    1
93     46   251   254  0.048028  {1,0,0}     38    1
43     78    16    18  0.354842  {0,1,0}     34    0
22     78    23   237  0.791586  {1,0,0}     27    1
82     85   217   219  0.307144  {0,1,1}     25    0
122   119    51    52  0.804409  {0,2,0}     20    1
94    132   165   166  0.932121  {1,1,0}     35    1
19    146    68    69  0.950385  {0,3,0}     31    1
31    171    38    40  0.582048  {0,1,0}     34    1
2     185   213   214  0.315395  {0,2,0}     21    1
69    197    69    80  0.762955  {0,2,0}     24    1
50    200    93    94  0.164119  {0,1,0}     25    1
7     203    36    39  0.483711  {1,0,0}     32    0
63    258   192   193  0.701700  {0,2,0}     22    1
112   275    36    38  0.595984  {0,2,0}     31    1
10    283   121   155  0.282598  {0,1,0}     33    0
34    301   166   178  0.845440  {0,3,0}     38    0
8     319    41    51  0.082134  {1,0,0}     36    1
87    351    99   131  0.186106  {1,1,0}     36    1
18    388    74    76  0.454402  {0,1,1}     36    1
37    402    53    54  0.198016  {0,2,0}     20    0
78    402    93    94  0.925521  {0,2,0}     38    1
56    405    56    57  0.784949  {0,0,1}     24    1
74    427   120   162  0.776399  {1,1,0}     24    1
115   438   108   109  0.716849  {0,2,0}     40    1
110   448    55    56  0.691454  {1,1,0}     23    1
46    469    43    46  0.953401  {0,2,0}     36    1
38    474    91    92  0.448126  {0,1,0}     39    0
5     482   137   138  0.402080  {0,1,0}     26    0
91    500   126   127  0.802197  {0,2,0}     36    0
127   509   170   174  0.561559  {0,1,0}     29    1
117   520   227   231  0.744828  {0,3,0}     20    0
97    526   190   191  0.462488  {0,1,0}     30    1
6     583    29    30  0.441144  {0,2,0}     33    1
25    586   155   156  0.183310  {0,1,0}     22    1
75    591    62    63  0.394683  {0,1,0}     24    1
98    594   103   104  0.744687  {0,1,1}     40    0
35    608    36    38  0.827394  {0,1,1}     20    1
58    625   196   197  0.032006  {0,2,0}     35    0
30    627   170   174  0.627645  {0,3,0}     27    1
20    639   228   230  0.475774  {1,0,0}     30    1
0     641     5     6  0.719359  {1,0,0}     29    0
48    643    84    85  0.600275  {0,1,0}     34    0
32    654   156   157  0.727457  {0,2,0}     31    0
99    658    63    65  0.120428  {0,1,0}     31    0
83    660    67    68  0.691515  {0,1,0}     33    1
125   661   245   247  0.913646  {0,0,1}     36    0
54    674   127   128  0.581875  {0,1,0}     21    0
59    677   175   177  0.001012  {1,1,0}     36    0
71    698   139   140  0.031717  {1,0,0}     29    1
47    701   138   139  0.386025  {0,1,0}     27    1
51    706   227   229  0.882246  {0,3,0}     22    1
67    716   219   223  0.480764  {1,1,0}     35    0
119   717    67    68  0.649090  {0,3,0}     21    1
60    719     5    26  0.926602  {1,1,0}     20    1
33    726   216   218  0.058554  {1,3,0}     29    1
92    733     4    22  0.597563  {0,2,0}     31    1
24    737   243   245  0.980084  {0,0,1}     20    0
68    750   228   230  0.498218  {0,1,0}     26    0
79    755   252   253  0.086407  {0,3,0}     22    0
15    768    54    58  0.099194  {1,1,0}     33    1
108   768   180   181  0.721193  {0,1,0}     30    1
107   771    43    44  0.228804  {1,1,0}     23    1
40    778    81    89  0.149834  {0,1,1}     36    1
96    783    47    64  0.403369  {0,2,0}     26    0
64    791    69    80  0.748993  {0,3,0}     40    1
