map EGL-G1-E
fac 5 10 {0,197,81,39,156}
hosp 1 {0}
n_ALS 6 1 {1:197,3:39,2:156}
n_BLS 21 1 {5:0,2:197,5:81,4:39,5:156}
n_CLS 8 0 {2:197,4:81,1:39,1:156}
      c_m  head  tail      c_af      c_d  c_tau  c_h
101     8   112   114  0.562341  {0,2,0}     27    0
50     29    39    52  0.429682  {0,3,0}     31    0
117   180   130   131  0.772139  {1,0,0}     24    1
100   260   213   216  0.373961  {0,1,0}     34    0
93    297    27    30  0.369066  {1,0,0}     27    1
64    299    88    89  0.106209  {0,2,0}     26    1
15    313   202   204  0.988234  {1,1,0}     35    1
0     320   126   127  0.251163  {0,1,0}     36    1
111   365   232   233  0.207275  {0,2,0}     30    0
26    370   164   165  0.349815  {0,3,0}     36    1
74    374     5    26  0.503198  {0,2,0}     31    0
23    375   211   213  0.768622  {0,3,0}     21    0
89    394   126   127  0.757373  {0,1,0}     39    0
58    402   178   183  0.527374  {1,0,0}     31    1
72    403   108   109  0.365667  {0,1,0}     39    0
119   422   211   213  0.180071  {1,1,0}     37    1
79    425    50    52  0.914436  {0,2,0}     29    1
46    442    37    74  0.939517  {0,2,0}     20    1
22    442    31    32  0.382122  {1,1,0}     22    1
106   443    17    19  0.175317  {0,1,0}     24    0
6     466   206   207  0.205245  {0,2,0}     25    1
70    478   238   239  0.821878  {0,1,0}     25    0
61    488   162   167  0.408650  {1,1,0}     38    1
13    494    70    71  0.481557  {0,2,0}     40    0
66    499    12    16  0.947594  {0,2,0}     36    0
51    525   144   147  0.580625  {0,2,0}     28    1
43    529    38    40  0.587587  {0,2,0}     35    0
20    533   171   172  0.873229  {0,1,0}     21    0
102   535   225   248  0.359910  {0,1,0}     23    0
123   563   128   129  0.468423  {0,3,0}     28    1
110   568   116   120  0.664962  {0,2,0}     25    1
86    570    49    50  0.935723  {0,1,0}     40    0
56    570    82    83  0.126668  {0,1,0}     39    0
99    575   156   160  0.678511  {1,0,0}     32    1
24    580   216   217  0.573436  {1,1,0}     22    1
80    585   232   234  0.389445  {0,2,0}     30    1
12    612    41    51  0.886641  {0,1,0}     23    0
8     612   222   225  0.389729  {0,2,0}     29    1
103   646    39    52  0.998710  {0,2,0}     36    0
83    651   202   204  0.253597  {1,0,0}     28    1
2     675   174   176  0.731067  {0,1,1}     31    1
63    679    31    32  0.396041  {0,3,0}     30    1
9     686   127   128  0.078635  {0,2,0}     30    1
109   699   237   240  0.060852  {1,1,0}     38    1
69    701    67    68  0.198125  {1,0,0}     29    1
95    713   120   121  0.155818  {1,0,0}     40    1
87    725    46    47  0.166712  {1,2,0}     20    1
54    732    25    26  0.274280  {0,1,0}     34    1
25    732     0     1  0.625290  {0,2,0}     35    1
37    734   199   202  0.751722  {1,0,0}     24    1
33    763   104   106  0.660361  {1,1,0}     20    0
77    766   105   107  0.183361  {0,1,0}     35    0
17    769   244   249  0.090401  {0,2,0}     39    1
45    772    97   126  0.207033  {0,1,0}     37    0
73    774    67    68  0.140182  {1,1,0}     29    1
96    811     7    30  0.416354  {0,3,0}     31    0
120   816   101   110  0.364903  {0,3,0}     27    0
5     818    65    92  0.735827  {0,1,0}     22    0
32    825    43    45  0.336726  {0,1,0}     37    0
59    830    23   229  0.066665  {1,0,0}     20    1
125   847   161   162  0.634061  {0,2,0}     22    1
57    852    70    71  0.396709  {0,3,0}     35    0
34    855    18    19  0.290397  {0,1,0}     30    0
105   860    81    82  0.145704  {1,1,0}     26    1
91    865    32    33  0.293921  {0,2,0}     35    1
115   867   156   160  0.998940  {1,0,0}     39    1
98    873    35    36  0.600837  {0,1,0}     24    1
44    877    35    36  0.987270  {0,1,0}     21    0
122   880    28    29  0.446636  {0,3,0}     40    0
75    895    81    84  0.977406  {1,0,0}     34    1
31    913    10    41  0.640988  {1,0,0}     36    1
47    925   210   212  0.259203  {1,0,0}     40    1
78    931   203   210  0.905715  {0,3,0}     20    1
94    933    41    51  0.163966  {0,1,0}     22    1
84    934    83    85  0.985345  {1,0,0}     22    1
48    942     4    22  0.590131  {1,0,0}     40    1
88    950   177   178  0.547622  {1,1,0}     40    1
55    957    13    14  0.052259  {0,3,0}     28    0
7     957    25    26  0.946100  {0,1,0}     29    1
40    958    60    67  0.221608  {1,1,0}     36    1
108   960   197   198  0.671445  {0,1,0}     28    0
127   972   185   192  0.447945  {1,1,0}     20    1
39    977    97   126  0.736490  {0,0,1}     32    1
42    983   103   104  0.254930  {1,0,0}     27    1
118   984    50    52  0.160715  {1,0,0}     34    1
107   995   112   114  0.000718  {1,0,0}     25    1
114  1002   222   225  0.314098  {0,3,0}     23    1
97   1006   185   186  0.567562  {0,1,1}     33    1
67   1008    41    51  0.418036  {0,3,0}     25    1
4    1012   215   216  0.186855  {0,1,0}     32    1
90   1022   169   170  0.996239  {1,0,0}     21    1
3    1022    62    63  0.945849  {0,2,0}     28    0
30   1023    58    59  0.727635  {1,0,0}     27    1
35   1025   101   110  0.684659  {0,2,0}     20    1
