map EGL-G1-D
fac 5 10 {0,111,107,85,133}
hosp 2 {0,26}
n_ALS 6 1 {1:0,4:107,1:85}
n_BLS 19 1 {3:0,3:111,3:107,7:85,3:133}
n_CLS 7 0 {2:0,2:111,1:107,2:85}
      c_m  head  tail      c_af      c_d  c_tau  c_h
40     31    60    67  0.673934  {0,3,0}     21    1
62     42   155   156  0.152110  {0,2,0}     37    1
18     56   146   147  0.235804  {0,2,0}     28    0
97     81    45    64  0.504185  {0,1,1}     20    1
50     83     3     4  0.706944  {1,1,0}     28    1
127   108   115   122  0.989326  {0,2,0}     39    0
76    149   202   203  0.782892  {0,3,0}     35    1
79    164   241   242  0.016885  {1,0,0}     26    1
41    187   202   204  0.335667  {1,1,0}     20    1
47    219    24    26  0.678286  {0,1,0}     21    1
103   307    86    87  0.437549  {0,1,0}     21    1
3     357   175   176  0.145926  {1,0,0}     28    1
59    391   231   232  0.571548  {0,2,0}     35    1
53    403   105   107  0.020146  {1,1,0}     39    1
38    440   178   183  0.182490  {0,3,0}     20    1
78    465    70    72  0.885444  {0,1,0}     29    1
118   470   229   230  0.347338  {0,1,0}     37    0
8     490    61    62  0.289659  {0,2,0}     35    1
72    504    90    95  0.232929  {0,1,1}     38    0
16    517   134   135  0.685145  {1,0,0}     34    1
70    531   177   178  0.336490  {0,1,0}     32    1
116   538   144   147  0.855821  {0,3,0}     20    1
23    543   144   147  0.912407  {0,1,1}     40    0
29    545   191   193  0.816674  {0,1,0}     30    1
20    548    27    28  0.196751  {0,2,0}     21    1
69    551   154   155  0.936602  {1,1,0}     26    1
13    589   134   135  0.124641  {0,1,0}     22    0
111   601    35    36  0.212150  {0,3,0}     25    0
27    606    69    78  0.708407  {0,1,0}     25    1
93    612    23   170  0.376615  {0,0,1}     30    1
120   616    43    45  0.001789  {1,3,0}     20    1
51    625    96   114  0.201339  {0,2,0}     20    1
33    636   105   107  0.133832  {0,2,0}     37    1
74    674   150   152  0.490994  {0,0,1}     28    1
68    678    15    17  0.059919  {0,1,0}     33    1
84    684   219   220  0.838568  {0,2,0}     38    1
35    685   185   186  0.106916  {0,1,0}     31    0
60    697   156   160  0.480968  {0,1,0}     20    1
34    697    65    92  0.528741  {0,1,0}     20    1
54    713    14    15  0.246593  {0,3,0}     25    1
14    716   193   194  0.118485  {0,1,0}     32    1
82    737     7    30  0.617210  {1,0,0}     27    1
12    737   102   103  0.587201  {0,2,0}     39    0
49    755   132   134  0.651298  {1,1,0}     24    1
66    757    23   149  0.748325  {0,1,0}     40    0
117   758   242   245  0.603883  {0,3,0}     35    1
64    758   191   193  0.857134  {0,3,0}     32    1
57    762   194   195  0.793173  {0,1,0}     24    0
37    799   146   147  0.337140  {0,1,1}     23    1
110   803   129   136  0.317283  {0,1,0}     28    1
81    805    77    81  0.653347  {1,0,0}     25    1
75    805    53    54  0.010312  {0,1,1}     20    1
90    808    71    72  0.622370  {1,1,0}     22    1
107   839   119   169  0.176479  {1,1,0}     22    1
109   839   102   103  0.840838  {1,1,0}     22    1
115   848    89    91  0.869554  {0,2,0}     40    1
5     848    83    84  0.460182  {0,3,0}     37    1
67    849    98   130  0.855143  {0,2,0}     39    1
88    860   127   138  0.109491  {0,2,0}     22    0
105   864    75    77  0.241362  {1,0,0}     38    1
73    867   142   143  0.926552  {0,1,0}     32    1
63    877   123   124  0.061208  {1,0,0}     26    1
122   878   196   203  0.115062  {1,1,0}     38    1
123   900    61    62  0.512005  {1,1,0}     39    1
19    913   138   139  0.922289  {1,1,0}     38    1
100   914    14    15  0.695456  {0,2,0}     31    1
7     930   129   130  0.946573  {0,2,0}     22    0
31    930    84   100  0.925071  {0,3,0}     24    1
44    931    86    87  0.727804  {0,1,0}     32    1
124   941   190   192  0.680229  {0,2,0}     20    1
104   956   244   248  0.837680  {0,2,0}     39    0
121   960   169   173  0.134003  {1,1,0}     32    1
30    966   194   195  0.305654  {1,0,0}     30    1
58    994    19    20  0.553448  {0,1,0}     37    0
1     999   127   128  0.355385  {0,1,0}     32    1
96   1003   169   170  0.695968  {1,0,0}     38    0
80   1020    23    86  0.030137  {0,2,0}     20    0
101  1031    29    31  0.086081  {0,2,0}     32    1
21   1037   160   164  0.178098  {1,0,0}     32    1
0    1039   142   144  0.383742  {0,2,0}     32    1
87   1041   184   185  0.266051  {0,1,0}     36    1
36   1044    78    79  0.436420  {1,0,0}     26    1
25   1044    14    15  0.491782  {1,1,0}     40    1
17   1045   222   225  0.036509  {0,0,1}     24    0
26   1050   102   110  0.054174  {1,0,0}     40    1
91   1055   184   185  0.590912  {0,2,0}     24    1
46   1058    49    50  0.438375  {0,2,0}     37    0
65   1060    45    64  0.354937  {0,0,1}     23    1
92   1063   118   119  0.708145  {1,1,0}     24    1
108  1073    69    70  0.626395  {0,3,0}     34    1
42   1074   152   153  0.865534  {1,0,0}     20    1
99   1097   211   212  0.963515  {1,0,0}     38    1
113  1102   120   154  0.968360  {1,1,0}     25    1
10   1138    36    39  0.358033  {0,1,0}     36    0
114  1139    10    11  0.486431  {0,1,0}     20    1
102  1146    19    25  0.061046  {0,1,0}     36    0
125  1148   174   176  0.520077  {1,0,0}     33    1
71   1152   135   145  0.501934  {0,2,0}     33    1
