map EGL-G2-D
fac 5 10 {0,165,73,143,163}
hosp 3 {0,26,200}
n_ALS 6 1 {1:165,3:73,1:143,1:163}
n_BLS 18 1 {1:0,1:165,2:73,9:143,5:163}
n_CLS 5 0 {1:0,2:73,2:163}
      c_m  head  tail      c_af      c_d  c_tau  c_h
32     15    63    64  0.154471  {0,0,1}     26    0
6      18    12    13  0.170394  {1,0,0}     32    1
89     28   194   242  0.235416  {0,2,0}     31    1
71     34    91    96  0.594501  {0,1,0}     33    0
127   153   151   152  0.948184  {0,3,0}     40    1
39    185   159   160  0.847450  {0,2,0}     39    1
41    264     1    12  0.675302  {0,1,0}     35    1
82    273   206   207  0.967553  {0,2,0}     33    0
52    294    84    85  0.332076  {0,2,0}     23    1
30    329   221   222  0.748984  {0,1,1}     21    1
122   341   151   152  0.225866  {0,2,0}     28    0
2     370   201   202  0.422701  {0,2,0}     21    1
100   376   212   213  0.601785  {0,1,0}     37    0
98    376   136   146  0.526736  {1,0,0}     32    1
22    399    76    77  0.068529  {0,3,0}     22    1
43    422    51    52  0.566018  {0,2,0}     35    0
91    433   128   139  0.682656  {0,3,0}     37    1
61    445    43    44  0.148756  {0,1,1}     34    1
116   462   125   152  0.104502  {1,0,0}     20    1
110   472   101   102  0.852808  {1,0,0}     22    1
74    474   190   191  0.612870  {0,1,0}     25    1
66    484   242   243  0.345187  {1,0,0}     36    1
84    496    28    29  0.467339  {0,2,0}     27    1
25    506   162   163  0.767346  {0,1,0}     26    1
40    533     5     6  0.056558  {0,1,1}     36    0
57    539    42    43  0.056605  {0,1,0}     25    1
119   541    45    64  0.596454  {0,3,0}     37    0
92    559   145   148  0.046374  {0,3,0}     29    0
96    564   170   171  0.505164  {0,3,0}     28    0
126   591   126   150  0.174466  {0,2,0}     21    0
0     600    84    86  0.605360  {0,1,0}     37    1
26    608    50    53  0.671801  {0,2,0}     37    1
108   612    50    53  0.510973  {0,1,0}     36    1
50    614    45    64  0.911435  {0,3,0}     34    0
51    621    76    77  0.020645  {0,0,1}     35    1
63    626   250   251  0.270279  {1,1,0}     22    1
27    633   245   247  0.837613  {0,3,0}     23    0
29    641    61    65  0.370791  {0,1,0}     32    0
48    650   253   254  0.896140  {0,1,0}     20    0
3     656   154   157  0.745981  {0,2,0}     32    0
21    661    57    61  0.924353  {0,1,0}     38    1
35    665   139   140  0.301180  {0,1,1}     39    1
12    680     2    14  0.445724  {0,0,1}     29    1
125   686   178   185  0.079692  {0,3,0}     29    1
45    686   236   238  0.598841  {1,1,0}     24    1
42    687   161   165  0.754492  {0,3,0}     34    1
49    689   208   209  0.268743  {0,2,0}     24    1
31    692    66    67  0.704145  {0,1,0}     21    0
109   707    37    75  0.846404  {0,1,0}     28    1
97    708    95    96  0.923303  {0,2,0}     38    1
106   713    43    45  0.977204  {1,0,0}     33    1
95    719    63    65  0.158192  {0,1,1}     35    1
118   720   217   218  0.992634  {1,0,0}     23    1
37    721    39    40  0.529686  {0,2,0}     23    1
4     729    48    49  0.506745  {0,2,0}     27    1
77    733   217   218  0.611258  {0,2,0}     34    1
88    746    17    19  0.496404  {1,1,0}     31    1
15    753   135   136  0.236200  {0,1,1}     33    0
94    762   166   175  0.127403  {0,2,0}     40    1
64    786   113   114  0.615719  {1,1,0}     28    1
9     786    39    52  0.734616  {0,2,0}     38    1
75    788    47    48  0.925701  {1,0,0}     30    1
107   790    63    64  0.179447  {0,2,0}     20    1
111   804    51    52  0.801797  {0,3,0}     34    1
