map EGL-G2-E
fac 5 10 {0,12,242,143,175}
hosp 1 {0}
n_ALS 5 1 {2:0,2:143,1:175}
n_BLS 25 1 {4:0,8:12,1:242,4:143,8:175}
n_CLS 9 0 {1:0,2:12,2:242,3:143,1:175}
      c_m  head  tail      c_af      c_d  c_tau  c_h
11      4    66    67  0.670746  {0,3,0}     38    1
100    22    43    44  0.943351  {0,1,0}     39    1
108    43   125   126  0.589524  {0,0,1}     20    1
101    49   135   147  0.356904  {0,1,0}     29    0
95     56    24    26  0.853718  {0,0,1}     31    1
54     57    70    79  0.737302  {0,3,0}     32    1
45     74   231   232  0.543692  {1,1,0}     35    1
57     92   117   121  0.221925  {0,2,0}     24    1
98    108    82    83  0.198986  {0,2,0}     28    1
58    116   108   109  0.631764  {0,1,0}     31    0
87    135    11    42  0.663387  {1,0,0}     23    1
51    157   101   112  0.633071  {0,1,0}     21    0
48    160    48    49  0.716442  {0,2,0}     28    1
31    194    60    68  0.943602  {1,1,0}     20    1
50    206    50    52  0.416926  {1,2,0}     21    1
23    210   196   197  0.897510  {0,1,0}     39    1
5     212   180   181  0.004591  {0,1,0}     20    0
123   237   118   119  0.918196  {1,1,0}     36    1
99    238    81    82  0.563148  {1,0,0}     26    1
105   247    71    72  0.684534  {0,3,0}     25    1
82    256   185   186  0.931434  {0,1,0}     29    1
40    259   166   167  0.402983  {1,0,0}     20    1
79    268   245   246  0.647176  {0,1,0}     23    0
53    302    20    21  0.405791  {0,1,0}     29    0
113   304   126   150  0.870894  {0,2,0}     35    0
73    421     3    23  0.893345  {1,0,0}     36    1
8     445    59    72  0.359630  {0,1,0}     30    1
81    461   227   229  0.442019  {0,0,1}     28    1
14    472    99   100  0.440724  {0,1,0}     32    0
119   504   121   155  0.576849  {0,3,0}     36    0
116   513   132   133  0.770630  {1,1,0}     25    1
21    521   142   143  0.319529  {1,1,0}     26    1
96    526     7     8  0.786988  {1,0,0}     36    1
88    530    92    93  0.844630  {0,2,0}     40    0
110   549   223   224  0.194744  {0,1,0}     35    1
16    576    89    90  0.944683  {0,3,0}     31    1
76    576    19    20  0.155364  {0,2,0}     37    0
114   577     7    30  0.368863  {0,1,0}     39    0
7     579    29    30  0.017363  {0,1,1}     21    1
112   583   178   179  0.571434  {0,3,0}     20    1
39    599    29    31  0.486563  {0,1,1}     35    1
109   599   179   184  0.753836  {0,0,1}     29    0
29    604    71    73  0.630712  {1,1,0}     35    1
20    606    66    93  0.506239  {0,3,0}     28    1
125   609     7     8  0.162344  {0,1,0}     24    0
25    623   116   117  0.894591  {0,0,1}     38    0
68    623    67    69  0.134796  {0,1,0}     29    1
47    626   218   250  0.431532  {0,1,0}     32    1
46    639   200   201  0.950051  {0,3,0}     21    0
66    640   131   132  0.603872  {0,0,1}     36    1
127   640     8     9  0.915511  {1,0,0}     30    1
63    663   101   112  0.066684  {0,1,0}     20    1
75    670    94    95  0.355932  {1,1,0}     26    1
55    676   215   221  0.653018  {0,0,1}     38    1
42    678    90    92  0.186983  {1,0,0}     23    1
103   680   249   252  0.106153  {0,2,0}     31    0
126   686   115   116  0.244432  {1,0,0}     21    1
104   694   225   226  0.431690  {0,1,0}     27    0
22    696   154   157  0.035826  {0,2,0}     27    0
111   703    78    82  0.682253  {0,0,1}     36    1
41    712   213   214  0.945550  {0,1,0}     36    0
43    734   123   124  0.613412  {0,2,0}     21    0
37    735    45    46  0.405191  {0,1,0}     40    1
62    741   125   152  0.309529  {0,1,0}     31    1
36    758   195   196  0.254199  {0,3,0}     39    0
83    761   158   160  0.781571  {0,2,0}     22    1
64    771    50    52  0.518932  {0,3,0}     31    1
90    782   126   150  0.610232  {1,0,0}     30    1
35    799   209   216  0.282932  {1,0,0}     20    1
19    800   143   144  0.602123  {0,3,0}     39    0
33    818   249   250  0.911297  {1,0,0}     34    1
26    819   186   188  0.570115  {0,2,0}     31    0
85    824   120   162  0.853421  {0,1,1}     36    0
115   824   145   146  0.722397  {1,0,0}     30    1
92    830   178   179  0.254905  {0,2,0}     21    0
59    848    70    71  0.829848  {1,1,0}     38    0
4     851   139   140  0.654361  {0,1,1}     25    1
97    861    85   101  0.056948  {0,1,1}     35    1
117   880   186   198  0.864782  {0,1,0}     23    1
70    887   239   244  0.773288  {0,0,1}     40    1
72    902     4    22  0.099419  {0,3,0}     21    0
32    908   140   141  0.191480  {0,1,0}     39    1
1     914    35    36  0.645964  {1,1,0}     35    1
93    920   217   219  0.515038  {1,0,0}     25    1
24    929    42    43  0.045626  {1,0,0}     24    1
2     938    90    91  0.604760  {0,1,0}     21    1
15    943   103   111  0.027438  {0,3,0}     34    1
44    956    99   131  0.594419  {0,3,0}     22    1
12    957   152   153  0.212856  {0,2,0}     27    0
10    971   216   218  0.394795  {1,0,0}     25    1
30    978   201   203  0.952965  {0,2,0}     21    1
27    986   226   229  0.893022  {0,0,1}     23    1
17    988    53    55  0.724473  {1,1,0}     28    1
52    999   184   188  0.310309  {0,2,0}     34    0
69   1003   133   135  0.811671  {0,0,1}     21    1
121  1038    39    73  0.647494  {1,0,0}     20    1
71   1065   117   121  0.700033  {0,2,0}     36    1
6    1067    27    30  0.755669  {1,1,0}     35    1
61   1071   174   183  0.037497  {0,2,0}     38    1
84   1072   174   183  0.278695  {1,1,0}     27    1
3    1080   177   181  0.381246  {0,1,0}     34    1
9    1091    31    38  0.418599  {1,1,0}     34    1
38   1093    74    75  0.087263  {0,0,1}     22    1
102  1100   103   111  0.121110  {1,1,0}     34    1
74   1104    27    30  0.100472  {0,2,0}     20    0
94   1117    48    57  0.378405  {1,1,0}     36    1
120  1129   244   245  0.247671  {0,3,0}     40    1
49   1143   177   181  0.692302  {1,1,0}     40    1
86   1184    19    25  0.557051  {1,0,0}     24    1
56   1192   225   226  0.352779  {0,2,0}     40    1
65   1199    90    92  0.452261  {0,1,0}     36    1
0    1204    71    73  0.268637  {1,1,0}     24    1
89   1213   167   168  0.855579  {0,1,1}     37    0
91   1226    12    16  0.098295  {0,2,0}     40    0
107  1236     6    27  0.501325  {0,1,0}     38    1
77   1248    63    64  0.606530  {0,3,0}     25    0
60   1258    73    74  0.184794  {0,0,1}     23    1
13   1275   184   188  0.124839  {0,1,0}     30    0
80   1287   198   199  0.651647  {0,1,0}     39    1
106  1308   218   225  0.370406  {1,0,0}     37    1
118  1316   194   242  0.860332  {0,0,1}     20    1
28   1336   102   103  0.025303  {0,1,1}     27    1
122  1343     6    27  0.062529  {1,1,0}     31    1
124  1360    81    89  0.609172  {0,2,0}     26    0
34   1389    24    26  0.113942  {0,2,0}     29    1
18   1390   192   194  0.519754  {0,2,0}     24    1
67   1408   234   235  0.589964  {0,2,0}     35    0
78   1428    61    62  0.045992  {1,0,0}     25    1
