map EGL-G2-D
fac 5 10 {0,95,24,83,158}
hosp 1 {0}
n_ALS 5 1 {1:0,3:24,1:158}
n_BLS 24 1 {3:0,5:95,6:24,4:83,6:158}
n_CLS 10 0 {2:0,2:95,1:24,2:83,3:158}
      c_m  head  tail      c_af      c_d  c_tau  c_h
124    19    23   237  0.811504  {0,2,0}     28    0
32     47    81    82  0.756663  {1,1,0}     32    1
96     60    16    17  0.123411  {0,1,0}     28    1
28     72   128   129  0.959981  {0,1,0}     27    0
7      82    82    85  0.313110  {0,1,1}     30    1
35    109   145   146  0.844042  {0,0,1}     30    1
59    117    12    13  0.839780  {0,2,0}     25    1
19    124   156   157  0.166365  {0,2,0}     26    0
24    139   174   189  0.531069  {1,0,0}     20    1
2     185   208   209  0.669822  {0,0,1}     31    1
42    190    54    55  0.680887  {1,0,0}     31    1
99    208   190   192  0.747378  {0,1,0}     29    0
4     243   159   161  0.174101  {0,0,1}     26    1
74    314    99   131  0.871469  {0,2,0}     28    0
14    403    92    93  0.642154  {0,1,0}     33    0
105   420     0    21  0.856076  {0,1,0}     29    1
81    422   250   251  0.429818  {0,3,0}     25    1
76    439   127   128  0.493507  {0,1,0}     27    1
109   458   117   119  0.821896  {0,2,0}     34    1
82    464    48    49  0.469205  {0,2,0}     22    1
50    473   247   248  0.540764  {0,3,0}     40    1
3     476   195   196  0.607233  {1,1,0}     26    1
92    477   186   198  0.957835  {0,3,0}     33    1
97    486    57    61  0.399018  {0,1,0}     31    1
110   491     3    15  0.056076  {0,0,1}     23    1
46    497   140   142  0.838632  {0,3,0}     28    1
90    502    32    33  0.887160  {1,0,0}     31    1
127   512   123   124  0.141230  {1,1,0}     34    1
38    535   135   136  0.610173  {1,1,0}     38    1
115   562     9    34  0.424501  {0,2,0}     27    1
66    568    43    44  0.114157  {0,3,0}     32    0
107   586    76    77  0.579646  {1,1,0}     31    1
41    594    56    57  0.549236  {0,2,0}     39    0
27    604   151   152  0.400180  {0,2,0}     30    1
55    607   150   151  0.402529  {0,1,1}     33    0
22    616   102   111  0.886229  {0,2,0}     20    0
79    617    45    64  0.130599  {0,1,0}     31    1
6     619   246   247  0.637700  {1,1,0}     29    1
34    632   197   199  0.023037  {1,1,0}     32    1
89    634    78    82  0.417854  {0,3,0}     20    0
69    641   153   154  0.678813  {1,0,0}     29    1
1     641   217   219  0.091365  {1,1,0}     38    1
57    647    24    25  0.072632  {0,1,0}     38    0
87    649   236   237  0.882269  {0,3,0}     27    0
13    662     4    22  0.543299  {1,1,0}     26    1
113   663   200   201  0.486220  {0,3,0}     23    1
111   669   118   119  0.349256  {0,2,0}     39    1
37    678   156   157  0.816886  {0,0,1}     37    1
9     691   227   233  0.278855  {0,2,0}     37    1
64    691    66    67  0.881137  {0,2,0}     28    0
100   704   126   127  0.726595  {1,0,0}     31    1
102   725   141   142  0.260746  {1,1,0}     25    1
98    736   141   142  0.858977  {0,2,0}     24    1
106   736   208   210  0.631209  {1,0,0}     39    0
101   737   153   154  0.668304  {0,0,1}     38    1
60    757   156   157  0.299313  {1,3,0}     24    1
49    759   153   154  0.446895  {0,1,0}     36    1
45    775   174   183  0.250268  {0,2,0}     36    1
23    777    97   115  0.855835  {1,3,0}     24    1
8     780   218   225  0.578630  {0,3,0}     25    1
116   802    29    31  0.122615  {1,0,0}     26    1
17    805   196   198  0.522661  {0,2,0}     28    1
103   812    50    53  0.798650  {0,2,0}     22    1
112   816    82    85  0.821204  {0,2,0}     20    0
20    827   156   162  0.363347  {0,0,1}     34    1
88    843   158   159  0.197049  {0,0,1}     40    1
91    854    10    41  0.498245  {0,3,0}     21    0
61    860   151   153  0.923440  {0,2,0}     36    0
122   870    23   150  0.051317  {0,1,0}     29    1
51    874   104   114  0.388289  {0,1,0}     34    1
125   884   199   200  0.821879  {1,1,0}     37    1
29    884   250   251  0.637795  {1,0,0}     23    1
53    890   162   163  0.787481  {0,3,0}     29    1
108   895   167   168  0.056683  {1,0,0}     37    1
117   895   190   191  0.026351  {1,1,0}     32    1
5     901   236   238  0.236519  {0,2,0}     23    1
36    904    42    43  0.320441  {1,1,0}     25    1
52    906   189   190  0.656663  {0,3,0}     31    1
11    907    25    26  0.927362  {0,2,0}     29    0
119   909   212   213  0.358063  {0,3,0}     26    1
43    909   121   155  0.068085  {1,0,0}     36    1
121   915    93    94  0.693451  {0,1,1}     29    0
68    929     1    12  0.082594  {1,1,0}     39    1
40    932     2    14  0.908784  {0,3,0}     32    0
70    933   196   197  0.691280  {0,3,0}     24    0
95    946    49    50  0.004155  {0,1,1}     28    1
15    954    62    63  0.183875  {1,1,0}     21    1
71    963     4    22  0.947454  {1,0,0}     39    1
31    967   125   150  0.783995  {1,1,0}     21    1
54    976     5    26  0.862899  {1,1,0}     21    0
48    988   179   183  0.973018  {0,3,0}     30    1
39   1000    58    59  0.837436  {0,2,0}     21    0
47   1004   196   198  0.813908  {1,1,0}     20    1
30   1010    50    53  0.336318  {0,3,0}     40    1
21   1026    58    59  0.545129  {0,2,0}     30    1
33   1029   103   111  0.048433  {0,3,0}     34    1
62   1035    73    74  0.195616  {0,1,0}     31    0
80   1040   105   106  0.562553  {1,1,0}     30    1
67   1049    23   171  0.888889  {0,2,0}     38    1
104  1059   175   176  0.114084  {0,1,1}     40    1
58   1062    29    30  0.980163  {0,1,0}     31    1
120  1074   225   226  0.285817  {0,2,0}     36    0
126  1084   201   203  0.014035  {0,3,0}     39    0
77   1091   152   153  0.480550  {1,0,0}     21    1
16   1094    40    41  0.629155  {0,1,0}     37    1
18   1106    27    30  0.919836  {0,2,0}     26    1
12   1133    97   112  0.825835  {0,1,0}     20    1
73   1138    66    93  0.430791  {0,1,0}     20    1
85   1139    17    19  0.359806  {1,0,0}     20    1
86   1156   126   127  0.204593  {1,1,0}     23    1
56   1157   248   249  0.934430  {1,1,0}     20    1
83   1182    68    69  0.170363  {0,2,0}     30    1
63   1192    67    69  0.092415  {0,1,0}     39    0
44   1193   115   116  0.934030  {0,2,0}     25    0
114  1227    47    64  0.295842  {0,2,0}     40    1
123  1230    65    66  0.212539  {1,1,0}     25    1
65   1247   233   254  0.959159  {1,1,0}     39    1
0    1252   209   216  0.379656  {0,2,0}     34    1
118  1275   121   155  0.925580  {1,0,0}     25    1
72   1287   198   199  0.548750  {0,1,0}     24    1
93   1292    38    40  0.043729  {0,3,0}     29    1
94   1301   201   202  0.280678  {0,2,0}     38    1
84   1304   121   155  0.587034  {0,1,0}     32    0
25   1312    60    68  0.089325  {0,2,0}     31    1
78   1318    43    46  0.605539  {0,0,1}     26    0
10   1342   235   236  0.409824  {1,0,0}     37    1
26   1359   195   196  0.589170  {0,2,0}     36    1
75   1382   107   109  0.460440  {0,3,0}     32    0
