map EGL-G2-B
fac 5 10 {0,55,181,196,152}
hosp 1 {0}
n_ALS 10 1 {2:0,2:55,2:181,2:196,2:152}
n_BLS 18 1 {3:0,3:55,8:196,4:152}
n_CLS 8 0 {2:0,3:55,3:152}
      c_m  head  tail      c_af      c_d  c_tau  c_h
4      39    71    73  0.047385  {1,1,0}     26    1
29     96    31    38  0.505462  {0,1,1}     38    1
102   107   237   238  0.275144  {0,1,0}     37    1
113   112     9    10  0.557542  {1,0,0}     40    1
34    136   195   196  0.566642  {1,1,0}     22    1
45    153     3     4  0.194680  {0,1,0}     39    1
84    227    63    64  0.819386  {0,2,0}     28    1
28    252   126   150  0.588456  {0,3,0}     23    1
122   258    99   100  0.305287  {0,2,0}     37    1
26    277   154   158  0.480224  {0,3,0}     27    0
104   321   244   253  0.049391  {1,0,0}     36    1
110   336   101   112  0.979009  {0,1,0}     23    1
43    356   126   150  0.362100  {0,2,0}     23    0
54    368     2    14  0.985088  {0,1,0}     32    0
88    373    90    92  0.593713  {1,0,0}     37    1
58    421     5    26  0.546435  {0,1,0}     22    0
31    428   240   241  0.550209  {1,1,0}     21    1
0     428   188   189  0.886222  {0,1,0}     33    0
75    448   139   140  0.060987  {0,0,1}     36    0
103   458    21    35  0.625080  {1,1,0}     23    1
20    459   249   252  0.711038  {0,1,0}     38    1
25    462   219   223  0.945418  {0,2,0}     25    1
63    489   133   135  0.054618  {0,1,0}     35    1
59    491    90    91  0.771714  {1,0,0}     35    1
61    494   102   111  0.253540  {1,0,0}     34    1
51    495   101   102  0.031581  {0,3,0}     22    0
91    508   158   160  0.418037  {0,1,1}     22    1
111   511    43    45  0.123739  {0,1,0}     26    1
24    527    92    93  0.508924  {1,0,0}     31    1
10    533    48    57  0.211577  {1,1,0}     27    1
100   543   135   147  0.089874  {0,1,0}     30    1
78    550     3    23  0.093035  {0,2,0}     25    0
62    576     5    26  0.557493  {1,1,0}     37    1
15    578   211   212  0.387456  {1,0,0}     20    1
126   589   190   192  0.500672  {0,2,0}     39    0
79    599   162   163  0.261413  {0,1,0}     25    1
41    600   158   160  0.242059  {0,2,0}     23    0
18    608   204   205  0.631828  {1,1,0}     20    1
