map EGL-G1-D
fac 5 10 {0,65,79,17,41}
hosp 2 {0,188}
n_ALS 7 1 {2:0,1:65,2:79,1:17,1:41}
n_BLS 15 1 {6:0,3:79,2:17,4:41}
n_CLS 5 0 {2:0,2:65,1:41}
      c_m  head  tail      c_af      c_d  c_tau  c_h
64     13   169   173  0.210259  {0,0,1}     30    1
79     17   149   150  0.779253  {0,1,0}     23    1
115    19    32    34  0.757950  {0,1,0}     22    1
65     29    68    69  0.262645  {1,2,0}     20    1
23     37   124   149  0.503468  {0,2,0}     20    1
38     41   170   171  0.738644  {0,1,1}     37    1
35     56   206   207  0.861740  {0,1,0}     24    1
78     63    11    42  0.111782  {0,1,1}     20    0
106    99   105   117  0.151348  {0,2,0}     35    0
72    142   231   232  0.895304  {0,1,0}     28    0
122   185   195   197  0.068957  {1,1,0}     23    1
48    194    81    84  0.173484  {1,1,0}     36    1
104   244   140   149  0.942917  {0,1,0}     23    1
42    251   162   167  0.044388  {0,2,0}     29    0
97    302   145   146  0.442997  {1,1,0}     36    1
124   310    94    95  0.685254  {1,1,0}     36    1
84    371   120   121  0.276389  {0,3,0}     31    0
121   399   158   160  0.400460  {0,1,0}     38    1
119   411     1    12  0.606053  {1,0,0}     40    1
44    412   185   192  0.309888  {1,1,0}     28    1
76    416    98   131  0.835419  {0,2,0}     27    0
81    421   139   141  0.990773  {1,1,0}     28    1
43    438   240   241  0.071755  {0,1,1}     34    0
77    463   157   158  0.493454  {0,0,1}     36    1
67    514   157   159  0.357131  {1,0,0}     26    1
34    535   189   241  0.684348  {0,2,0}     37    1
70    560    14    15  0.896104  {1,0,0}     37    1
14    591   129   136  0.092304  {1,0,0}     31    1
27    598   151   154  0.145870  {0,3,0}     30    1
126   609   232   234  0.949090  {0,1,0}     28    0
7     623   204   209  0.826107  {0,3,0}     23    1
31    633    89    90  0.803547  {1,0,0}     40    1
53    636   234   235  0.673947  {0,1,0}     34    1
99    644    61    62  0.468122  {1,1,0}     34    1
56    646   223   224  0.430569  {0,1,0}     25    1
96    655    72    73  0.909541  {0,3,0}     24    0
45    662    23    86  0.873567  {1,1,0}     28    1
41    667     1    12  0.173025  {0,1,0}     34    0
10    679   140   141  0.887276  {0,1,0}     29    1
111   687   228   230  0.167551  {0,1,1}     39    0
68    693    39    40  0.143042  {1,0,0}     24    1
3     694    94    95  0.733554  {1,1,0}     24    1
108   694   153   156  0.234077  {0,1,0}     38    1
123   706   128   129  0.094027  {0,1,0}     21    1
94    710   156   162  0.652131  {0,2,0}     30    0
46    714   160   163  0.437114  {0,3,0}     39    1
73    720    34    41  0.438263  {0,1,0}     29    1
91    721    89    91  0.630472  {0,1,0}     25    0
58    735    98    99  0.925425  {0,1,0}     34    1
22    750   219   221  0.501529  {0,0,1}     38    1
1     753    95    97  0.983193  {0,1,1}     28    1
87    763   134   146  0.569537  {1,0,0}     23    1
2     769     5    26  0.522776  {0,1,1}     23    0
112   783   105   107  0.325298  {0,1,0}     38    1
71    788   150   152  0.895190  {1,1,0}     23    1
28    788   150   152  0.036001  {0,3,0}     32    1
55    798    96   114  0.419836  {1,1,0}     30    1
57    799   142   144  0.708262  {1,1,0}     38    1
21    801   157   158  0.553772  {0,2,0}     37    0
63    807   178   183  0.293729  {0,2,0}     26    0
29    819    69    70  0.469439  {0,2,0}     37    1
125   823   150   152  0.218057  {0,1,0}     38    0
11    829   104   106  0.320080  {0,3,0}     38    1
120   848   157   159  0.992024  {1,1,0}     29    1
4     853    39    72  0.039331  {0,1,0}     31    1
109   854   232   234  0.446151  {1,0,0}     33    1
40    854    26    28  0.568565  {0,2,0}     36    1
74    856    50    53  0.210292  {0,1,0}     36    1
59    860   158   159  0.793123  {1,0,0}     26    1
9     865    56    57  0.178770  {1,0,0}     23    1
15    871    83    85  0.568616  {1,1,0}     39    1
100   876   120   154  0.210768  {0,2,0}     28    1
102   887    45    64  0.777797  {1,2,0}     37    1
69    905   116   117  0.641851  {0,2,0}     30    0
18    917   158   160  0.339762  {1,3,0}     27    1
90    923   103   104  0.439333  {1,1,0}     27    1
8     934    50    53  0.070272  {0,1,1}     38    1
117   941     2    14  0.821551  {0,1,0}     28    0
51    945    23   170  0.805913  {0,2,0}     20    1
