map EGL-G2-D
fac 5 10 {0,32,247,41,82}
hosp 2 {0,14}
n_ALS 6 1 {2:32,3:41,1:82}
n_BLS 24 1 {5:0,5:32,5:247,5:41,4:82}
n_CLS 9 0 {2:0,2:32,2:247,1:41,2:82}
      c_m  head  tail      c_af      c_d  c_tau  c_h
35     12     0    21  0.775431  {0,1,0}     40    1
73     30   129   130  0.297729  {0,3,0}     38    0
54     50    72    73  0.116336  {0,2,0}     31    0
120    70   140   142  0.737290  {0,1,0}     23    0
11     72   104   105  0.102097  {1,1,0}     37    1
109    81    29    30  0.374084  {1,1,0}     28    0
80    118   181   182  0.960467  {1,1,0}     29    1
43    145    38    40  0.656190  {0,0,1}     21    0
72    157   105   106  0.925721  {1,1,0}     28    1
119   164   181   182  0.966405  {0,1,0}     28    1
107   178   217   218  0.985355  {0,1,0}     34    0
61    184   104   114  0.345947  {0,2,0}     20    0
28    211    50    51  0.164784  {0,1,0}     24    1
15    219    93    94  0.514986  {0,2,0}     22    0
32    220   174   189  0.441167  {0,3,0}     24    0
97    229   168   176  0.965047  {0,0,1}     36    0
84    245    22    24  0.667872  {0,2,0}     20    1
108   256    23   237  0.355430  {1,0,0}     27    1
30    285   195   248  0.094748  {0,2,0}     22    1
125   330   197   199  0.328757  {0,1,0}     35    1
34    336   131   132  0.771466  {0,3,0}     20    1
57    427   220   221  0.642802  {1,0,0}     22    0
29    429    31    38  0.108269  {1,1,0}     34    0
19    447   154   157  0.900387  {1,1,0}     28    1
1     452   196   197  0.725399  {0,1,0}     24    1
39    461   213   214  0.148307  {0,3,0}     26    0
6     463   190   192  0.748462  {0,1,0}     36    0
113   492    71    73  0.205808  {0,1,1}     26    0
46    497   199   200  0.289887  {0,3,0}     29    0
81    526   122   124  0.801413  {1,0,0}     26    1
9     536   148   149  0.122208  {0,1,0}     34    1
78    545    21    35  0.988958  {0,2,0}     23    1
4     551   141   150  0.163430  {0,2,0}     27    1
93    553    14    15  0.731810  {0,1,0}     31    0
79    559   204   205  0.636953  {0,1,0}     22    1
118   567    49    56  0.115215  {0,3,0}     30    0
12    584   109   110  0.861786  {0,2,0}     39    1
64    586   159   160  0.058668  {0,1,0}     20    1
116   613   245   247  0.959590  {0,2,0}     33    1
27    616    95    99  0.033752  {0,1,0}     26    1
60    618   133   135  0.641835  {1,1,0}     32    1
101   621    43    44  0.732795  {0,1,0}     28    1
77    635   154   157  0.528784  {0,3,0}     33    1
38    657   102   103  0.893382  {0,0,1}     32    1
82    678   236   238  0.354159  {1,0,0}     38    1
76    683   202   209  0.356960  {1,0,0}     24    1
87    690    48    57  0.441587  {0,0,1}     20    1
44    698   162   163  0.914695  {1,1,0}     22    1
66    710    35    36  0.406623  {0,1,1}     40    0
16    715   239   240  0.244879  {0,0,1}     27    1
124   720    97    98  0.709129  {0,1,0}     21    0
99    723   227   233  0.368033  {1,1,0}     29    1
96    723   128   129  0.307628  {0,1,0}     25    1
122   724   192   193  0.985569  {0,2,0}     35    1
121   732   211   212  0.466454  {0,2,0}     23    1
115   736   125   152  0.046734  {1,0,0}     26    1
86    736   133   135  0.229227  {0,1,0}     20    1
