map EGL-G1-A
fac 5 10 {0,138,163,206,117}
hosp 3 {0,154,176}
n_ALS 6 1 {1:0,2:138,2:163,1:117}
n_BLS 19 1 {4:0,5:138,3:163,1:206,6:117}
n_CLS 8 0 {2:0,1:138,3:163,2:117}
      c_m  head  tail      c_af      c_d  c_tau  c_h
122    19     1    12  0.928423  {0,2,0}     36    1
99     39    53    54  0.897369  {0,3,0}     24    1
124    46   171   172  0.217948  {0,2,0}     20    1
126    70   174   176  0.142895  {0,2,0}     34    1
4     142    69    78  0.995777  {1,0,0}     32    1
90    153   128   129  0.806551  {0,3,0}     33    1
52    186   118   119  0.129113  {0,3,0}     40    1
66    195   231   236  0.336064  {1,0,0}     35    1
117   214   163   164  0.010805  {0,2,0}     38    1
37    217    65    92  0.627208  {1,1,0}     26    1
18    219   146   147  0.571512  {1,1,0}     40    1
123   238    47    64  0.305379  {0,3,0}     20    0
93    252   160   164  0.360632  {1,0,0}     39    1
3     341    49    56  0.758987  {1,0,0}     26    1
49    341   232   233  0.772501  {0,0,1}     26    1
76    362     3    23  0.470436  {1,1,0}     22    1
110   381    96    97  0.642600  {1,1,0}     38    1
23    389    24    26  0.245095  {0,1,0}     37    0
16    399   185   186  0.903842  {0,3,0}     38    1
5     435   169   173  0.730499  {1,0,0}     26    1
70    468   100   101  0.767955  {0,3,0}     21    1
113   474    11    42  0.516623  {0,1,0}     20    0
28    492   176   180  0.861457  {1,0,0}     28    1
7     510   116   118  0.206362  {1,0,0}     23    1
112   531   206   207  0.128903  {0,2,0}     32    0
31    540   175   176  0.317851  {0,1,0}     21    0
68    549   238   239  0.018544  {1,0,0}     37    1
56    551   225   248  0.226510  {1,1,0}     29    1
30    553   222   225  0.994766  {0,2,0}     21    1
34    553   116   117  0.095727  {1,1,0}     40    1
83    555    24    25  0.946050  {0,1,0}     25    1
20    572   142   143  0.579341  {0,2,0}     21    1
67    580    80    88  0.530698  {0,1,0}     22    0
74    583   121   123  0.999069  {0,3,0}     34    1
35    591   207   208  0.722033  {1,0,0}     36    1
96    591   245   246  0.464836  {0,2,0}     26    0
84    612   139   141  0.149775  {0,2,0}     40    0
121   619    59    71  0.315158  {0,1,1}     26    0
116   624   150   152  0.906548  {0,2,0}     39    0
80    639   195   196  0.232003  {0,3,0}     40    0
125   640    72    73  0.787185  {0,1,1}     33    1
100   644   190   191  0.638892  {0,1,0}     38    1
81    655    18    20  0.431725  {0,1,1}     35    0
50    658   147   148  0.868749  {0,1,0}     33    1
61    661   237   240  0.360257  {0,0,1}     20    1
120   661   150   151  0.560266  {0,2,0}     27    0
85    676   103   113  0.741648  {0,2,0}     22    0
41    677   120   121  0.431636  {0,2,0}     29    1
89    683   226   227  0.617782  {1,0,0}     24    1
108   694    10    41  0.780132  {0,2,0}     38    1
87    698    23   149  0.355307  {0,1,1}     38    0
6     699    70    72  0.487381  {1,0,0}     26    1
72    708    88    89  0.955446  {1,1,0}     29    1
115   710    22    24  0.037861  {0,3,0}     22    0
60    729   101   110  0.416748  {0,2,0}     39    0
127   734    65    91  0.837186  {0,0,1}     32    1
118   744   129   130  0.457668  {1,2,0}     32    1
45    758   222   225  0.514353  {0,1,1}     24    1
64    764   234   235  0.768753  {0,1,0}     35    0
105   769   244   245  0.983967  {0,3,0}     26    1
86    778   129   130  0.013615  {0,1,0}     32    1
0     785   204   209  0.333998  {0,3,0}     25    1
69    786     5    26  0.955147  {1,0,0}     34    1
36    793    37    74  0.294027  {1,0,0}     28    1
78    794    50    51  0.739511  {0,1,1}     38    0
15    796   232   233  0.833031  {0,2,0}     37    0
47    810   151   152  0.402575  {0,1,1}     40    1
19    811   101   110  0.211863  {0,0,1}     39    0
73    815    27    28  0.383383  {0,1,0}     37    0
58    831   103   113  0.189613  {0,1,1}     23    1
32    841    60    67  0.291716  {0,2,0}     38    1
29    843    92    93  0.872572  {1,0,0}     22    1
79    850   123   124  0.685540  {0,2,0}     20    1
75    857    36    37  0.744453  {1,0,0}     32    1
102   860   111   112  0.596824  {1,0,0}     38    1
40    868   225   226  0.981808  {0,1,0}     32    1
39    873    48    49  0.086020  {0,2,0}     29    0
92    893    55    56  0.515441  {1,0,0}     35    1
57    893   234   236  0.318039  {1,0,0}     30    1
103   896    70    71  0.097179  {1,1,0}     20    1
14    902    38    40  0.408012  {0,2,0}     34    1
51    914   104   106  0.700008  {0,1,0}     27    0
33    925   145   146  0.120629  {0,1,0}     39    0
21    926    90    91  0.856171  {0,1,1}     25    1
111   936   174   175  0.134526  {1,0,0}     34    1
82    944    73    74  0.446568  {1,0,0}     22    1
71    954    57    61  0.853133  {0,2,0}     28    0
