map EGL-G2-C
fac 5 10 {0,240,226,81,139}
hosp 3 {0,130,207}
n_ALS 9 1 {3:240,2:226,2:81,2:139}
n_BLS 15 1 {6:0,1:240,2:226,3:81,3:139}
n_CLS 6 0 {1:0,2:226,2:81,1:139}
      c_m  head  tail      c_af      c_d  c_tau  c_h
114    50    45    64  0.208351  {0,3,0}     25    1
1      69   248   249  0.417865  {1,1,0}     31    1
127    93     3     4  0.868478  {1,1,0}     35    1
18     94    27    28  0.302305  {0,1,0}     37    0
87    134   217   218  0.045573  {0,2,0}     25    0
52    141    47    64  0.139952  {0,1,0}     38    1
107   158    29    30  0.783916  {0,1,0}     26    1
40    171   228   229  0.739889  {0,1,0}     27    0
126   191   243   245  0.334452  {1,0,0}     36    1
26    201    10    11  0.993770  {0,1,1}     35    1
82    320    87    88  0.033604  {0,2,0}     27    0
85    392    40    41  0.779869  {0,3,0}     30    1
63    428   136   137  0.653032  {0,2,0}     37    0
30    449   161   165  0.667962  {0,2,0}     25    0
57    453    83    84  0.926480  {0,1,1}     25    0
113   458   186   198  0.565902  {0,2,0}     27    0
120   502    15    17  0.629053  {0,1,0}     23    1
10    505   244   253  0.707875  {0,0,1}     32    1
28    506   128   129  0.381299  {1,0,0}     20    1
101   507    98   127  0.168923  {0,2,0}     26    1
60    516    76    78  0.030713  {0,1,1}     33    1
96    523    66    67  0.916536  {1,0,0}     23    1
75    528     3    23  0.765535  {1,0,0}     38    1
70    548   158   159  0.273803  {1,1,0}     33    1
59    558   133   135  0.322983  {0,1,0}     25    1
100   568   233   234  0.506384  {0,1,0}     26    1
109   573   139   140  0.081260  {0,3,0}     38    1
43    584    62    63  0.600160  {1,0,0}     23    1
95    588   161   164  0.827599  {0,1,0}     21    1
12    592   166   178  0.947757  {0,2,0}     26    0
13    592    71    72  0.637820  {1,1,0}     35    1
119   602    50    51  0.288322  {1,1,0}     30    0
48    603   155   156  0.251817  {0,1,0}     40    1
71    607   240   241  0.635991  {1,1,0}     29    1
121   616    19    25  0.958617  {0,2,0}     36    1
58    624   210   211  0.961984  {0,1,0}     37    1
32    626    70    79  0.960481  {0,3,0}     40    1
92    626   122   123  0.544202  {1,1,0}     23    0
106   634    29    30  0.515061  {1,1,0}     21    1
97    641   138   139  0.433408  {0,1,1}     35    1
16    652    84    85  0.327188  {1,1,0}     38    1
37    662   168   176  0.216316  {1,0,0}     33    1
22    666    35    36  0.922678  {0,3,0}     23    1
89    669   192   193  0.567262  {0,3,0}     32    0
99    674   116   117  0.787527  {1,1,0}     38    1
91    675    43    46  0.310353  {0,0,1}     35    0
111   694   103   104  0.188859  {0,2,0}     26    1
33    707   163   167  0.477941  {1,1,0}     27    0
46    737    19    20  0.313703  {0,1,0}     30    0
38    737    23   150  0.034745  {0,1,1}     34    1
41    739   186   198  0.468964  {0,2,0}     25    0
5     748   221   222  0.043989  {0,1,0}     21    1
76    772    63    64  0.682620  {0,1,1}     20    1
23    777    17    22  0.148164  {0,1,0}     30    1
25    778    40    41  0.742402  {1,0,0}     25    1
7     784   152   153  0.669907  {1,0,0}     29    1
112   790    39    40  0.601573  {0,1,0}     24    1
72    791    99   100  0.491791  {1,1,0}     30    1
98    791   143   144  0.830290  {0,2,0}     33    1
83    793   226   251  0.094921  {0,1,0}     37    0
44    796   112   113  0.152311  {1,0,0}     22    1
29    803    17    19  0.295021  {1,1,0}     30    1
6     806    45    64  0.062306  {0,3,0}     34    1
123   808    27    28  0.113105  {1,1,0}     31    1
64    811   242   243  0.487133  {1,1,0}     28    1
84    812    70    71  0.471676  {0,2,0}     20    0
80    828    89    90  0.813048  {0,2,0}     28    1
67    843    32    33  0.881738  {0,2,0}     32    0
65    858    98   127  0.592629  {1,0,0}     29    1
53    859   123   124  0.034074  {1,0,0}     24    1
24    862    81    89  0.544783  {0,3,0}     39    0
105   873    23    87  0.777082  {0,1,1}     38    0
81    880   146   147  0.626613  {0,2,0}     39    0
61    897   143   145  0.797779  {1,1,0}     34    1
39    899   233   254  0.909436  {0,1,0}     38    0
110   918   101   112  0.288117  {0,2,0}     30    0
9     920    29    30  0.870778  {0,1,0}     31    1
34    924   222   223  0.971288  {0,3,0}     24    0
117   925    49    56  0.750607  {1,1,0}     37    1
0     939   141   150  0.173145  {1,1,0}     20    1
77    964    79    80  0.024740  {0,1,0}     40    1
54    983   113   115  0.928395  {0,3,0}     23    1
118   988    92    93  0.747618  {0,2,0}     22    1
17    988   116   117  0.834120  {0,3,0}     23    0
11    998   138   139  0.893639  {0,1,0}     38    0
93   1008   219   223  0.214738  {1,1,0}     21    1
104  1010    59    60  0.898107  {0,2,0}     33    0
103  1029    78    82  0.127935  {0,3,0}     24    1
79   1045   137   138  0.302050  {0,1,0}     26    0
35   1049     9    10  0.813065  {0,3,0}     29    0
74   1056   249   250  0.044114  {1,1,0}     39    1
73   1058    43    45  0.754976  {1,0,0}     40    1
69   1064   111   114  0.181846  {0,1,1}     27    1
90   1067   119   120  0.182294  {1,0,0}     29    1
49   1070   135   136  0.937408  {0,3,0}     21    0
66   1070     9    34  0.289638  {1,1,0}     31    1
42   1072     9    34  0.184780  {0,3,0}     37    0
2    1073   251   252  0.637396  {0,3,0}     23    0
125  1083     5    26  0.122617  {0,1,0}     33    0
62   1085    82    85  0.618362  {0,2,0}     21    1
27   1101   233   235  0.875476  {1,1,0}     34    1
116  1106   107   109  0.227674  {0,2,0}     25    0
36   1139   154   157  0.924413  {1,1,0}     24    1
47   1149   141   142  0.973042  {1,1,0}     30    1
19   1153   198   199  0.150346  {1,1,0}     37    1
51   1164   249   252  0.865176  {1,0,0}     34    1
94   1171   156   157  0.273908  {0,2,0}     38    1
78   1174   163   167  0.513784  {0,1,1}     34    0
102  1180     6    27  0.841763  {0,2,0}     33    1
3    1228   193   194  0.199878  {0,0,1}     20    1
20   1234   151   152  0.126878  {1,2,0}     39    1
108  1241   227   233  0.114149  {0,2,0}     23    0
31   1241   101   102  0.395156  {0,1,0}     40    1
88   1253    28    29  0.744019  {1,1,0}     22    1
50   1258   217   219  0.977645  {1,1,0}     25    1
68   1263    34    41  0.324275  {0,2,0}     25    0
115  1281   231   232  0.483759  {0,1,0}     32    1
56   1285   201   203  0.596963  {0,1,0}     35    0
4    1301   227   233  0.299051  {0,1,0}     40    1
21   1306   107   109  0.324772  {0,2,0}     28    1
124  1323   155   156  0.822737  {0,2,0}     31    1
15   1352     8    33  0.125663  {0,1,0}     32    0
45   1387    59    72  0.980796  {1,0,0}     38    1
8    1393   197   200  0.847522  {1,0,0}     40    1
122  1404   122   123  0.910350  {0,1,1}     23    1
14   1412   236   237  0.102982  {1,1,0}     21    1
55   1416   175   177  0.084490  {0,2,0}     38    1
86   1438   239   240  0.759668  {0,3,0}     25    1
