map EGL-G1-A
fac 5 10 {0,134,161,23,237}
hosp 2 {0,25}
n_ALS 6 1 {1:134,2:161,2:23,1:237}
n_BLS 21 1 {5:0,3:134,4:161,5:23,4:237}
n_CLS 5 0 {2:0,2:161,1:237}
      c_m  head  tail      c_af      c_d  c_tau  c_h
111    25    30    33  0.344250  {0,1,0}     40    0
1      44    38    40  0.783013  {0,1,0}     35    1
4      73    65    91  0.695294  {0,1,0}     24    1
55     78   124   149  0.900717  {0,2,0}     27    1
85    219   105   117  0.256494  {1,0,0}     40    1
0     228   151   152  0.580441  {0,2,0}     30    1
123   241   180   181  0.322160  {1,0,0}     27    1
77    245   145   146  0.220134  {1,0,0}     21    1
107   254   179   180  0.036467  {0,1,0}     36    0
27    307    54    55  0.367811  {1,0,0}     29    1
84    321   176   180  0.825126  {0,1,0}     20    1
13    365   122   123  0.271816  {0,3,0}     26    0
117   379   246   247  0.583667  {0,1,0}     21    1
126   402   179   180  0.423658  {0,3,0}     22    1
106   407    34    41  0.047880  {0,3,0}     36    0
102   428    68    69  0.479624  {1,0,0}     27    1
6     429   142   144  0.622932  {1,0,0}     20    1
66    431    81    82  0.001748  {1,0,0}     34    1
8     443   140   149  0.344446  {0,2,0}     22    0
100   453   125   149  0.705446  {0,1,0}     22    1
72    471    93    94  0.155002  {1,3,0}     25    1
88    512    56    57  0.975066  {0,2,0}     37    1
101   514    94    95  0.133790  {0,0,1}     40    1
69    520   117   118  0.965968  {0,3,0}     24    1
7     543   161   162  0.849959  {1,1,0}     31    0
94    546   146   147  0.918094  {0,1,0}     33    1
32    553   193   194  0.621870  {0,3,0}     38    0
18    556    73    75  0.063957  {1,1,0}     27    1
98    557    81    82  0.566265  {0,3,0}     35    1
127   572    34    41  0.205514  {0,2,0}     27    1
29    573    75    76  0.010008  {1,0,0}     29    0
5     583   120   154  0.809244  {0,0,1}     28    0
2     602    46    47  0.085277  {1,0,0}     28    0
68    608   202   203  0.519390  {1,0,0}     20    1
82    615    61    62  0.202194  {0,2,0}     20    0
67    622   118   119  0.030777  {0,3,0}     34    1
