map EGL-G1-B
fac 5 10 {0,181,160,111,189}
hosp 2 {0,190}
n_ALS 8 1 {4:0,3:111,1:189}
n_BLS 19 1 {3:0,7:181,4:160,4:111,1:189}
n_CLS 7 0 {2:0,1:160,4:189}
      c_m  head  tail      c_af      c_d  c_tau  c_h
18     34     1    12  0.489597  {1,1,0}     36    1
121    52    81    82  0.456557  {0,1,1}     37    1
120    77     1    12  0.200919  {1,0,0}     31    1
90     82   223   224  0.338078  {0,1,0}     35    1
24    120    19    20  0.020236  {1,1,0}     34    1
96    136    83    85  0.518908  {0,1,0}     36    1
57    170   145   146  0.585846  {1,0,0}     29    1
104   177   226   227  0.931607  {0,1,1}     30    1
125   189    54    58  0.870831  {0,1,1}     28    1
14    191   213   214  0.037809  {0,1,0}     31    0
33    228   142   143  0.583137  {0,1,0}     24    0
47    236   153   157  0.100167  {0,3,0}     32    1
83    251    97   126  0.050267  {1,1,0}     26    1
117   274    82    83  0.891288  {0,2,0}     32    0
124   276   163   168  0.273439  {0,1,0}     27    0
0     302    13    14  0.818453  {0,1,1}     21    1
48    344    92    93  0.711014  {0,1,0}     40    0
62    364   244   245  0.094713  {0,3,0}     38    1
25    364   170   171  0.163520  {0,1,0}     23    1
22    408   204   209  0.414272  {1,3,0}     32    1
19    415    81    84  0.962557  {0,2,0}     20    0
51    430   232   234  0.262165  {0,1,0}     20    0
98    491    78    79  0.382792  {1,1,0}     40    1
103   495   173   181  0.904789  {0,1,1}     26    0
27    498   165   177  0.928791  {0,2,0}     36    0
60    519   228   229  0.398084  {0,1,0}     21    1
108   522    29    30  0.926801  {0,2,0}     36    0
52    525    20    21  0.125259  {0,2,0}     26    0
113   526    97   126  0.539107  {1,1,0}     36    1
115   542   142   144  0.976995  {0,2,0}     34    1
16    549   223   224  0.003285  {0,2,0}     37    1
13    552    38    40  0.485304  {1,0,0}     23    1
119   553    42    43  0.114460  {1,1,0}     23    1
37    563   234   236  0.523815  {0,3,0}     31    1
46    568    98   130  0.751785  {0,1,1}     27    0
81    575    60    67  0.705573  {0,1,0}     32    0
50    579   140   141  0.505748  {0,3,0}     40    1
110   585   160   164  0.735966  {1,0,0}     37    1
85    592    34    41  0.360051  {0,1,0}     26    1
73    595   213   214  0.860264  {1,1,0}     26    1
66    613   165   174  0.031566  {1,1,0}     37    1
116   614    19    20  0.864154  {1,1,0}     27    1
102   617   116   118  0.952487  {0,2,0}     26    1
105   635   204   209  0.663858  {1,0,0}     30    1
40    648   185   192  0.737281  {1,1,0}     37    1
43    651    55    56  0.309798  {0,2,0}     31    1
2     663     4     5  0.183757  {1,0,0}     27    1
72    669   138   139  0.113792  {0,3,0}     29    1
56    683    81    84  0.457600  {1,0,0}     20    1
21    704    58    59  0.938206  {0,3,0}     32    1
106   713   117   118  0.860446  {0,3,0}     37    1
42    720    61    62  0.747270  {0,3,0}     22    1
39    730    89    90  0.151438  {1,1,0}     37    1
35    730    45    64  0.054807  {0,1,0}     29    0
126   735    43    45  0.414759  {0,2,0}     22    0
118   745   204   205  0.782015  {0,2,0}     22    1
64    749   207   209  0.834995  {1,0,0}     28    1
1     757   153   156  0.968589  {0,1,0}     26    0
80    759    54    58  0.498279  {0,2,0}     32    1
55    765   146   147  0.597580  {0,1,0}     32    1
26    765   166   167  0.798881  {0,3,0}     27    0
36    766     8     9  0.882069  {0,2,0}     35    1
9     773    17    19  0.074393  {0,1,0}     31    0
5     785     3     4  0.857940  {1,0,0}     21    1
15    792    49    56  0.738583  {0,3,0}     22    1
86    794    24    25  0.354969  {1,0,0}     36    1
17    796   158   160  0.875793  {0,1,0}     34    1
53    801    38    40  0.162470  {0,1,1}     29    1
32    813     3    23  0.851227  {1,1,0}     33    0
99    823   228   229  0.904086  {1,0,0}     22    1
44    826   184   185  0.060666  {1,1,0}     30    1
74    832   122   123  0.187880  {0,1,0}     29    1
77    855    12    16  0.995092  {0,1,0}     28    1
109   857   186   187  0.363396  {0,2,0}     37    1
58    864     5     6  0.291613  {1,0,0}     31    1
79    882   178   183  0.445379  {1,1,0}     26    0
100   886     4     5  0.789567  {1,0,0}     30    1
94    887    16    18  0.472081  {0,3,0}     24    1
65    890    92    93  0.157204  {0,2,0}     31    1
123   897    29    30  0.261349  {0,2,0}     25    1
38    909   198   200  0.093974  {1,0,0}     31    1
67    919    46    47  0.969822  {0,3,0}     21    1
97    933   191   193  0.614300  {0,1,0}     34    1
89    934   128   129  0.712668  {0,2,0}     29    0
6     959    88    89  0.413692  {0,2,0}     38    1
7     962    77    81  0.462305  {0,2,0}     31    1
29    962    16    17  0.800841  {0,2,0}     29    1
23    975   161   162  0.307341  {0,1,0}     29    1
70    982    10    41  0.055125  {0,3,0}     32    1
12    987   244   245  0.087961  {0,0,1}     37    0
82    996   140   141  0.234203  {0,2,0}     26    1
71   1003     2     3  0.653392  {1,2,0}     23    1
8    1003    34    41  0.475427  {0,1,0}     21    1
