map EGL-G2-A
fac 5 10 {0,225,58,224,15}
hosp 2 {0,235}
n_ALS 6 1 {1:0,2:225,3:15}
n_BLS 23 1 {3:0,4:225,5:58,7:224,4:15}
n_CLS 7 0 {3:0,1:58,3:224}
      c_m  head  tail      c_af      c_d  c_tau  c_h
55      1   161   165  0.706301  {0,1,1}     21    1
85     22   248   249  0.142525  {0,3,0}     23    1
37     26   131   132  0.703463  {0,1,0}     22    0
73     53    37    75  0.409790  {1,1,0}     35    1
93     59   166   178  0.436206  {0,2,0}     39    1
107    69   240   241  0.516090  {1,0,0}     38    1
101    83   178   185  0.937577  {0,3,0}     21    1
125   108   225   228  0.670777  {1,0,0}     40    1
62    152    57    61  0.586963  {0,3,0}     28    1
25    205   154   158  0.572220  {0,2,0}     30    1
30    225   135   147  0.023336  {0,1,0}     30    0
86    243    92    93  0.893928  {0,2,0}     40    1
102   276   122   123  0.079236  {0,3,0}     23    1
33    277   161   165  0.841750  {1,1,0}     23    1
53    280    71    73  0.843679  {0,0,1}     34    1
95    283   190   192  0.647871  {0,1,0}     26    1
99    292   123   124  0.286186  {1,1,0}     33    1
105   301   125   126  0.230109  {1,0,0}     39    1
63    323   240   242  0.752275  {1,1,0}     39    1
39    335   162   163  0.093554  {1,3,0}     33    1
83    365   101   112  0.925365  {0,1,1}     25    1
88    365   209   216  0.141001  {1,1,0}     37    1
0     387    23   171  0.204302  {0,2,0}     40    1
115   406   121   122  0.917917  {0,3,0}     22    1
124   423   178   179  0.898433  {0,3,0}     37    0
82    450   125   150  0.991198  {0,1,0}     28    0
74    456    66    92  0.130536  {0,1,0}     24    0
70    473   136   146  0.804895  {0,1,1}     20    1
32    485   172   173  0.250469  {0,3,0}     39    1
79    486   179   184  0.818603  {0,0,1}     32    1
61    524   220   221  0.385692  {0,2,0}     22    0
104   540   210   215  0.686813  {0,2,0}     23    1
113   548   168   176  0.790808  {0,3,0}     28    1
119   557   172   173  0.939122  {0,1,0}     38    0
118   562     2    14  0.560123  {1,0,0}     29    1
21    564    36    39  0.616503  {0,1,0}     24    1
35    568     5    26  0.076374  {0,3,0}     32    0
84    570   197   199  0.523812  {0,3,0}     36    0
92    586    15    17  0.368056  {0,0,1}     33    1
97    598   181   182  0.124470  {1,1,0}     30    1
46    604   233   234  0.548185  {0,0,1}     25    1
80    606    83    84  0.225997  {1,0,0}     33    1
20    609   106   108  0.480303  {1,0,0}     39    1
127   622   186   198  0.274545  {0,3,0}     35    1
64    626   185   187  0.670341  {0,3,0}     23    1
27    656   196   197  0.980642  {0,1,0}     36    1
13    665   216   218  0.386529  {0,2,0}     30    1
98    669     3    23  0.513986  {0,3,0}     34    0
96    692   213   215  0.541155  {1,1,0}     24    1
49    701   163   167  0.693196  {0,2,0}     34    0
6     709   122   123  0.522957  {0,3,0}     38    0
111   714   236   238  0.662168  {0,1,0}     35    1
65    714    69    80  0.949470  {0,1,0}     37    0
23    724   156   157  0.962244  {0,2,0}     29    1
26    724     8     9  0.472806  {0,1,0}     36    0
76    731   157   161  0.675411  {0,3,0}     39    0
72    737   174   182  0.681749  {0,0,1}     21    0
56    743   132   133  0.556327  {0,1,0}     27    1
69    743    51    52  0.885946  {1,0,0}     24    0
117   768   145   148  0.747752  {1,1,0}     22    1
36    770    73    74  0.802895  {1,1,0}     31    1
75    786    97   112  0.798751  {0,1,0}     29    1
2     786   203   204  0.933481  {0,1,0}     22    1
81    793    85   101  0.042480  {0,1,1}     32    1
18    803    67    68  0.827654  {0,1,1}     39    0
90    817     8    33  0.755021  {0,1,0}     33    1
45    818   121   155  0.946116  {0,3,0}     21    0
16    829    95    96  0.372769  {0,2,0}     24    1
8     840    66    93  0.547037  {0,1,0}     30    0
19    845   222   223  0.704006  {0,3,0}     20    1
122   855   140   142  0.748599  {0,3,0}     33    1
50    861   126   150  0.537038  {0,1,0}     36    1
94    862   195   248  0.765997  {0,1,1}     26    0
103   872   240   242  0.405600  {0,1,0}     22    1
67    878   120   170  0.893439  {0,1,0}     28    1
42    889    39    52  0.527578  {0,1,1}     34    1
58    898   136   137  0.735080  {0,3,0}     24    1
15    909   223   224  0.443291  {1,0,0}     23    1
87    912   243   245  0.559283  {0,1,0}     36    1
66    915   192   194  0.749959  {1,1,0}     31    1
77    916    51    52  0.355223  {1,1,0}     30    1
91    920   219   220  0.171174  {1,0,0}     34    1
31    967   170   174  0.824715  {0,1,0}     27    0
1     985    58    59  0.359576  {0,2,0}     35    1
121   987   105   106  0.889446  {0,0,1}     24    0
11    989   103   111  0.560798  {1,1,0}     35    1
60    995     7     8  0.252629  {0,2,0}     25    1
54    998    92    93  0.309377  {0,1,0}     23    1
123   999   139   140  0.622356  {0,1,0}     23    1
120  1005   101   112  0.795521  {0,1,0}     35    0
44   1010    91    92  0.775679  {0,0,1}     37    0
114  1016   184   185  0.246781  {0,1,0}     39    1
48   1023     3     4  0.221132  {0,1,1}     31    0
41   1030    76    78  0.363832  {1,0,0}     38    1
10   1033   226   251  0.182678  {0,1,0}     30    0
24   1034    71    72  0.101314  {0,2,0}     29    0
38   1048   132   133  0.972643  {0,1,0}     36    1
51   1053   138   139  0.051351  {0,2,0}     25    0
29   1058    66    67  0.660993  {0,3,0}     40    0
71   1070   153   154  0.116234  {0,1,1}     31    1
89   1085   128   139  0.991162  {0,1,0}     31    1
47   1089   234   235  0.655515  {0,2,0}     37    1
5    1110    65    66  0.838672  {0,1,0}     24    0
52   1113    36    39  0.107591  {0,2,0}     34    1
106  1113   200   201  0.682102  {1,2,0}     31    1
110  1130   200   201  0.978154  {0,1,1}     31    1
3    1148     4    22  0.223704  {0,1,0}     23    0
112  1156   217   219  0.803463  {0,0,1}     29    0
14   1164   237   238  0.059254  {0,3,0}     20    0
126  1184   129   130  0.058814  {0,0,1}     26    1
34   1213   151   153  0.656662  {0,2,0}     35    0
12   1221    22    24  0.390713  {0,3,0}     38    0
40   1225   228   230  0.169840  {0,0,1}     35    1
116  1233   129   130  0.612670  {0,3,0}     28    1
109  1247   213   214  0.054459  {1,0,0}     28    1
4    1261     6    27  0.685461  {0,1,0}     25    0
9    1273   164   165  0.693263  {0,1,0}     31    1
43   1289    45    46  0.105552  {1,1,0}     36    1
57   1307    35    36  0.291825  {0,0,1}     33    0
59   1311    12    16  0.414177  {0,1,0}     22    1
68   1327   116   117  0.448511  {0,1,0}     27    0
22   1331    54    58  0.052560  {0,3,0}     33    1
108  1345   252   253  0.745383  {1,1,0}     39    1
78   1345   244   245  0.824849  {0,1,0}     35    1
28   1366   222   223  0.733858  {0,3,0}     23    0
17   1382   247   249  0.957514  {0,1,0}     22    1
100  1409    38    40  0.316804  {0,1,0}     36    0
7    1412   228   229  0.624491  {1,1,0}     38    1
