map EGL-G1-A
fac 5 10 {0,30,1,36,137}
hosp 1 {0}
n_ALS 7 1 {2:30,1:1,4:36}
n_BLS 19 1 {3:0,5:30,3:1,4:36,4:137}
n_CLS 7 0 {4:0,1:1,1:36,1:137}
      c_m  head  tail      c_af      c_d  c_tau  c_h
58     38    29    31  0.466707  {0,3,0}     21    0
91     48   204   209  0.347102  {0,2,0}     21    0
100    63   211   213  0.748835  {0,2,0}     20    0
81     91   238   239  0.393095  {0,3,0}     28    0
35    147    63    64  0.624439  {0,3,0}     32    0
64    199    81    84  0.589883  {0,0,1}     30    1
50    219   194   195  0.354490  {0,1,0}     20    0
66    243   180   181  0.650992  {0,3,0}     27    0
38    276    43    44  0.513932  {0,1,0}     33    0
110   280   197   198  0.418249  {0,2,0}     21    1
93    343   223   224  0.973738  {0,2,0}     30    0
18    369    56    57  0.679502  {0,1,1}     26    0
68    411   157   159  0.188315  {0,2,0}     27    1
7     441    19    20  0.251108  {0,1,0}     33    1
105   465   163   164  0.986936  {1,1,0}     21    1
119   467   175   176  0.281521  {1,1,0}     21    1
46    476   215   216  0.760824  {0,1,0}     22    1
102   480   173   181  0.247222  {0,1,1}     30    1
63    490    16    18  0.211254  {1,1,0}     22    1
118   491    85    86  0.009335  {0,2,0}     25    1
28    495   146   147  0.997652  {0,3,0}     38    1
12    521     5    26  0.601512  {0,2,0}     21    0
116   530    81    84  0.257942  {0,2,0}     22    1
77    531   132   133  0.265891  {0,2,0}     30    1
67    540    77    81  0.460852  {0,3,0}     32    0
89    551    77    81  0.848766  {0,1,1}     34    1
61    559   150   152  0.547945  {0,2,0}     25    0
115   572   139   141  0.609003  {0,1,0}     24    1
117   572   173   181  0.881083  {0,1,0}     30    0
76    574    54    58  0.175380  {0,1,1}     21    0
56    576   199   202  0.682238  {0,1,0}     21    0
109   583   119   161  0.048380  {1,1,0}     26    1
10    584    31    38  0.531200  {0,0,1}     32    1
16    594    25    26  0.133454  {1,1,0}     22    1
101   598   195   196  0.889169  {1,1,0}     21    1
70    615   246   247  0.574089  {0,1,0}     28    0
29    617    36    37  0.835813  {0,2,0}     22    1
47    630   164   165  0.248473  {1,0,0}     25    1
107   642    75    76  0.938116  {1,1,0}     39    1
43    651   115   122  0.260106  {1,0,0}     29    1
15    662    69    78  0.888301  {1,0,0}     20    0
86    697    48    57  0.106143  {1,0,0}     33    1
31    704    72    73  0.094804  {0,1,1}     21    1
71    704   204   205  0.366766  {0,3,0}     29    1
96    728    13    14  0.283808  {0,2,0}     36    0
127   743   211   213  0.911304  {0,3,0}     23    1
53    744   232   234  0.091168  {0,2,0}     20    1
33    745    43    46  0.960398  {0,2,0}     38    1
69    751    41    51  0.079842  {0,1,0}     29    1
65    786   104   106  0.910008  {1,2,0}     33    1
60    795   134   146  0.359009  {1,1,0}     30    1
26    799   116   117  0.354938  {0,1,0}     34    0
44    802    31    32  0.417945  {0,3,0}     31    1
99    809   116   120  0.643773  {1,0,0}     21    1
98    811    72    73  0.330475  {0,1,0}     29    1
106   814   238   240  0.223178  {0,3,0}     28    1
3     827    98   130  0.236414  {1,0,0}     37    1
40    832   170   171  0.563636  {0,1,0}     24    1
6     833    18    20  0.293316  {0,1,0}     29    1
74    834    90    91  0.359478  {0,3,0}     40    1
41    845    54    58  0.993857  {0,1,0}     25    1
104   846   222   223  0.093985  {0,1,1}     32    0
0     863     4    22  0.512839  {0,1,0}     29    1
54    865   164   165  0.044509  {0,1,0}     34    1
57    865   240   241  0.631490  {0,2,0}     27    0
55    874   149   150  0.303976  {0,3,0}     39    0
25    887   134   135  0.713840  {1,1,0}     31    1
72    891   173   181  0.569178  {0,2,0}     24    1
8     892   144   147  0.562454  {0,2,0}     28    1
88    902    17    19  0.252717  {0,2,0}     30    1
90    903    66    67  0.802981  {0,1,0}     21    1
24    914   185   186  0.329714  {0,3,0}     25    1
123   915   120   121  0.316000  {1,0,0}     29    1
87    924   190   192  0.734031  {0,2,0}     26    1
37    933    11    42  0.719759  {1,0,0}     37    1
13    935    29    31  0.139752  {1,1,0}     36    0
22    936   158   159  0.213553  {1,2,0}     21    1
112   941   125   126  0.332644  {0,1,0}     21    1
9     945   198   199  0.550162  {0,2,0}     38    1
97    959    23    86  0.887780  {1,1,0}     36    1
79    988    88    96  0.437001  {0,3,0}     28    0
27    995   114   115  0.884782  {1,2,0}     35    1
111  1007    22    24  0.305729  {0,3,0}     27    0
94   1008    45    64  0.314339  {1,0,0}     39    1
82   1018   199   201  0.106844  {1,0,0}     22    1
49   1024   199   202  0.826896  {0,1,0}     21    1
59   1024   126   127  0.285508  {1,1,0}     38    1
103  1052   128   129  0.350981  {1,0,0}     34    1
1    1081   139   140  0.076037  {1,1,0}     35    1
124  1086   101   102  0.271356  {0,2,0}     26    1
75   1094   178   183  0.831987  {1,1,0}     27    1
62   1099   198   199  0.340786  {0,1,0}     26    1
45   1104    95    97  0.997383  {0,2,0}     34    0
85   1114   232   234  0.239769  {1,0,0}     25    1
23   1121    34    41  0.113640  {0,1,0}     35    0
34   1124    32    34  0.280055  {0,3,0}     39    1
113  1141    73    75  0.752982  {0,1,0}     24    1
78   1150   202   204  0.583969  {0,1,1}     20    0
51   1159     9    10  0.949122  {1,3,0}     22    1
122  1163   151   152  0.804037  {0,1,1}     24    1
114  1164   161   162  0.418506  {1,0,0}     20    1
21   1180    80    81  0.682746  {0,1,0}     40    0
42   1188    30    33  0.530539  {0,1,0}     33    1
120  1195   100   101  0.507623  {0,1,0}     34    0
121  1201   196   203  0.214174  {0,1,0}     21    1
19   1215   223   224  0.549584  {1,1,0}     27    1
84   1232     0     1  0.205077  {0,1,1}     38    1
14   1237    23   170  0.225108  {0,1,0}     28    1
36   1240   175   176  0.017986  {0,2,0}     38    1
30   1242    23   229  0.666361  {0,1,0}     31    1
126  1253   153   156  0.819409  {1,1,0}     39    1
108  1259   192   193  0.427787  {0,2,0}     38    1
39   1283     5     6  0.853694  {0,2,0}     37    0
20   1284    67    68  0.838978  {1,3,0}     22    0
5    1295   241   242  0.815032  {0,1,0}     27    0
2    1298     1    12  0.917014  {1,0,0}     38    1
48   1307   103   113  0.639662  {0,2,0}     34    1
83   1309     2     3  0.887858  {0,1,0}     30    1
17   1318   134   146  0.047067  {0,1,1}     23    0
92   1324    27    30  0.448580  {0,0,1}     24    1
125  1327   122   123  0.870016  {0,1,1}     26    1
11   1339    61    62  0.822969  {1,1,0}     29    1
4    1358   139   140  0.159594  {0,3,0}     37    1
52   1359    32    34  0.985537  {0,2,0}     33    1
32   1399   165   166  0.258511  {0,3,0}     24    1
73   1430   123   124  0.170085  {1,0,0}     20    1
80   1433   189   241  0.637758  {0,2,0}     33    1
95   1436    27    28  0.043848  {0,2,0}     39    1
