map EGL-G2-B
fac 5 10 {0,227,29,164,190}
hosp 1 {0}
n_ALS 9 1 {2:0,1:227,3:29,2:164,1:190}
n_BLS 23 1 {6:0,3:227,5:29,2:164,7:190}
n_CLS 5 0 {2:227,1:164,2:190}
      c_m  head  tail      c_af      c_d  c_tau  c_h
75     41    46    47  0.510583  {0,1,0}     20    1
84     44   179   180  0.753242  {1,0,0}     39    1
72     47    70    79  0.353137  {0,2,0}     27    1
34     73   198   199  0.821918  {1,0,0}     25    1
54     75   102   111  0.710812  {0,1,0}     21    1
39     96   201   202  0.253381  {1,0,0}     28    1
93     98    61    62  0.976494  {0,1,0}     32    0
37    125     5     6  0.355402  {1,2,0}     24    1
126   140    70    71  0.418484  {0,0,1}     28    1
57    145   180   181  0.968424  {0,1,0}     20    1
77    184   215   221  0.234976  {1,0,0}     32    1
44    189    25    26  0.454829  {0,3,0}     23    1
112   200   135   136  0.644171  {1,0,0}     38    1
23    201    51    52  0.431592  {0,3,0}     29    1
111   205    49    56  0.120917  {0,3,0}     36    0
98    256   231   232  0.662030  {1,1,0}     24    1
43    290    54    55  0.228498  {0,3,0}     28    1
116   307   102   103  0.658319  {1,0,0}     21    1
88    345   180   181  0.446108  {0,2,0}     24    0
52    368    74    75  0.643464  {1,0,0}     24    1
26    431    49    50  0.124010  {1,1,0}     26    1
51    433   139   140  0.421832  {0,1,0}     21    1
64    440   194   242  0.211709  {0,3,0}     25    1
95    445   166   175  0.623489  {1,1,0}     33    1
87    464   155   156  0.828830  {0,1,0}     20    1
73    482   113   115  0.465370  {0,1,0}     32    1
15    509    59    72  0.824130  {0,2,0}     39    1
118   511   223   224  0.715569  {1,1,0}     31    1
46    526   141   142  0.938490  {0,2,0}     25    1
124   539   249   252  0.952404  {1,1,0}     27    1
113   548   155   156  0.098827  {0,1,0}     37    1
16    556   164   165  0.307845  {0,1,0}     37    1
28    559    17    19  0.882839  {0,1,0}     24    1
117   571   220   221  0.198146  {1,1,0}     37    1
94    573    93    94  0.583187  {0,3,0}     30    1
14    574    60    68  0.861339  {0,2,0}     27    1
24    579   228   230  0.185273  {0,2,0}     33    1
7     591   221   222  0.408710  {0,1,0}     27    1
42    602    91    92  0.747104  {0,3,0}     23    0
110   611   206   207  0.829997  {0,3,0}     33    0
86    619    11    42  0.282480  {0,1,0}     26    1
85    620    18    20  0.501424  {0,2,0}     35    1
48    630    90    91  0.158010  {0,1,0}     39    0
2     636   193   246  0.603002  {0,1,0}     39    1
3     641   172   173  0.767768  {1,0,0}     35    1
31    677   164   169  0.003216  {0,1,1}     28    0
8     686   192   194  0.362330  {1,0,0}     31    1
5     696   203   204  0.726178  {0,1,1}     28    1
30    697    47    48  0.238956  {0,3,0}     39    0
123   709    67    68  0.539989  {0,2,0}     33    1
22    733    12    16  0.528888  {0,3,0}     33    0
63    740   125   152  0.850182  {0,3,0}     33    0
69    744   197   199  0.783284  {0,1,0}     33    0
66    746   170   174  0.040648  {0,1,0}     36    0
55    757   188   189  0.557473  {0,1,1}     27    1
67    772    91    96  0.267914  {0,2,0}     30    1
71    783   220   221  0.047726  {0,3,0}     23    1
29    784   162   163  0.401375  {0,2,0}     37    1
32    802   166   175  0.693217  {0,1,1}     32    1
68    821    23    87  0.328540  {0,3,0}     31    0
109   837    70    79  0.508271  {1,1,0}     39    1
18    839    95    96  0.302109  {0,1,0}     22    0
59    842    17    22  0.183723  {1,0,0}     25    1
6     847    97   115  0.817161  {0,1,0}     29    0
17    878    50    53  0.221705  {0,2,0}     40    1
82    886    42    43  0.376090  {0,1,1}     20    1
96    898    99   132  0.894893  {0,2,0}     26    0
36    918   109   110  0.681750  {1,0,0}     23    1
41    920   166   178  0.667178  {1,1,0}     28    1
4     924   236   237  0.788421  {0,1,0}     26    0
76    928   175   177  0.247125  {0,1,0}     26    0
120   929    36    38  0.744272  {1,1,0}     20    1
27    940    69    70  0.227988  {0,1,1}     24    1
10    941   239   243  0.511961  {1,1,0}     33    1
106   948   174   183  0.116754  {0,2,0}     28    1
81    951     4     5  0.327634  {1,0,0}     32    1
47    953    90    92  0.132696  {0,2,0}     25    0
20    974    97   115  0.644118  {0,3,0}     23    1
50    974   233   235  0.712730  {0,1,0}     25    1
74    975   155   156  0.415127  {0,3,0}     38    1
35    978   240   241  0.996788  {0,3,0}     32    0
103   980   198   199  0.239831  {1,0,0}     37    1
78    984   143   144  0.182376  {1,1,0}     22    1
13    991    42    43  0.336314  {1,0,0}     35    1
70    995    74    75  0.116852  {1,0,0}     36    1
100   997   106   118  0.808507  {0,2,0}     29    1
115  1002     4     5  0.291309  {0,2,0}     28    0
25   1019   171   172  0.312784  {0,1,0}     27    1
21   1019   253   254  0.443226  {1,1,0}     21    1
19   1023   119   120  0.246040  {1,0,0}     20    1
108  1051   250   251  0.452306  {0,3,0}     36    1
101  1064   234   239  0.130153  {1,1,0}     27    1
97   1078   205   207  0.738448  {0,1,1}     23    0
56   1078   101   112  0.762881  {0,1,0}     38    1
62   1094   174   182  0.376030  {0,1,0}     33    1
40   1097    82    83  0.734064  {0,1,0}     27    1
0    1098   217   218  0.569314  {1,1,0}     39    1
121  1106    68    69  0.319859  {0,0,1}     37    1
90   1109    13    14  0.747081  {0,0,1}     31    1
60   1111   251   252  0.317064  {1,0,0}     24    1
105  1114   206   207  0.010858  {0,1,0}     35    0
12   1121    82    83  0.164905  {0,1,0}     24    1
65   1132    63    65  0.322416  {0,3,0}     28    1
89   1146    67    68  0.318510  {1,0,0}     35    1
125  1151   221   222  0.593656  {0,1,0}     34    1
122  1160    16    17  0.622683  {0,2,0}     27    0
11   1163    56    57  0.263042  {1,0,0}     20    0
99   1165   129   130  0.834520  {0,1,1}     29    0
80   1170   181   182  0.725986  {1,0,0}     40    0
38   1171    53    54  0.683255  {1,0,0}     40    0
53   1181   103   104  0.495232  {0,2,0}     38    1
33   1186    49    56  0.491005  {0,1,0}     27    0
83   1189   197   199  0.169487  {1,0,0}     25    1
45   1204    25    26  0.247673  {0,2,0}     30    1
61   1206     9    10  0.758990  {0,1,1}     21    0
49   1210    70    71  0.058440  {1,1,0}     40    1
102  1233   202   203  0.439300  {1,0,0}     35    1
119  1239   116   123  0.729764  {0,3,0}     33    0
104  1271   158   159  0.535777  {0,1,0}     28    1
127  1290   126   127  0.615311  {0,0,1}     30    1
92   1305    39    52  0.745093  {0,3,0}     21    0
91   1326   121   122  0.931390  {0,1,1}     36    0
114  1349   244   245  0.304676  {0,1,0}     23    0
107  1376    72    73  0.762361  {0,2,0}     30    1
58   1378   126   150  0.066754  {0,2,0}     38    0
9    1386   204   206  0.322493  {0,1,0}     36    0
79   1406    66    92  0.029725  {0,1,0}     39    1
1    1419    89    97  0.677146  {0,1,0}     36    1
