map EGL-G2-E
fac 5 10 {0,197,36,30,1}
hosp 2 {0,112}
n_ALS 7 1 {2:0,2:197,3:30}
n_BLS 17 1 {2:0,1:36,6:30,8:1}
n_CLS 6 0 {1:0,2:197,2:36,1:30}
      c_m  head  tail      c_af      c_d  c_tau  c_h
104    16    48    57  0.239006  {0,1,1}     23    1
33     27     5     6  0.367007  {1,1,0}     26    1
102    28   174   182  0.845093  {0,3,0}     31    0
123    31   131   132  0.358272  {0,2,0}     27    1
39     54   174   182  0.667326  {0,0,1}     32    1
44     77   125   152  0.247797  {0,3,0}     23    1
13     77    92    93  0.994148  {1,1,0}     22    1
48     79    79    80  0.214294  {0,1,0}     23    0
105   156   240   242  0.619340  {1,1,0}     27    1
17    194   179   183  0.023551  {0,3,0}     39    0
87    200   216   218  0.872038  {1,0,0}     28    1
125   203    11    42  0.775347  {0,1,1}     24    1
43    227   132   133  0.165693  {0,0,1}     25    1
121   271   141   150  0.111877  {0,2,0}     37    1
76    301    76    78  0.278243  {1,0,0}     21    1
106   352    96    98  0.423061  {0,2,0}     30    0
12    375   181   182  0.543333  {0,3,0}     38    0
68    389   174   189  0.900587  {1,0,0}     31    1
50    425    80    81  0.099504  {0,1,1}     21    1
1     434    81    89  0.223353  {1,0,0}     23    1
72    450   120   170  0.305660  {0,3,0}     32    0
31    466   174   189  0.436511  {0,2,0}     23    0
53    474    89    90  0.255003  {1,0,0}     39    1
65    475   221   222  0.870393  {0,3,0}     25    1
51    486    15    17  0.618640  {0,1,0}     40    1
101   508   213   215  0.415613  {1,0,0}     39    1
86    528   133   135  0.158169  {0,2,0}     26    1
114   547    24    26  0.272113  {0,1,0}     25    1
15    571    89    90  0.385979  {0,3,0}     30    0
110   577   245   246  0.798600  {0,1,0}     26    1
47    582   177   181  0.656708  {0,1,0}     37    1
45    609    76    78  0.706675  {1,1,0}     37    1
90    624    38    40  0.176487  {0,1,0}     24    1
61    625    46    47  0.392586  {1,0,0}     30    1
59    633   153   154  0.915133  {0,3,0}     26    1
2     633   174   183  0.516849  {1,0,0}     25    1
118   640    45    64  0.042179  {1,0,0}     33    1
78    652    21    35  0.526825  {1,1,0}     39    1
92    652   123   124  0.828643  {0,2,0}     40    0
11    653    67    69  0.864949  {0,3,0}     27    0
119   654   131   132  0.368753  {0,2,0}     29    1
60    672   140   142  0.221079  {0,1,1}     25    0
57    674   192   193  0.423958  {0,3,0}     32    0
66    689    67    69  0.899307  {1,0,0}     40    1
3     695   190   191  0.269822  {0,3,0}     38    1
80    699   226   227  0.728167  {1,1,0}     40    1
94    700   113   114  0.455861  {0,2,0}     24    0
21    705   154   158  0.090933  {0,1,0}     31    0
100   718   130   131  0.863146  {0,1,0}     35    0
29    721    24    25  0.211729  {0,1,0}     33    1
37    728   102   103  0.738672  {0,1,0}     23    0
122   734    87    88  0.620393  {1,1,0}     20    1
41    748   111   114  0.319516  {0,2,0}     34    0
107   751    54    58  0.314405  {0,2,0}     34    1
127   758   211   212  0.554878  {0,1,0}     25    1
75    782    50    53  0.895850  {0,1,0}     25    1
71    782   155   156  0.747918  {0,2,0}     28    0
27    794   227   233  0.003636  {1,1,0}     26    1
46    795   156   157  0.338547  {1,0,0}     36    1
96    797    74    75  0.828592  {0,1,0}     38    1
73    797     1    12  0.781873  {0,0,1}     28    0
49    809    72    73  0.366978  {1,1,0}     24    1
103   810   164   169  0.800672  {0,1,0}     40    1
30    813   106   118  0.829346  {0,0,1}     32    0
81    827     2    14  0.400173  {1,1,0}     28    1
113   830    43    45  0.868414  {0,2,0}     34    1
83    833    82    85  0.979010  {1,2,0}     34    0
63    858    43    45  0.094014  {0,0,1}     30    1
109   865   186   198  0.632122  {1,0,0}     32    1
19    882   178   185  0.347052  {0,2,0}     34    1
8     885    26    28  0.306157  {0,1,0}     27    0
32    888   209   216  0.863764  {1,1,0}     39    1
9     895   135   147  0.586997  {0,0,1}     36    1
98    902   204   205  0.649638  {0,3,0}     29    0
22    902    29    30  0.610464  {1,1,0}     26    1
35    910    48    49  0.851856  {0,2,0}     21    0
120   916   226   251  0.111375  {1,1,0}     22    1
