map EGL-G2-A
fac 5 10 {0,196,143,48,235}
hosp 1 {0}
n_ALS 5 1 {2:0,2:143,1:235}
n_BLS 21 1 {2:0,4:196,2:143,6:48,7:235}
n_CLS 6 0 {1:196,2:143,3:48}
      c_m  head  tail      c_af      c_d  c_tau  c_h
61      0    23   171  0.522469  {0,1,1}     39    0
23     46    63    64  0.431591  {1,0,0}     35    1
63     54    66    93  0.950231  {1,1,0}     39    1
91     81   157   161  0.194704  {0,0,1}     30    0
51    191    11    42  0.770711  {1,0,0}     33    1
71    197   216   218  0.540888  {1,2,0}     28    1
20    280    79    80  0.262674  {0,2,0}     28    0
12    328   195   248  0.855707  {1,0,0}     23    1
60    339   177   180  0.025676  {0,1,0}     23    1
65    342    31    32  0.844381  {0,1,0}     37    0
96    371    43    46  0.745852  {0,1,0}     30    1
62    394   208   209  0.884409  {1,0,0}     29    1
70    414    87    88  0.737105  {0,1,0}     38    0
21    421   217   219  0.597513  {0,1,0}     38    1
77    421   163   168  0.175071  {1,0,0}     22    1
85    443   142   143  0.080076  {0,1,0}     28    0
1     450    92    93  0.306881  {0,2,0}     38    0
66    504    28    29  0.167198  {1,1,0}     20    1
32    507    69    80  0.008433  {1,1,0}     39    1
26    509   124   125  0.218486  {1,1,0}     22    1
59    521   219   220  0.560885  {1,0,0}     38    1
31    539   213   214  0.166393  {0,1,0}     39    0
105   541    57    61  0.616890  {0,0,1}     29    1
56    542    72    73  0.987242  {0,3,0}     38    0
24    545   246   247  0.259098  {1,0,0}     21    1
75    548   247   249  0.941812  {1,0,0}     21    1
29    549   226   251  0.697640  {0,2,0}     29    0
13    559   223   224  0.041288  {0,2,0}     25    0
36    575   185   187  0.435301  {0,2,0}     28    0
73    579     3    23  0.243849  {0,1,0}     34    1
112   579   164   169  0.225492  {0,1,0}     35    1
11    595    25    26  0.812147  {0,2,0}     20    1
42    595   250   251  0.310965  {0,1,0}     24    1
52    595     6     7  0.592612  {0,0,1}     29    0
44    600    81    89  0.861606  {0,3,0}     36    0
25    602    71    72  0.140532  {0,1,1}     24    1
15    603     6     7  0.849051  {0,1,0}     30    1
116   610   120   162  0.543546  {0,3,0}     26    0
78    616    50    51  0.151822  {0,1,1}     27    0
87    619   180   181  0.412035  {1,0,0}     40    1
19    619   237   238  0.931653  {1,3,0}     23    1
124   621   252   253  0.903478  {1,1,0}     34    1
115   627    95    99  0.322794  {0,2,0}     20    1
39    633   223   224  0.020300  {0,1,0}     25    0
47    654   159   160  0.194858  {1,0,0}     28    1
109   660   139   140  0.286566  {0,0,1}     36    0
18    667   129   138  0.861405  {0,3,0}     34    1
113   670   227   231  0.911922  {0,2,0}     26    1
103   681   181   182  0.204449  {0,2,0}     33    0
6     717    20    21  0.209250  {0,0,1}     38    0
45    718    86    87  0.904046  {0,1,1}     22    0
114   719   105   107  0.950782  {1,1,0}     21    1
102   721   126   150  0.384257  {0,1,1}     38    0
14    742   166   178  0.169380  {1,1,0}     20    1
98    744   192   193  0.327132  {1,2,0}     24    1
121   748   239   240  0.547428  {0,2,0}     31    0
89    775   122   123  0.682205  {0,2,0}     33    1
55    788   192   193  0.851550  {1,0,0}     24    1
120   790    35    36  0.797699  {1,1,0}     36    1
40    791    28    29  0.861401  {1,1,0}     38    1
67    796    97   112  0.975462  {0,1,0}     26    1
99    801    92    93  0.955592  {1,0,0}     21    1
16    804   217   218  0.124057  {0,1,0}     30    1
50    810     2     3  0.197485  {1,0,0}     39    1
110   824    89    97  0.136920  {0,2,0}     23    1
