map EGL-G1-E
fac 5 10 {0,164,81,147,123}
hosp 1 {0}
n_ALS 7 1 {2:0,3:81,1:147,1:123}
n_BLS 23 1 {6:0,6:164,8:147,3:123}
n_CLS 5 0 {2:0,2:164,1:123}
      c_m  head  tail      c_af      c_d  c_tau  c_h
48     19   158   160  0.346115  {1,1,0}     25    1
64     36    42    43  0.049477  {0,0,1}     40    1
26     55   215   216  0.914930  {0,1,1}     20    1
86    175   100   111  0.125908  {0,2,0}     27    1
23    202   204   209  0.332159  {1,0,0}     25    1
16    305   129   130  0.143116  {1,1,0}     38    1
99    337    75    77  0.770436  {0,1,0}     24    0
120   427    10    11  0.912645  {0,2,0}     39    0
30    428   244   249  0.679518  {0,2,0}     36    0
83    433    10    11  0.938619  {0,1,0}     23    1
102   449    50    53  0.383951  {1,1,0}     40    1
92    454   192   193  0.259885  {1,1,0}     26    1
34    473   204   205  0.748377  {1,1,0}     31    1
104   474   145   146  0.656808  {1,2,0}     27    1
78    483    16    17  0.222740  {1,0,0}     27    1
21    489   203   210  0.102815  {0,2,0}     22    0
82    518   178   182  0.093913  {1,2,0}     21    1
111   525   160   164  0.433216  {0,1,0}     31    0
11    549     2     3  0.414045  {1,3,0}     20    1
39    552    43    46  0.490668  {1,1,0}     35    0
31    553    37    74  0.590394  {0,1,1}     33    0
28    558   244   245  0.120482  {0,2,0}     24    1
12    562   203   210  0.962683  {0,2,0}     36    1
17    569   124   151  0.914641  {1,0,0}     29    1
24    581    56    57  0.996452  {0,3,0}     23    1
103   581   149   150  0.343333  {0,0,1}     22    0
74    585   210   212  0.659969  {0,2,0}     20    0
42    600   232   234  0.999708  {1,0,0}     20    1
3     606     7    30  0.631947  {0,3,0}     30    0
84    610     3    23  0.515538  {0,3,0}     38    0
110   617   228   230  0.363652  {0,1,0}     31    1
14    627   100   101  0.491621  {0,0,1}     24    1
89    628    50    53  0.372068  {0,1,0}     28    0
36    630   237   238  0.333947  {0,2,0}     32    1
73    645    48    49  0.955886  {0,0,1}     39    1
75    649    43    45  0.866289  {0,1,1}     34    0
98    655    31    38  0.525304  {0,0,1}     22    1
109   665     7    30  0.171062  {1,0,0}     29    1
