map EGL-G1-E
fac 5 10 {0,24,153,215,176}
hosp 2 {0,239}
n_ALS 5 1 {2:0,1:153,2:215}
n_BLS 24 1 {2:0,3:24,6:153,8:215,5:176}
n_CLS 6 0 {1:0,1:24,2:153,2:176}
      c_m  head  tail      c_af      c_d  c_tau  c_h
18      8    94    98  0.055062  {0,2,0}     34    0
24     45   225   248  0.527645  {1,0,0}     31    1
95     50   220   222  0.464113  {1,1,0}     31    1
14     54   206   207  0.101088  {1,1,0}     32    1
124    59    72    73  0.444549  {0,2,0}     39    1
9      81    81    82  0.848954  {1,0,0}     40    1
28     95    23   229  0.155478  {0,2,0}     24    1
39     96     3    23  0.059958  {1,1,0}     26    1
112   130     7    30  0.352545  {1,0,0}     29    1
8     137   215   216  0.489322  {1,1,0}     32    1
106   173   238   240  0.793667  {0,3,0}     24    0
114   196    75    76  0.218786  {1,0,0}     32    1
42    225   178   183  0.766350  {0,2,0}     32    1
113   226   180   181  0.818475  {0,2,0}     29    1
87    308   213   216  0.568093  {1,0,0}     36    1
115   325   232   233  0.977527  {1,0,0}     23    1
61    335   193   194  0.868172  {0,2,0}     25    0
72    340   197   198  0.625081  {0,3,0}     37    0
32    388   110   113  0.197225  {0,1,0}     23    1
60    395    36    37  0.582200  {0,2,0}     39    1
37    395   169   170  0.729867  {0,2,0}     29    1
0     410    55    56  0.476203  {0,3,0}     23    1
116   413   211   213  0.334101  {0,2,0}     39    0
6     425     9    34  0.709496  {0,2,0}     21    1
89    434   144   145  0.592612  {0,2,0}     26    0
79    438   222   225  0.571529  {0,1,0}     24    1
62    439   212   218  0.704688  {0,2,0}     30    1
70    485    61    62  0.574077  {0,2,0}     30    1
56    492   142   144  0.509858  {0,1,0}     40    1
71    502   124   151  0.524805  {1,2,0}     26    1
66    537   100   111  0.460615  {0,2,0}     39    1
1     548    78    79  0.686361  {0,1,0}     34    0
16    553   222   225  0.318449  {0,2,0}     40    1
101   560    68    79  0.847053  {0,3,0}     28    0
57    563   111   112  0.364439  {0,2,0}     26    0
108   566   202   204  0.391460  {0,1,1}     22    1
110   567   234   235  0.768472  {0,2,0}     22    0
127   588    12    13  0.224235  {1,1,0}     34    1
11    621    58    59  0.099776  {1,1,0}     40    1
74    622   157   158  0.269761  {0,1,0}     24    1
26    624    57    61  0.471626  {0,3,0}     27    0
31    650    31    32  0.121340  {0,3,0}     26    1
51    651   177   178  0.864764  {0,2,0}     35    0
3     658     3    15  0.619481  {1,1,0}     20    1
111   686   238   239  0.693072  {1,1,0}     37    1
109   690    49    56  0.975563  {1,0,0}     36    1
94    695   210   212  0.253419  {0,2,0}     24    1
63    700   127   138  0.322849  {0,3,0}     36    0
5     701    88    96  0.836034  {0,1,0}     28    1
105   721   134   146  0.054206  {0,3,0}     28    0
126   722   156   160  0.618441  {0,1,0}     32    1
35    728   105   107  0.911152  {0,0,1}     39    1
123   730   202   203  0.283831  {1,1,0}     29    1
121   733     5    23  0.933740  {0,1,0}     20    1
38    734   103   104  0.517998  {0,0,1}     22    1
34    746    69    70  0.054681  {0,1,0}     37    1
36    749   179   180  0.070456  {0,3,0}     20    1
4     752   112   113  0.938594  {0,3,0}     40    1
23    756   158   159  0.481760  {0,0,1}     32    0
29    759   142   144  0.840579  {0,2,0}     24    1
93    772   124   151  0.425556  {0,2,0}     40    0
76    777    16    17  0.468400  {1,0,0}     37    1
64    778   160   163  0.915726  {0,2,0}     23    1
67    799    94    95  0.189061  {0,2,0}     36    0
41    812   163   164  0.247439  {0,1,0}     38    1
122   833    12    13  0.854589  {0,2,0}     24    1
2     835    96   111  0.749853  {0,2,0}     32    0
88    836    91    92  0.840488  {0,2,0}     21    0
120   861    70    72  0.562648  {0,1,0}     34    1
77    873   120   121  0.479501  {1,0,0}     21    1
80    877   212   243  0.923602  {0,2,0}     38    0
69    889   185   186  0.111216  {0,2,0}     38    1
19    893   210   212  0.819943  {0,2,0}     28    1
75    904   176   180  0.485038  {1,3,0}     34    1
103   905   155   156  0.550544  {0,1,0}     36    1
52    920    23   170  0.229414  {0,2,0}     40    1
58    921   130   131  0.563462  {0,1,1}     34    1
86    925   136   137  0.478980  {0,0,1}     35    1
17    926    67    68  0.453669  {0,1,0}     32    0
43    927     5    23  0.061066  {0,2,0}     39    1
65    953   160   163  0.901193  {1,1,0}     24    1
10    960    75    76  0.673792  {0,1,0}     20    1
20    967    43    45  0.512937  {1,2,0}     22    1
96    992    49    50  0.829024  {0,0,1}     21    0
30    999    46    47  0.200754  {0,2,0}     33    0
68   1000   204   205  0.805052  {0,1,1}     40    0
82   1022    94    95  0.669580  {0,3,0}     33    0
84   1023     5    26  0.739832  {0,2,0}     36    0
48   1029    90    91  0.796894  {0,2,0}     25    0
118  1049    88    96  0.207896  {0,1,1}     30    0
33   1055   164   165  0.387410  {0,0,1}     25    1
107  1081   232   233  0.572151  {0,3,0}     28    0
99   1082   244   248  0.494324  {1,1,0}     21    1
102  1093   237   238  0.238632  {1,1,0}     39    1
125  1107   244   248  0.986885  {0,3,0}     30    1
54   1120    19    25  0.084246  {1,0,0}     30    1
83   1121   190   191  0.889701  {0,1,1}     30    1
117  1123   128   137  0.007452  {0,1,1}     38    0
12   1143   156   162  0.008796  {1,0,0}     38    1
44   1148    27    30  0.774334  {1,1,0}     30    1
55   1153   191   193  0.176599  {0,1,0}     29    0
100  1178    94    95  0.472917  {0,0,1}     21    1
27   1184   240   242  0.176978  {1,1,0}     20    1
104  1189   142   144  0.410597  {0,2,0}     26    0
45   1196   135   136  0.239189  {0,1,1}     21    0
78   1196    17    22  0.177984  {1,0,0}     20    1
50   1204   135   136  0.773286  {1,1,0}     27    0
47   1216   222   225  0.846928  {1,2,0}     33    1
21   1220   210   211  0.141981  {0,2,0}     21    1
97   1244    15    17  0.826154  {0,1,0}     33    1
53   1252     0     1  0.734818  {1,1,0}     40    1
22   1275    66    67  0.359649  {0,1,0}     34    1
98   1287   130   131  0.402640  {0,1,1}     39    0
59   1293     7     8  0.641187  {0,1,1}     28    0
119  1297    56    57  0.308347  {0,1,1}     24    1
13   1300   166   167  0.414406  {0,1,1}     31    1
90   1304    47    64  0.785058  {0,1,1}     27    0
81   1322    43    44  0.688276  {0,2,0}     21    1
85   1332    29    31  0.681492  {0,1,0}     28    0
7    1344   157   158  0.326960  {0,1,0}     29    0
73   1344    23   170  0.566775  {0,0,1}     33    0
91   1356    50    53  0.333008  {0,2,0}     20    0
15   1360   212   243  0.323881  {0,1,1}     20    0
49   1362   151   152  0.302366  {0,1,0}     26    0
40   1370   102   103  0.389472  {1,0,0}     34    1
25   1376   196   203  0.780315  {1,1,0}     40    1
92   1408    35    36  0.172453  {0,1,0}     26    0
46   1427    10    41  0.391474  {0,2,0}     30    1
