map EGL-G1-B
fac 5 10 {0,83,150,84,232}
hosp 1 {0}
n_ALS 7 1 {1:0,5:84,1:232}
n_BLS 18 1 {4:0,1:83,5:150,3:84,5:232}
n_CLS 5 0 {1:0,1:150,2:84,1:232}
      c_m  head  tail      c_af      c_d  c_tau  c_h
57     14    24    25  0.554229  {1,0,0}     30    1
104    32   144   145  0.661485  {0,1,0}     25    1
9      33   101   110  0.372297  {0,2,0}     29    0
45     36     4     5  0.806873  {1,0,0}     31    1
8      44   153   156  0.093912  {1,0,0}     37    1
88     50   146   147  0.544666  {0,1,0}     26    0
94     51    62    63  0.207109  {0,1,0}     20    0
79     88    42    43  0.709854  {0,2,0}     32    1
58    104    71    72  0.893539  {1,0,0}     38    1
107   112   185   192  0.119238  {0,1,0}     36    1
124   123    70    72  0.875426  {0,2,0}     23    0
42    130   180   181  0.472965  {0,2,0}     28    0
81    219   179   180  0.424946  {1,1,0}     30    1
63    232    32    33  0.869667  {0,1,0}     31    1
84    271   139   140  0.356160  {0,3,0}     36    1
43    299     6    27  0.610613  {0,2,0}     34    0
22    305   123   124  0.766484  {0,1,0}     21    1
105   311   195   196  0.601718  {0,2,0}     20    0
77    324   179   180  0.968843  {0,2,0}     35    0
114   353   134   135  0.591569  {0,1,0}     35    1
72    402   210   211  0.752703  {0,1,0}     36    1
119   427    96    97  0.634750  {0,2,0}     24    1
44    433    53    54  0.524763  {0,2,0}     28    1
71    446   240   241  0.126082  {0,2,0}     25    1
21    449   174   176  0.273546  {0,1,0}     35    0
108   454    78    79  0.438737  {0,1,0}     23    0
109   484   120   121  0.774906  {0,3,0}     31    0
85    485   190   191  0.814449  {1,1,0}     25    1
82    486    89    91  0.802555  {0,1,0}     32    1
95    496   195   197  0.792659  {0,1,0}     25    1
122   507    32    33  0.639028  {0,1,0}     35    1
13    518   228   229  0.996252  {1,0,0}     30    1
36    524   244   245  0.410145  {1,1,0}     39    1
49    534   128   129  0.002043  {0,3,0}     24    0
73    535   102   103  0.069108  {1,0,0}     22    1
37    544    75    77  0.386245  {0,3,0}     25    1
29    545   130   131  0.426928  {0,2,0}     24    1
78    547   213   216  0.598523  {0,3,0}     26    0
101   553    53    54  0.430825  {1,1,0}     31    1
96    560    36    38  0.200368  {0,1,1}     21    0
123   571   226   231  0.559386  {0,2,0}     39    0
34    597   231   236  0.661005  {0,0,1}     33    0
41    618   165   177  0.872793  {0,3,0}     23    1
125   621    95    97  0.290214  {0,1,0}     30    1
103   631   116   118  0.338339  {1,0,0}     34    1
38    639   162   167  0.594412  {1,0,0}     21    1
14    643   147   148  0.038637  {0,1,0}     23    0
2     645    95    97  0.263000  {0,1,0}     20    1
3     650    83    85  0.979771  {0,1,0}     26    1
20    652    23   149  0.933280  {0,3,0}     25    1
111   660   116   118  0.684682  {0,1,0}     29    1
39    661   123   124  0.160719  {1,0,0}     40    1
76    667   195   196  0.420356  {0,2,0}     27    1
40    683    55    56  0.852236  {0,1,0}     36    0
27    683   165   174  0.461766  {1,0,0}     34    1
62    685   105   107  0.805557  {1,1,0}     25    1
55    689   116   117  0.839379  {0,2,0}     21    0
126   690    42    43  0.499725  {0,1,1}     39    0
50    707   220   222  0.899190  {0,1,0}     26    1
90    708     2    14  0.135027  {0,2,0}     36    1
89    709   126   127  0.054309  {1,0,0}     40    1
32    711    72    73  0.202478  {0,2,0}     26    0
25    713   202   204  0.684057  {1,1,0}     36    1
54    727    34    41  0.527693  {1,0,0}     38    1
47    729   162   167  0.698908  {0,2,0}     28    1
117   741    41    51  0.817461  {0,1,1}     27    1
60    743    46    47  0.766862  {0,3,0}     39    0
69    787   229   230  0.991929  {0,2,0}     36    0
113   789    92    93  0.614687  {1,1,0}     22    1
26    802   193   194  0.772826  {0,3,0}     30    0
5     811   195   196  0.272409  {0,0,1}     28    0
70    818   195   197  0.355872  {0,2,0}     21    0
59    827   240   242  0.492154  {1,1,0}     30    1
53    838    17    22  0.189892  {0,1,0}     22    0
4     842   199   201  0.379006  {1,2,0}     22    1
7     863   119   169  0.800892  {0,2,0}     32    1
28    869    22    24  0.787158  {0,2,0}     35    1
86    875    43    44  0.569000  {0,1,0}     26    1
91    878    86    87  0.219393  {0,1,0}     31    0
19    884   184   185  0.470775  {0,0,1}     33    1
23    894    39    52  0.944575  {0,2,0}     32    1
112   900   105   117  0.748812  {0,1,0}     36    0
116   905   155   156  0.551658  {0,2,0}     22    1
106   913   144   147  0.876946  {1,1,0}     37    1
24    924   188   189  0.766813  {1,1,0}     36    1
18    924   180   181  0.764081  {0,1,0}     34    1
61    931    47    64  0.588237  {0,2,0}     28    1
118   932    58    59  0.680284  {0,2,0}     31    0
98    950   166   167  0.458370  {0,2,0}     38    1
127   958   225   248  0.995809  {1,1,0}     35    1
67    986   139   140  0.933417  {1,0,0}     27    1
64    988    63    64  0.000646  {0,1,0}     32    1
46    992    69    70  0.956920  {0,0,1}     34    0
80    996   156   162  0.069186  {1,0,0}     35    1
87   1003    84   100  0.490602  {0,2,0}     23    1
33   1006   243   244  0.554635  {1,1,0}     29    1
16   1017    46    47  0.111242  {0,1,0}     20    1
15   1048   157   158  0.418042  {0,3,0}     28    1
52   1052    31    38  0.388142  {0,1,1}     27    1
30   1054   106   107  0.661739  {0,1,0}     35    0
35   1054   243   244  0.854191  {0,3,0}     30    0
100  1067   226   231  0.109457  {0,1,0}     35    0
66   1069    82    83  0.872476  {1,1,0}     27    1
68   1083    80    88  0.589822  {0,1,0}     34    1
10   1085   129   136  0.484847  {0,2,0}     23    0
93   1087    53    54  0.165270  {0,2,0}     36    1
65   1114   240   241  0.402951  {1,0,0}     36    1
12   1116    96   111  0.115600  {0,2,0}     37    1
51   1117   179   180  0.115429  {0,1,1}     21    0
75   1123    89    90  0.386052  {0,1,0}     36    0
99   1136   140   141  0.543861  {0,2,0}     30    1
48   1161   119   169  0.788389  {0,1,0}     36    1
17   1169    19    20  0.917981  {0,1,0}     32    1
97   1179   207   209  0.351479  {0,3,0}     38    1
121  1202    71    72  0.731932  {1,1,0}     20    1
110  1214    88    89  0.029218  {0,3,0}     25    1
115  1240    23   229  0.491852  {1,1,0}     35    1
31   1267    59    71  0.216177  {0,2,0}     25    0
120  1290   213   216  0.506208  {0,3,0}     24    1
0    1302    58    59  0.563443  {0,1,1}     26    0
11   1303    31    32  0.707056  {0,1,0}     37    0
83   1305    50    51  0.481565  {1,2,0}     40    1
1    1319    90    95  0.911724  {0,2,0}     40    1
102  1351   189   190  0.328741  {0,0,1}     28    1
6    1359   160   163  0.107237  {0,2,0}     29    0
56   1379    75    77  0.401753  {0,2,0}     22    0
92   1400    63    64  0.827073  {1,3,0}     32    1
74   1421    75    77  0.224169  {0,3,0}     40    1
