map EGL-G1-C
fac 5 10 {0,144,229,109,134}
hosp 3 {0,112,238}
n_ALS 6 1 {2:0,1:144,1:229,1:109,1:134}
n_BLS 21 1 {8:0,4:144,4:229,4:109,1:134}
n_CLS 5 0 {2:144,2:229,1:109}
      c_m  head  tail      c_af      c_d  c_tau  c_h
58     23   115   116  0.924068  {0,1,1}     21    1
32     35   244   248  0.087203  {0,3,0}     39    1
49     61    83    84  0.607023  {0,1,0}     23    0
48     66   125   149  0.704380  {0,2,0}     33    0
1      91   132   133  0.591696  {0,2,0}     22    1
62    112   122   123  0.670899  {0,1,0}     24    0
122   138   174   175  0.158736  {0,2,0}     40    1
42    140   173   181  0.652379  {0,1,0}     21    0
10    144   225   227  0.037573  {0,3,0}     34    0
31    211    39    40  0.577156  {0,2,0}     23    1
88    235   155   161  0.146650  {0,3,0}     35    1
2     240   226   227  0.245777  {0,1,1}     34    1
87    258    46    47  0.931686  {0,1,1}     39    1
70    270   153   157  0.796177  {1,0,0}     33    1
61    292   122   123  0.237458  {0,1,0}     32    0
125   295   104   106  0.171179  {0,1,0}     32    1
114   307    18    19  0.456517  {1,0,0}     32    1
45    320   102   110  0.687145  {0,1,0}     21    1
78    378   232   233  0.198936  {0,1,0}     35    1
76    385   158   160  0.128136  {0,3,0}     24    1
43    416    15    17  0.631262  {0,0,1}     25    1
65    428    78    79  0.656811  {1,2,0}     39    1
118   434   165   174  0.532660  {1,0,0}     26    0
113   443   162   166  0.907014  {0,2,0}     37    0
28    469    20    21  0.191686  {0,3,0}     27    1
119   480   204   205  0.885515  {1,1,0}     39    1
89    491   126   127  0.708863  {0,1,0}     37    1
34    502   215   216  0.520054  {0,3,0}     38    1
101   504   107   108  0.824520  {0,2,0}     20    1
83    508   174   176  0.372340  {0,0,1}     23    1
90    510   149   150  0.008592  {1,0,0}     31    0
116   513   202   204  0.569936  {0,1,0}     31    1
25    515   242   243  0.786272  {0,2,0}     24    0
37    535   198   200  0.613013  {1,1,0}     29    1
50    535   124   151  0.458481  {1,1,0}     33    1
84    553    32    33  0.793589  {0,2,0}     26    0
67    559   176   180  0.378987  {0,2,0}     32    1
41    566    81    82  0.918538  {0,1,0}     37    1
107   576    70    71  0.714614  {1,1,0}     27    1
46    583   212   218  0.584432  {1,0,0}     29    1
74    611   166   167  0.193582  {0,2,0}     39    0
24    627   134   135  0.152584  {0,3,0}     22    0
105   630    73    74  0.054789  {1,0,0}     21    1
68    640    49    50  0.117341  {1,3,0}     34    1
54    661   165   177  0.545556  {0,1,0}     28    0
82    663   149   150  0.480039  {0,1,0}     35    1
95    675   102   110  0.539646  {0,2,0}     27    1
40    676   112   114  0.489161  {0,2,0}     28    1
86    679    40    41  0.581562  {0,1,0}     36    1
64    688   195   197  0.328091  {0,1,0}     22    1
21    696    32    34  0.009902  {1,0,0}     29    1
100   698   227   228  0.487052  {0,1,1}     27    1
36    712   203   210  0.014436  {0,3,0}     26    1
35    714   220   222  0.418262  {1,1,0}     37    1
72    740   191   193  0.382131  {1,0,0}     35    1
81    748   171   172  0.169269  {0,2,0}     40    0
97    751     3     4  0.933875  {1,1,0}     32    1
22    754   140   141  0.362408  {0,1,1}     26    0
93    798    98   130  0.893093  {1,0,0}     39    1
19    806   225   227  0.456836  {1,1,0}     29    1
85    812   193   194  0.104184  {0,2,0}     31    0
99    814   191   194  0.575813  {1,1,0}     38    1
75    817   121   123  0.519754  {0,3,0}     35    0
126   836    23   229  0.356502  {0,0,1}     36    1
92    844   203   210  0.957801  {0,1,1}     30    0
66    845   120   121  0.785163  {0,0,1}     24    1
39    847   244   249  0.644051  {0,1,0}     20    0
30    851   146   147  0.087125  {0,1,1}     21    0
55    874   245   246  0.883369  {0,2,0}     31    1
60    882    75    76  0.112141  {0,2,0}     24    1
13    908    42    43  0.083681  {1,1,0}     26    1
106   911    96   114  0.018857  {1,1,0}     40    1
71    926    54    55  0.798503  {0,2,0}     22    0
121   932    50    51  0.487224  {1,1,0}     24    1
7     937    53    54  0.678673  {1,0,0}     20    1
0     945   228   230  0.659980  {0,1,0}     37    1
23    955   122   123  0.740478  {0,1,0}     27    1
80    959    23    86  0.004672  {0,0,1}     38    1
115   963   198   200  0.958014  {0,0,1}     21    1
77    969    75    76  0.059198  {0,1,0}     29    1
79    973    17    19  0.686328  {1,1,0}     40    1
