map EGL-G1-B
fac 5 10 {0,170,59,84,225}
hosp 1 {0}
n_ALS 9 1 {2:170,2:84,5:225}
n_BLS 21 1 {5:0,7:170,1:59,6:84,2:225}
n_CLS 10 0 {2:0,1:170,3:59,1:84,3:225}
      c_m  head  tail      c_af      c_d  c_tau  c_h
19      0     3     4  0.769488  {1,1,0}     28    1
8       6   137   138  0.362189  {0,1,0}     25    0
2      13   156   162  0.415169  {0,1,0}     22    0
35     24   165   177  0.570049  {0,2,0}     20    0
116    88    27    28  0.664566  {0,2,0}     40    1
96    107    45    64  0.178247  {0,3,0}     40    1
103   132   127   128  0.394885  {0,1,0}     20    1
58    157   140   149  0.574434  {0,1,1}     29    0
88    158   222   225  0.666156  {0,3,0}     20    0
74    173   228   230  0.148036  {0,2,0}     39    0
79    214   178   182  0.473815  {0,3,0}     30    0
9     279    11    42  0.323035  {0,1,0}     28    1
112   306   101   110  0.009138  {1,0,0}     31    0
5     343   129   136  0.860298  {0,2,0}     34    0
40    393    36    39  0.392249  {0,3,0}     24    1
21    459     6     7  0.021637  {0,2,0}     33    1
78    470   179   180  0.576208  {1,1,0}     32    1
27    473    80    81  0.941667  {0,2,0}     20    0
25    487   125   126  0.240027  {0,3,0}     40    1
56    518   196   197  0.919889  {0,2,0}     25    0
94    525    88    89  0.187331  {0,2,0}     27    1
68    576    73    74  0.501575  {1,1,0}     37    0
66    592   139   140  0.287520  {0,1,0}     38    0
65    638    94    98  0.645971  {0,3,0}     25    1
71    641   184   185  0.127186  {0,1,0}     40    1
38    650    80    88  0.155602  {0,2,0}     36    0
123   652   140   149  0.462297  {0,0,1}     26    0
34    652   161   162  0.137720  {0,0,1}     27    1
36    660    50    53  0.106134  {0,0,1}     29    1
113   666   140   149  0.939905  {1,0,0}     34    1
60    668   176   179  0.665199  {1,0,0}     26    1
64    674    54    58  0.615419  {0,3,0}     22    1
87    676   112   114  0.675915  {0,2,0}     37    1
17    677   184   185  0.177914  {0,3,0}     22    1
122   677   213   214  0.815330  {0,3,0}     36    0
72    680    61    62  0.119030  {0,2,0}     20    0
39    681   234   236  0.922996  {1,0,0}     21    1
86    682   195   196  0.275578  {0,2,0}     36    1
6     685   119   169  0.987445  {0,1,0}     24    1
14    687    71    72  0.713734  {0,0,1}     35    1
46    692    65    92  0.492033  {0,0,1}     27    1
97    697   225   226  0.692818  {1,1,0}     32    1
15    697    16    18  0.603796  {0,3,0}     30    1
69    702    81    82  0.117093  {0,2,0}     34    1
85    708   102   110  0.503606  {0,1,0}     24    1
22    711   169   173  0.489343  {1,0,0}     35    1
76    712   129   136  0.056852  {0,2,0}     30    1
33    713   120   121  0.827318  {0,2,0}     30    1
45    724    47    48  0.332183  {0,3,0}     25    1
37    726    89    90  0.812770  {0,2,0}     26    0
29    728   190   192  0.908274  {1,1,0}     20    1
3     728   244   245  0.387004  {0,2,0}     22    1
105   730     6    27  0.993041  {1,0,0}     29    1
93    731    96   114  0.450975  {0,2,0}     28    1
117   732   112   114  0.836568  {1,0,0}     24    1
70    732    53    54  0.054799  {1,1,0}     32    1
61    736   179   180  0.312376  {0,1,1}     33    0
90    737   140   149  0.432272  {0,3,0}     25    1
81    748    43    46  0.655463  {1,1,0}     33    1
111   754    26    28  0.606783  {0,1,1}     36    1
98    754    98   131  0.122722  {0,3,0}     35    0
32    765    12    16  0.434374  {1,0,0}     31    1
44    767   226   231  0.509285  {0,1,0}     36    1
31    772   202   203  0.477572  {1,0,0}     39    1
106   774    88    96  0.104931  {0,2,0}     36    0
102   801   166   167  0.257854  {0,1,0}     24    1
77    806   211   212  0.614734  {1,1,0}     23    1
16    812   138   139  0.711744  {1,1,0}     20    1
18    813   198   200  0.332687  {0,1,1}     24    0
57    817   195   197  0.062583  {1,3,0}     31    1
100   821   188   189  0.750923  {0,2,0}     26    0
73    835   193   194  0.636349  {0,1,0}     34    1
108   837   232   233  0.610945  {0,3,0}     39    1
89    857   210   212  0.601070  {0,0,1}     32    1
10    860     5    23  0.499831  {0,3,0}     33    1
47    871     5     6  0.007750  {1,1,0}     33    1
23    871    92    93  0.155632  {0,1,1}     31    0
126   880    39    72  0.857318  {1,0,0}     35    1
0     892    42    43  0.383045  {0,2,0}     34    0
91    904    13    14  0.434855  {0,2,0}     25    1
92    945   190   191  0.827873  {0,1,0}     28    0
127   946   139   140  0.086591  {0,3,0}     39    0
26    969   147   148  0.803997  {0,0,1}     40    0
118   990   196   203  0.385765  {1,1,0}     33    1
115   992     4     5  0.851346  {0,1,0}     25    0
67   1003    72    73  0.200270  {1,0,0}     30    1
11   1011    30    33  0.617824  {1,0,0}     27    1
12   1013   215   216  0.913862  {1,1,0}     40    1
49   1016    14    15  0.651646  {1,1,0}     36    1
82   1024    73    75  0.708120  {1,0,0}     22    1
63   1040    54    55  0.391747  {0,3,0}     28    1
42   1045    17    19  0.461150  {0,2,0}     36    1
51   1051    27    30  0.926571  {0,0,1}     32    1
41   1060   116   120  0.992077  {1,1,0}     33    1
48   1067    39    52  0.910477  {0,2,0}     23    1
55   1071    90    95  0.523484  {0,1,1}     20    1
99   1076   165   166  0.991498  {0,3,0}     21    1
62   1096   138   139  0.076013  {0,3,0}     23    1
53   1130    89    90  0.433531  {0,3,0}     36    0
95   1142   106   107  0.103367  {0,3,0}     34    0
4    1163   152   153  0.522950  {0,1,0}     20    0
101  1176   242   243  0.032286  {1,2,0}     31    1
50   1177    43    46  0.626228  {0,1,0}     26    1
20   1183    55    56  0.438781  {0,3,0}     22    1
75   1193   105   117  0.067094  {0,1,0}     37    1
119  1206   139   141  0.520950  {1,0,0}     21    1
52   1208   223   224  0.476471  {1,2,0}     26    1
83   1216   152   153  0.871405  {0,3,0}     21    0
114  1223    41    51  0.292290  {0,1,0}     34    1
84   1225   228   229  0.337947  {0,1,0}     22    0
110  1238   122   123  0.409723  {1,0,0}     21    1
125  1239    71    72  0.777873  {0,0,1}     25    0
120  1248   151   152  0.990673  {1,1,0}     38    1
104  1255   142   144  0.736779  {0,1,0}     25    1
43   1261   173   181  0.495201  {0,1,1}     31    1
13   1282   125   126  0.385879  {0,2,0}     33    0
80   1296    75    76  0.599337  {0,2,0}     35    0
7    1297    47    64  0.113005  {0,2,0}     20    1
121  1324   244   249  0.049531  {0,1,0}     20    1
28   1330   202   203  0.741173  {0,1,0}     24    1
59   1331   177   184  0.475929  {1,1,0}     22    1
1    1344   137   138  0.156921  {1,1,0}     28    0
54   1367   180   181  0.090548  {0,2,0}     32    1
30   1376   115   116  0.997846  {1,0,0}     24    1
124  1376    15    17  0.402753  {0,0,1}     22    0
107  1384    13    14  0.491646  {0,0,1}     27    0
24   1402   134   146  0.315349  {0,2,0}     39    1
109  1419    98    99  0.456940  {1,1,0}     31    0
