map EGL-G1-A
fac 5 10 {0,175,92,209,7}
hosp 1 {0}
n_ALS 9 1 {3:92,3:209,3:7}
n_BLS 15 1 {2:0,3:175,3:92,2:209,5:7}
n_CLS 9 0 {2:0,1:175,4:92,2:7}
      c_m  head  tail      c_af      c_d  c_tau  c_h
65     11   145   146  0.150216  {0,1,0}     33    1
85     26   128   137  0.794699  {0,1,0}     28    0
111    28   184   185  0.505822  {0,1,0}     32    0
32     37    65    92  0.101566  {0,3,0}     25    1
82     58   190   191  0.014820  {0,3,0}     29    1
114    94   142   144  0.890191  {1,1,0}     37    1
38    161    65    92  0.374315  {0,1,0}     20    0
100   187   151   154  0.151692  {0,1,0}     27    1
15    236   174   176  0.906373  {0,0,1}     27    0
63    278   135   145  0.033240  {1,0,0}     33    1
113   317   220   222  0.848078  {1,0,0}     29    0
77    339   206   207  0.172322  {0,1,1}     30    1
116   354    32    33  0.063328  {1,0,0}     38    1
54    382    35    36  0.522836  {0,1,0}     28    1
48    387   151   152  0.822381  {0,0,1}     21    0
124   420    56    57  0.966353  {0,1,0}     40    0
126   427    11    42  0.881033  {0,1,0}     36    1
90    439   216   217  0.099405  {0,2,0}     28    1
122   446   129   130  0.611105  {0,2,0}     29    1
89    458    24    25  0.061794  {0,2,0}     40    1
109   463     7     8  0.353901  {0,3,0}     27    1
14    477    81    82  0.826930  {0,3,0}     23    1
96    485   237   240  0.835969  {0,3,0}     20    1
91    499   152   153  0.328689  {1,1,0}     28    1
41    525    94    98  0.114951  {0,3,0}     38    0
66    531    20    21  0.750804  {0,3,0}     36    1
110   537    94    95  0.731717  {0,2,0}     36    0
50    544   116   120  0.508411  {0,1,0}     27    0
125   564     1    12  0.257600  {0,3,0}     20    0
43    565    96   111  0.071316  {0,3,0}     39    0
95    602   229   230  0.190433  {0,0,1}     24    1
35    623   128   137  0.941309  {0,1,0}     35    0
61    628    98   130  0.994148  {0,2,0}     33    1
112   640    53    55  0.919994  {1,1,0}     23    1
76    643   132   134  0.440322  {0,2,0}     25    1
