map EGL-G2-C
fac 5 10 {0,154,195,41,246}
hosp 1 {0}
n_ALS 8 1 {1:0,1:154,1:195,5:246}
n_BLS 18 1 {3:154,5:195,5:41,5:246}
n_CLS 5 0 {1:0,3:154,1:195}
      c_m  head  tail      c_af      c_d  c_tau  c_h
21     34    95    99  0.867255  {0,1,0}     32    1
35     45   210   215  0.868928  {0,0,1}     25    1
101    85   132   133  0.974887  {0,1,0}     38    1
95    109   125   150  0.254952  {0,3,0}     29    1
30    110    17    22  0.262666  {0,0,1}     23    1
114   111    70    79  0.476787  {0,1,1}     34    0
77    157    45    64  0.438710  {1,1,0}     40    1
74    175   105   106  0.023692  {0,1,0}     24    0
111   190    26    28  0.819206  {1,0,0}     24    1
66    282   125   150  0.435989  {0,1,0}     21    1
55    305   102   111  0.164847  {1,0,0}     36    1
89    336   129   138  0.032769  {0,1,0}     31    0
18    338   103   104  0.522543  {1,0,0}     22    1
29    355   140   141  0.090719  {0,2,0}     39    1
125   364    63    65  0.830846  {0,2,0}     23    1
96    371   152   155  0.699290  {0,1,0}     40    0
121   395   242   243  0.383726  {0,3,0}     21    1
109   429   142   143  0.833245  {0,3,0}     38    1
84    434    15    17  0.085936  {0,2,0}     27    1
80    446   121   122  0.279740  {0,3,0}     33    1
119   448    50    53  0.092036  {0,2,0}     35    0
93    465     7     8  0.047989  {0,2,0}     29    0
16    486     8     9  0.098981  {1,0,0}     29    1
82    486   129   130  0.011205  {0,3,0}     24    0
68    487   109   110  0.497333  {1,0,0}     23    1
59    501   196   198  0.617599  {0,2,0}     24    0
62    513    59    60  0.484411  {0,2,0}     36    1
32    524    59    72  0.744819  {1,0,0}     32    1
10    525    36    37  0.274261  {0,3,0}     29    1
38    529   240   242  0.727956  {1,0,0}     21    1
17    542    32    34  0.261375  {1,0,0}     27    1
102   547   132   133  0.358505  {1,1,0}     30    1
11    552    24    25  0.899348  {0,0,1}     26    1
90    553   205   207  0.181303  {0,2,0}     36    0
31    558   189   190  0.071910  {1,1,0}     29    1
49    564   113   114  0.508353  {0,1,0}     24    0
99    572   168   176  0.938052  {0,3,0}     21    0
63    574    11    42  0.182352  {0,3,0}     27    0
20    590    70    79  0.340850  {1,1,0}     23    1
15    594    76    77  0.047146  {0,1,0}     33    0
13    596   179   184  0.660441  {0,2,0}     28    1
12    601    23   237  0.977483  {1,1,0}     35    1
61    616    57    61  0.282850  {1,0,0}     40    1
103   618   166   167  0.927069  {0,0,1}     22    1
43    631    59    72  0.300147  {0,1,0}     26    1
36    639    57    61  0.437411  {0,1,0}     27    1
60    640   167   168  0.574764  {0,3,0}     22    1
23    645   117   119  0.416513  {1,0,0}     34    1
70    649    59    72  0.408636  {1,0,0}     36    1
118   660    10    41  0.567496  {0,1,0}     37    1
65    669    99   131  0.831447  {0,1,0}     38    1
22    671    71    72  0.348308  {0,2,0}     27    1
67    673   203   204  0.660360  {0,3,0}     34    1
0     677     5    26  0.249968  {0,1,0}     23    0
91    685    70    79  0.532231  {0,0,1}     39    1
88    717   104   114  0.720616  {0,3,0}     34    0
24    725    24    25  0.775546  {0,2,0}     24    0
34    726   125   152  0.811617  {0,2,0}     35    1
76    734   158   159  0.511315  {0,1,0}     33    1
126   737   101   112  0.869776  {1,0,0}     35    1
39    749    83    84  0.437681  {0,1,0}     28    0
64    755   196   197  0.102857  {1,1,0}     25    1
14    756    97    98  0.200103  {0,3,0}     22    1
53    764   122   124  0.805374  {0,3,0}     34    1
57    768   188   189  0.487914  {0,2,0}     21    1
40    790    11    42  0.040122  {1,0,0}     31    1
83    792    32    33  0.847252  {1,2,0}     25    1
44    794   192   194  0.406356  {0,1,0}     23    1
2     817   174   182  0.217060  {0,1,0}     32    1
69    820    36    38  0.463646  {0,3,0}     24    0
9     835    97   112  0.096932  {1,3,0}     29    1
105   837    76    78  0.104861  {0,1,0}     22    1
122   839   101   112  0.265009  {1,0,0}     27    1
48    858   171   172  0.563546  {0,1,0}     34    1
124   872    22    24  0.726448  {1,0,0}     39    1
7     874   121   122  0.576073  {1,1,0}     35    1
54    882   148   149  0.023271  {0,1,0}     37    0
42    885   200   201  0.157910  {0,3,0}     36    0
78    889   179   183  0.860680  {0,3,0}     30    1
3     902   142   143  0.196499  {1,0,0}     20    0
106   915    98   127  0.660140  {0,2,0}     37    1
45    926   139   140  0.291940  {1,0,0}     38    1
85    933   215   221  0.930995  {0,1,0}     22    0
104   951    36    37  0.264774  {0,0,1}     38    1
98    956    50    51  0.166211  {1,0,0}     30    1
75    959   195   248  0.682119  {0,1,0}     25    0
123   965   105   107  0.250330  {0,2,0}     37    1
113   974   218   250  0.440340  {1,0,0}     40    1
1     990    71    73  0.323906  {1,0,0}     31    1
97   1004    83    84  0.195894  {0,2,0}     33    1
27   1017   166   178  0.083251  {1,0,0}     38    1
87   1023   143   144  0.802367  {1,1,0}     32    1
94   1024   130   131  0.212955  {0,1,0}     33    1
19   1026    31    32  0.854771  {0,2,0}     26    0
71   1039     3     4  0.204367  {0,1,0}     27    1
86   1042   233   234  0.695294  {0,1,0}     29    1
120  1047    32    34  0.490363  {0,1,0}     35    1
107  1050    46    47  0.239289  {0,1,0}     23    1
127  1051   213   214  0.424593  {0,2,0}     33    0
108  1052   125   126  0.948971  {0,2,0}     26    1
79   1080     8    33  0.251126  {0,2,0}     21    0
25   1113    31    38  0.248608  {1,0,0}     30    1
28   1116   111   114  0.009963  {0,1,0}     21    1
116  1120    24    25  0.692122  {1,0,0}     40    1
5    1130   185   187  0.529802  {0,3,0}     35    1
41   1136    25    26  0.635011  {1,1,0}     34    1
100  1152    91    96  0.871223  {0,1,1}     22    0
117  1158    59    72  0.185521  {1,0,0}     22    1
110  1181    38    40  0.469016  {0,1,0}     39    1
37   1197   163   167  0.629268  {0,1,0}     39    1
6    1198   184   188  0.718980  {1,3,0}     37    1
52   1210    97    98  0.810576  {0,2,0}     25    0
92   1210   250   251  0.092520  {0,2,0}     27    1
26   1212    13    14  0.953027  {0,2,0}     39    0
56   1213   166   175  0.373135  {0,3,0}     22    0
4    1214   215   221  0.484582  {1,1,0}     27    1
33   1252    91    96  0.486841  {1,0,0}     31    1
81   1259    23   237  0.378012  {0,2,0}     34    0
47   1269   122   123  0.216108  {0,2,0}     36    1
73   1302   125   150  0.739045  {0,2,0}     37    1
50   1303   202   209  0.536197  {0,2,0}     26    1
112  1318   204   206  0.301238  {0,1,0}     30    1
115  1335   200   201  0.869054  {0,2,0}     31    0
51   1353   146   147  0.428426  {1,0,0}     24    1
46   1353    35    36  0.106366  {0,1,0}     22    0
72   1357   188   189  0.421184  {1,1,0}     40    0
8    1403   201   203  0.554139  {0,2,0}     31    1
58   1429   235   236  0.935338  {1,0,0}     39    1
