map EGL-G2-E
fac 5 10 {0,239,7,131,211}
hosp 2 {0,23}
n_ALS 5 1 {1:0,3:7,1:131}
n_BLS 24 1 {8:0,5:239,6:7,2:131,3:211}
n_CLS 7 0 {1:0,2:239,1:7,2:131,1:211}
      c_m  head  tail      c_af      c_d  c_tau  c_h
112    20    80    81  0.095155  {0,1,0}     32    0
76     32   145   146  0.712384  {1,1,0}     23    1
23     75   203   204  0.974538  {0,3,0}     21    0
125   148    12    16  0.381163  {0,1,1}     30    0
68    176   176   177  0.658919  {1,1,0}     39    1
56    250   123   124  0.111194  {0,0,1}     30    1
62    269   162   163  0.714686  {1,1,0}     31    1
41    303   105   106  0.585425  {0,3,0}     20    1
12    312   227   231  0.881362  {0,1,0}     33    1
10    313   136   146  0.085949  {0,2,0}     39    1
16    319    66    67  0.118983  {0,2,0}     30    0
46    322   125   152  0.890338  {0,2,0}     21    1
95    325    24    25  0.988415  {0,2,0}     38    0
104   381    99   100  0.357765  {0,3,0}     32    1
66    391   234   235  0.757902  {0,1,0}     30    0
61    391    91    92  0.481500  {0,2,0}     33    0
79    393   202   203  0.583802  {0,1,0}     32    1
85    420   168   176  0.135366  {1,1,0}     21    1
51    432    29    31  0.093699  {0,3,0}     25    1
2     445   219   223  0.025668  {0,1,1}     24    0
6     448    59    72  0.455142  {0,2,0}     24    0
4     472    43    46  0.475657  {0,2,0}     26    0
74    475   225   228  0.644465  {0,0,1}     36    0
14    485    47    48  0.302933  {0,1,0}     35    1
31    493   155   156  0.790899  {0,3,0}     24    0
106   507   242   243  0.981882  {0,3,0}     30    0
89    510   172   173  0.711065  {0,3,0}     21    0
100   517   243   245  0.914206  {1,2,0}     40    1
111   519   104   105  0.020208  {0,1,1}     26    0
94    533     3    15  0.319668  {0,1,1}     29    0
75    540   157   161  0.169032  {0,1,0}     26    0
8     542   117   121  0.278036  {0,3,0}     34    1
72    549    85   101  0.550126  {0,1,0}     26    1
59    550   251   254  0.273918  {1,1,0}     33    1
107   561   104   105  0.515049  {0,1,0}     38    0
120   610    35    36  0.767558  {0,1,0}     32    1
39    614    47    64  0.544639  {0,2,0}     32    1
54    617    47    64  0.497508  {0,2,0}     30    1
38    627   226   251  0.307200  {0,1,0}     34    1
109   630   213   215  0.387223  {1,1,0}     23    1
83    653    29    30  0.451509  {1,1,0}     39    1
67    654   202   209  0.488121  {0,2,0}     33    1
84    654   184   188  0.300095  {1,1,0}     38    1
32    656   166   167  0.558421  {0,1,0}     31    0
115   695   123   124  0.713082  {0,1,0}     37    0
58    708   135   147  0.213972  {1,0,0}     21    1
29    718    31    38  0.628967  {0,2,0}     40    0
87    718   199   200  0.883537  {0,2,0}     35    1
73    728     0     1  0.301479  {0,3,0}     26    1
123   732    21    35  0.070431  {0,3,0}     40    1
65    752   247   248  0.131472  {1,0,0}     31    1
82    756   217   218  0.186316  {1,1,0}     35    1
33    779   227   229  0.223720  {1,0,0}     30    1
86    788   251   254  0.413197  {1,0,0}     21    1
55    797    90    91  0.841543  {1,1,0}     37    1
63    797    17    19  0.010595  {1,1,0}     21    1
47    799    78    82  0.224610  {0,2,0}     35    1
113   819     1     2  0.467835  {0,1,1}     33    1
119   820     2    14  0.563082  {1,0,0}     25    0
37    823    71    72  0.463914  {1,1,0}     20    1
92    824   247   249  0.439482  {1,1,0}     28    1
117   826     3    23  0.087467  {0,1,0}     27    1
127   828   242   243  0.694777  {0,2,0}     23    1
25    831   191   195  0.156328  {1,0,0}     20    1
48    832   204   205  0.225406  {0,3,0}     27    0
17    837   127   128  0.300428  {0,1,0}     22    0
90    845   211   212  0.911615  {1,1,0}     38    1
30    864     8     9  0.288118  {0,3,0}     34    0
98    867   244   245  0.005638  {1,1,0}     34    1
50    875   191   195  0.976780  {0,2,0}     30    1
20    876    87    88  0.239691  {1,1,0}     38    1
11    886    45    46  0.948466  {0,0,1}     25    0
118   896   103   111  0.797056  {0,2,0}     28    1
42    914    16    18  0.806458  {1,1,0}     20    1
108   914    31    38  0.501429  {0,1,0}     31    0
24    926   164   165  0.114140  {0,2,0}     27    1
80    928    45    46  0.554025  {0,1,0}     20    1
121   930   179   183  0.313104  {0,3,0}     23    1
53    937   228   229  0.753035  {0,2,0}     30    0
44    938    74    76  0.069350  {0,1,0}     22    1
116   940   159   160  0.020040  {0,1,0}     30    0
57    944   233   234  0.594369  {0,2,0}     21    1
71    945   174   189  0.332104  {0,1,0}     39    1
18    946   218   250  0.303930  {0,2,0}     39    1
49    957   205   208  0.718262  {1,1,0}     29    1
27    957   199   200  0.048953  {1,3,0}     34    1
103   958   243   245  0.036746  {1,2,0}     38    1
15    974   125   150  0.841491  {1,1,0}     35    0
35    988     2    14  0.951304  {0,1,0}     24    1
126  1058   102   103  0.668038  {1,0,0}     29    1
97   1065   233   234  0.428049  {0,1,0}     27    1
3    1068    18    20  0.750030  {0,2,0}     22    0
96   1074    71    73  0.248554  {0,1,1}     38    0
110  1079   136   137  0.591704  {1,0,0}     23    0
7    1082    18    20  0.344879  {1,1,0}     36    1
91   1104   143   145  0.277627  {0,0,1}     32    1
114  1112   139   140  0.925093  {0,1,0}     28    1
45   1114   197   200  0.741938  {0,1,0}     38    1
101  1115   146   147  0.710650  {0,2,0}     31    0
43   1131   122   123  0.848516  {1,1,0}     35    1
5    1135   209   216  0.099345  {1,1,0}     33    1
88   1163    24    25  0.539994  {0,3,0}     29    1
13   1165    58    59  0.353745  {0,2,0}     22    0
60   1165   180   181  0.084618  {1,2,0}     38    1
102  1177    76    78  0.519463  {0,2,0}     26    1
64   1195    95    96  0.697705  {0,2,0}     26    1
124  1196    92    93  0.502784  {1,1,0}     28    1
21   1210   113   114  0.967318  {0,1,0}     39    1
52   1237   137   138  0.849394  {1,1,0}     20    1
1    1242   185   186  0.113033  {0,1,0}     36    1
99   1253    12    16  0.653784  {0,3,0}     38    1
0    1258   181   182  0.997124  {0,2,0}     30    0
93   1270   218   250  0.592894  {0,1,0}     26    1
78   1283   170   174  0.593614  {0,1,0}     26    0
69   1286   227   229  0.908497  {1,1,0}     23    1
36   1297    63    64  0.293881  {0,1,0}     33    0
26   1310   237   238  0.801359  {0,3,0}     37    1
40   1311    31    38  0.865659  {1,0,0}     21    1
28   1315    47    64  0.049006  {0,0,1}     28    1
19   1320   227   233  0.038887  {0,2,0}     20    1
105  1322   233   234  0.261848  {0,1,0}     21    0
9    1343    80    81  0.436556  {1,1,0}     27    1
34   1347   240   242  0.458883  {0,1,0}     34    1
70   1358    69    80  0.180533  {0,2,0}     39    1
77   1385   119   120  0.052524  {0,2,0}     22    1
122  1387   199   200  0.373849  {0,3,0}     37    1
22   1398   245   246  0.975751  {0,2,0}     39    0
81   1421   129   138  0.065191  {0,1,0}     29    1
