map EGL-G2-E
fac 5 10 {0,28,233,216,81}
hosp 2 {0,42}
n_ALS 7 1 {1:0,1:28,5:233}
n_BLS 22 1 {2:0,4:28,4:233,3:216,9:81}
n_CLS 9 0 {2:0,3:28,1:233,2:216,1:81}
      c_m  head  tail      c_af      c_d  c_tau  c_h
51     20   120   170  0.518361  {1,0,0}     25    1
42     66   249   252  0.191428  {0,2,0}     34    0
34     85   202   209  0.793935  {0,2,0}     40    1
1     104    57    61  0.926151  {0,1,1}     23    1
103   198    23    87  0.509811  {1,0,0}     30    1
123   233     4    22  0.130117  {1,2,0}     25    1
21    241     0     1  0.470520  {1,0,0}     22    1
64    253   106   118  0.133191  {1,0,0}     34    1
107   289   143   144  0.154867  {0,2,0}     37    1
9     302   143   144  0.131912  {1,0,0}     29    1
97    349   201   202  0.452457  {0,1,1}     33    1
30    378     0    21  0.995675  {0,3,0}     37    1
80    394    71    72  0.272356  {0,2,0}     22    1
109   425    59    60  0.163780  {0,2,0}     27    1
13    428   117   118  0.135123  {0,1,0}     38    1
23    444   105   106  0.791722  {0,1,0}     37    0
101   445   161   164  0.143150  {0,3,0}     21    0
65    455   212   213  0.781440  {0,2,0}     24    0
37    467   215   221  0.022827  {1,1,0}     30    1
40    490   133   134  0.311835  {0,3,0}     32    0
83    499   103   111  0.273489  {1,0,0}     37    1
17    510   197   199  0.028541  {1,1,0}     20    1
118   548   244   253  0.599506  {1,0,0}     20    1
24    549   170   174  0.213116  {0,0,1}     38    0
32    553    82    85  0.412554  {0,0,1}     21    1
85    561     7    30  0.879545  {0,3,0}     34    1
94    580   186   188  0.687631  {0,3,0}     35    1
41    585    10    41  0.478460  {0,3,0}     30    1
108   586    39    52  0.177656  {0,2,0}     33    1
73    594   163   167  0.520675  {1,0,0}     32    1
8     595   157   161  0.883208  {0,1,0}     23    1
86    596   161   165  0.469300  {0,1,1}     25    1
39    602   139   140  0.431887  {1,1,0}     23    1
0     635    66    93  0.968188  {0,2,0}     30    1
26    642    30    33  0.746790  {0,1,0}     32    1
71    658   122   124  0.684977  {0,1,1}     28    1
35    659    83    84  0.505801  {1,1,0}     20    1
77    667   234   235  0.178952  {1,0,0}     30    1
63    668   184   185  0.248394  {0,2,0}     31    1
22    669   194   242  0.158177  {0,2,0}     21    1
84    671   208   210  0.284894  {1,0,0}     23    1
10    682    41    51  0.597186  {0,1,0}     26    1
75    685    63    64  0.371769  {0,2,0}     40    0
49    722    61    65  0.191471  {0,1,0}     30    1
111   734    66    92  0.440168  {0,2,0}     39    1
36    741   141   150  0.888705  {1,0,0}     24    1
38    758    37    75  0.830088  {0,1,0}     28    1
60    763    22    24  0.919996  {1,0,0}     22    1
110   768   145   148  0.770305  {0,1,0}     40    1
90    769    67    69  0.340247  {0,1,0}     39    1
124   776   122   124  0.732472  {0,3,0}     24    0
