map EGL-G1-D
fac 5 10 {0,225,154,22,10}
hosp 1 {0}
n_ALS 5 1 {2:225,1:154,2:10}
n_BLS 25 1 {8:0,2:225,3:154,6:22,6:10}
n_CLS 8 0 {2:0,1:225,3:154,1:22,1:10}
      c_m  head  tail      c_af      c_d  c_tau  c_h
31     11     2     3  0.772636  {0,3,0}     38    1
80     11   119   169  0.233768  {1,1,0}     39    1
45     36    23   229  0.134877  {0,2,0}     33    1
24     43   152   153  0.690406  {1,0,0}     27    1
67     51   203   210  0.572367  {1,1,0}     20    1
52     75    78    79  0.425962  {0,3,0}     30    1
81    112   194   195  0.493589  {0,2,0}     38    1
76    119   213   216  0.191728  {1,1,0}     23    1
127   194   165   166  0.617654  {1,0,0}     29    1
108   195   242   245  0.355925  {0,1,0}     35    0
79    269    70    71  0.679449  {0,1,0}     21    1
26    311   232   233  0.182472  {0,1,0}     22    1
73    312     5    26  0.362571  {0,3,0}     21    1
87    340    18    20  0.247922  {0,1,0}     33    0
25    355    22    24  0.515540  {0,1,0}     32    1
38    403     9    34  0.677281  {0,1,0}     38    1
110   420    34    41  0.850397  {0,3,0}     37    0
92    420    39    72  0.509920  {0,2,0}     34    0
113   423   161   162  0.013280  {1,1,0}     22    1
4     433   174   176  0.726843  {0,1,0}     30    0
34    465   198   199  0.980824  {0,3,0}     38    1
37    484   117   118  0.706784  {0,2,0}     39    0
78    493   240   241  0.680532  {0,2,0}     30    1
103   519   135   136  0.753390  {0,1,0}     27    0
101   531   189   190  0.262579  {0,3,0}     40    1
100   535    58    59  0.360252  {0,1,0}     30    1
99    545    15    17  0.528248  {0,1,0}     23    1
12    546   211   212  0.919094  {1,0,0}     32    1
74    551   240   241  0.969386  {0,1,0}     40    1
0     562    23    86  0.330631  {0,0,1}     38    1
18    568   144   145  0.485003  {0,1,0}     38    0
7     590   138   139  0.847205  {0,3,0}     22    1
90    592   176   179  0.435860  {0,1,1}     31    1
16    603   132   133  0.675999  {0,1,0}     29    1
36    603    16    18  0.628415  {0,2,0}     21    1
88    628    92    93  0.909795  {0,2,0}     32    1
126   632   193   194  0.358505  {1,1,0}     31    1
120   636    88    96  0.761590  {0,1,0}     39    0
69    644   185   192  0.834896  {1,0,0}     39    1
44    647   135   136  0.539727  {0,1,1}     21    1
57    657   151   152  0.014037  {0,2,0}     34    1
60    662    98   131  0.316157  {0,2,0}     38    1
106   670     6    27  0.941613  {1,1,0}     29    1
29    685   229   230  0.133234  {0,2,0}     29    0
93    688    91    92  0.351920  {0,1,0}     24    0
41    698    94    95  0.847297  {0,2,0}     37    1
112   701   115   122  0.578908  {0,1,1}     21    1
48    721   207   208  0.324673  {0,2,0}     37    0
84    743    16    18  0.076071  {1,0,0}     33    1
125   748    92    93  0.589935  {1,0,0}     28    1
13    750   223   224  0.625662  {0,2,0}     31    1
102   750   129   130  0.223710  {0,1,0}     31    1
54    760   212   243  0.034990  {0,1,0}     33    0
59    768   199   202  0.695365  {0,1,0}     37    0
64    773   246   248  0.012522  {1,0,0}     27    1
21    794    62    63  0.605595  {0,2,0}     23    1
104   798   246   247  0.598700  {1,1,0}     35    1
75    828   220   222  0.632599  {1,0,0}     35    1
61    829   203   210  0.385294  {1,1,0}     21    1
95    831   119   161  0.437335  {0,3,0}     40    0
51    833   212   218  0.459155  {1,1,0}     26    1
40    837    89    90  0.950428  {1,0,0}     24    1
68    842    36    38  0.636585  {0,0,1}     27    0
32    855   192   193  0.678589  {0,2,0}     27    1
11    872     3    15  0.915907  {0,1,1}     30    1
8     892    43    46  0.242857  {0,1,0}     34    1
77    895   234   236  0.270507  {0,1,0}     30    0
97    895   101   110  0.279836  {1,1,0}     26    1
65    895   125   149  0.000287  {0,1,0}     27    0
116   898    37    74  0.705408  {1,0,0}     38    1
71    915    83    84  0.547871  {0,2,0}     26    0
20    915    81    82  0.729625  {0,2,0}     23    1
123   920    37    74  0.152214  {1,1,0}     39    1
122   923    24    25  0.451408  {0,3,0}     25    0
53    926    36    39  0.934286  {0,1,0}     34    0
42    937   163   164  0.409517  {0,2,0}     30    0
5     938   153   156  0.611044  {0,1,0}     39    0
28    939   120   121  0.670731  {0,1,0}     26    1
14    940    94    98  0.235109  {1,0,0}     27    1
1     943   114   115  0.780028  {0,2,0}     24    1
62    944   127   128  0.923577  {1,1,0}     36    1
91    945   100   101  0.292988  {0,0,1}     23    0
98    952    92    93  0.897872  {0,2,0}     37    1
2     953    88    89  0.265648  {0,3,0}     35    1
17    953   154   155  0.609006  {0,1,0}     34    1
89    959    73    74  0.654044  {0,0,1}     33    0
63    963   135   136  0.445595  {0,3,0}     35    1
119   967   191   194  0.008455  {0,2,0}     31    0
58    971     8    33  0.857418  {0,3,0}     22    1
109   981   103   113  0.378087  {1,2,0}     32    1
23    987    14    15  0.853799  {0,0,1}     21    0
10    996    77    81  0.408668  {1,1,0}     37    1
70   1002   185   186  0.623482  {0,1,0}     28    1
39   1005    61    62  0.073293  {0,0,1}     26    0
55   1010   157   158  0.265132  {0,1,1}     38    0
121  1026   118   119  0.815766  {0,2,0}     22    1
27   1036   129   136  0.522338  {0,2,0}     30    0
33   1043   157   158  0.301641  {0,1,0}     30    0
83   1065    69    78  0.214995  {0,2,0}     40    0
72   1070   116   120  0.507303  {1,0,0}     34    1
9    1082   158   160  0.107002  {0,1,0}     25    0
56   1112    68    69  0.808284  {0,2,0}     29    1
50   1114   149   150  0.337389  {0,1,1}     37    1
114  1115   154   155  0.402090  {0,2,0}     20    1
19   1117   132   133  0.915996  {1,0,0}     24    1
82   1139   174   176  0.577140  {0,3,0}     36    1
47   1148   124   149  0.703147  {0,1,1}     40    1
115  1149    20    21  0.782656  {0,2,0}     20    1
117  1155   176   180  0.258923  {0,1,0}     20    1
124  1156    78    79  0.918043  {1,1,0}     40    1
66   1174   175   176  0.096620  {0,1,0}     31    0
86   1176   118   119  0.069819  {1,1,0}     21    1
118  1225    31    38  0.765648  {0,2,0}     35    1
111  1252    29    30  0.985034  {0,2,0}     28    1
6    1277    93    94  0.639736  {0,2,0}     21    1
107  1308   165   166  0.381226  {0,2,0}     30    1
15   1314   242   245  0.706097  {1,1,0}     20    1
30   1329    50    52  0.614952  {1,0,0}     27    1
96   1334    59    60  0.454072  {0,2,0}     37    0
85   1340   122   123  0.029767  {0,2,0}     31    0
35   1344   220   222  0.570499  {1,1,0}     23    1
94   1347   160   163  0.105704  {0,2,0}     22    1
3    1364    48    49  0.672305  {0,1,0}     40    0
46   1368    22    24  0.310551  {0,3,0}     22    0
105  1374    98   131  0.714488  {0,3,0}     30    0
49   1389    57    61  0.178399  {0,1,0}     34    1
43   1413    59    60  0.127339  {1,1,0}     40    1
22   1432   157   159  0.720625  {1,1,0}     39    1
