map EGL-G2-A
fac 5 10 {0,227,91,214,175}
hosp 1 {0}
n_ALS 8 1 {3:0,1:227,2:91,1:214,1:175}
n_BLS 17 1 {4:0,2:227,5:91,3:214,3:175}
n_CLS 6 0 {2:0,2:227,2:91}
      c_m  head  tail      c_af      c_d  c_tau  c_h
68     20    76    78  0.075139  {0,2,0}     25    1
3      32     3    15  0.503262  {1,1,0}     35    1
45     36   174   183  0.169387  {0,2,0}     21    0
125    52    97   112  0.266713  {0,2,0}     30    1
31     56   177   181  0.970054  {1,1,0}     34    1
25     63   126   127  0.756769  {0,3,0}     35    1
32     66   228   230  0.920974  {0,2,0}     23    1
83     67   102   103  0.385781  {0,3,0}     35    1
13     69   217   218  0.427748  {0,1,0}     27    1
82     88    96    98  0.735871  {1,1,0}     32    1
56    161   119   120  0.500196  {0,3,0}     33    0
37    168    57    61  0.657227  {1,0,0}     38    1
103   177   212   213  0.527282  {0,1,0}     35    0
94    206   217   219  0.410501  {1,0,0}     40    1
51    210    63    65  0.936650  {1,0,0}     39    1
91    248    39    40  0.913172  {0,3,0}     39    0
107   262   106   108  0.604446  {1,0,0}     20    1
81    268    23    87  0.358225  {1,1,0}     21    1
35    296   170   171  0.864252  {0,3,0}     35    0
120   396    21    35  0.063939  {0,1,1}     39    1
78    412    24    25  0.134095  {1,0,0}     34    1
60    418    45    46  0.820047  {0,2,0}     24    0
92    424   233   235  0.997049  {0,0,1}     33    0
24    427   156   157  0.783187  {0,2,0}     27    0
79    429   163   168  0.054598  {1,1,0}     20    1
22    448    59    72  0.521873  {1,1,0}     31    1
11    453   102   103  0.389704  {1,1,0}     39    1
72    497    31    32  0.210098  {0,2,0}     34    0
76    511   231   232  0.207309  {0,3,0}     25    0
29    539   155   156  0.202891  {0,3,0}     27    1
28    541    85   101  0.855602  {1,1,0}     27    1
9     550   202   209  0.007531  {0,2,0}     38    1
87    591    42    43  0.082155  {0,2,0}     32    0
100   604    36    37  0.822222  {1,0,0}     40    1
39    611   180   181  0.973406  {1,2,0}     24    1
74    612   112   113  0.581161  {0,2,0}     31    1
2     617    57    61  0.179749  {0,1,1}     26    1
7     623    30    33  0.974024  {0,3,0}     35    0
105   628   222   223  0.574893  {1,2,0}     21    1
14    639    92    93  0.002506  {0,3,0}     29    0
6     641   198   199  0.419587  {0,2,0}     36    1
97    662     0    21  0.593453  {0,2,0}     27    0
110   667   143   145  0.318776  {1,1,0}     38    1
114   667   107   109  0.344378  {0,1,1}     32    1
71    668    55    56  0.244571  {0,2,0}     28    0
47    675    19    20  0.446158  {0,1,0}     38    0
108   678    95    99  0.941532  {0,2,0}     30    0
102   680    60    68  0.920414  {0,2,0}     36    1
117   686    18    19  0.695074  {0,2,0}     38    1
27    699   141   142  0.107731  {0,1,0}     31    0
42    707   109   110  0.904196  {0,2,0}     37    0
33    715   251   254  0.929920  {0,1,0}     21    0
119   718   227   229  0.176207  {1,1,0}     21    1
5     718   145   148  0.378459  {1,1,0}     32    1
106   719    53    55  0.774969  {0,1,0}     31    0
93    723   213   215  0.448292  {0,2,0}     23    1
75    725   162   163  0.007265  {0,3,0}     25    0
127   758   116   117  0.263548  {1,0,0}     31    1
89    758    76    78  0.524735  {0,1,0}     40    1
64    765   235   236  0.800396  {1,1,0}     33    1
36    765    54    58  0.052256  {0,1,1}     36    1
80    778   116   123  0.614620  {0,2,0}     21    0
53    781     8     9  0.057480  {1,2,0}     21    1
126   783    73    74  0.425062  {0,1,1}     29    0
77    790   192   194  0.121461  {1,1,0}     21    1
21    797   167   168  0.071783  {0,1,1}     27    1
69    799   107   108  0.432288  {1,1,0}     37    1
19    800    56    57  0.521075  {0,2,0}     29    0
65    807   210   211  0.219426  {0,1,0}     34    1
57    830    54    58  0.892597  {0,2,0}     31    0
43    837   201   202  0.376411  {1,1,0}     26    1
50    840   239   243  0.268514  {0,2,0}     35    1
86    841   193   194  0.637390  {0,2,0}     22    1
113   843   177   180  0.558995  {0,2,0}     36    0
