map EGL-G2-D
fac 5 10 {0,79,20,41,221}
hosp 1 {0}
n_ALS 7 1 {3:0,2:79,2:20}
n_BLS 24 1 {5:0,3:79,7:20,6:41,3:221}
n_CLS 8 0 {2:79,1:20,2:41,3:221}
      c_m  head  tail      c_af      c_d  c_tau  c_h
61     36   136   146  0.189914  {0,2,0}     37    1
37     38   253   254  0.688121  {0,2,0}     34    0
109    48    69    80  0.618522  {0,2,0}     23    0
8      61    67    68  0.744776  {1,1,0}     30    1
25     78   226   251  0.568845  {0,3,0}     40    1
36    107    66    92  0.239051  {0,1,0}     31    1
64    132   233   235  0.384700  {0,1,0}     27    1
56    134   213   214  0.883290  {0,1,0}     28    1
66    149    43    46  0.023726  {0,3,0}     32    0
12    172   204   206  0.732024  {1,1,0}     23    1
45    206   218   225  0.686528  {1,1,0}     34    1
0     247    12    16  0.083229  {0,3,0}     29    1
97    333   135   136  0.714427  {1,0,0}     22    1
50    334    92    93  0.666343  {0,1,0}     28    1
78    422   184   185  0.440875  {0,1,0}     37    1
31    423    76    78  0.287347  {1,0,0}     30    1
43    431    46    47  0.409546  {1,1,0}     34    1
39    449   156   157  0.761140  {1,1,0}     38    1
126   460   161   165  0.754019  {0,1,0}     29    1
110   473    60    68  0.478446  {1,1,0}     29    1
23    478   194   242  0.277756  {0,2,0}     37    0
19    487   189   190  0.788135  {0,2,0}     25    0
4     494   152   153  0.893161  {1,1,0}     37    1
15    498   219   223  0.651732  {0,1,0}     30    0
28    509    97   112  0.259449  {0,1,0}     24    1
100   511   105   106  0.469958  {0,1,0}     35    1
30    513   245   247  0.828339  {0,1,0}     30    0
85    523   158   160  0.635114  {0,2,0}     37    1
5     524   163   167  0.507432  {0,2,0}     34    0
118   530    45    46  0.114058  {0,2,0}     28    1
125   534   116   123  0.893554  {1,0,0}     32    1
7     592    91    96  0.087963  {1,1,0}     32    1
46    596   193   194  0.356681  {0,1,1}     24    0
75    597   190   192  0.109476  {0,1,0}     21    1
52    599    53    54  0.570045  {0,1,1}     23    1
92    604   178   179  0.404294  {0,1,0}     35    1
96    623    67    69  0.197108  {0,2,0}     23    1
51    636   196   198  0.456477  {1,0,0}     39    1
121   650    10    41  0.598484  {1,0,0}     22    1
49    657    38    40  0.832630  {0,1,0}     33    1
62    657   151   152  0.189970  {1,2,0}     34    1
33    663   166   167  0.398996  {0,1,1}     28    0
20    672    63    65  0.553446  {1,1,0}     20    1
63    673   145   146  0.895621  {1,0,0}     20    1
115   676   251   254  0.480803  {0,1,1}     29    0
9     684   228   230  0.243003  {0,1,0}     29    1
24    686    42    43  0.338115  {0,2,0}     30    0
83    689   239   240  0.942433  {0,1,0}     26    1
71    694   233   235  0.626960  {0,1,0}     26    0
124   709     2    14  0.199009  {1,0,0}     21    1
76    723   198   199  0.945710  {1,0,0}     32    1
86    723    45    64  0.899540  {0,2,0}     40    1
65    726   150   151  0.281740  {0,3,0}     27    1
3     739     7    30  0.729555  {0,1,0}     39    0
80    749   161   165  0.061190  {0,3,0}     32    0
6     755    70    79  0.227452  {1,0,0}     30    1
107   762   156   157  0.203057  {1,0,0}     30    1
14    768     0     1  0.232591  {1,1,0}     36    1
81    774    20    21  0.056080  {0,2,0}     37    1
55    779    59    60  0.693507  {0,0,1}     34    0
2     786    91    92  0.422773  {1,0,0}     32    1
103   797   133   135  0.397954  {0,0,1}     39    1
26    802   154   157  0.513903  {1,0,0}     34    1
11    802   128   139  0.050487  {1,0,0}     27    1
44    803   102   103  0.958839  {1,0,0}     22    1
108   807   245   247  0.908918  {0,1,0}     22    1
74    820   152   153  0.701591  {0,0,1}     33    1
91    822    81    82  0.889120  {1,0,0}     21    1
112   830     1    12  0.829715  {0,1,1}     24    1
41    832   190   192  0.300047  {0,2,0}     38    1
72    834    95    99  0.375020  {1,0,0}     22    1
34    849   103   104  0.809605  {1,0,0}     22    1
67    859   102   111  0.964413  {0,1,0}     29    1
38    859   175   176  0.144922  {1,1,0}     31    1
102   865    18    20  0.050751  {1,0,0}     24    1
21    912   123   124  0.417639  {1,0,0}     36    1
113   922    18    20  0.118921  {1,1,0}     29    1
29    924    19    20  0.794751  {0,2,0}     36    1
89    924    32    34  0.509089  {0,1,1}     33    1
70    927     4    22  0.474918  {0,1,0}     34    1
48    931   148   149  0.034006  {0,2,0}     24    1
58    947   184   185  0.959129  {1,0,0}     20    1
94    963   163   167  0.356542  {0,1,1}     33    0
68    965    32    33  0.477489  {0,2,0}     29    0
105   966   120   170  0.951093  {0,2,0}     26    0
57    967   125   150  0.174054  {0,1,0}     20    1
84    970   245   246  0.635981  {0,1,0}     37    1
119   981   203   204  0.098522  {0,1,0}     39    0
111   988   133   135  0.168707  {0,1,0}     39    0
93   1012   168   176  0.678584  {0,1,0}     24    1
101  1015    62    63  0.981647  {1,0,0}     21    1
