map EGL-G1-D
fac 5 10 {0,32,66,138,134}
hosp 2 {0,1}
n_ALS 5 1 {2:0,2:32,1:66}
n_BLS 25 1 {7:0,5:32,5:66,6:138,2:134}
n_CLS 9 0 {1:0,3:32,3:66,2:138}
      c_m  head  tail      c_af      c_d  c_tau  c_h
25      5    98   131  0.135430  {0,1,0}     26    1
14     11    48    49  0.032735  {0,2,0}     23    0
30     12    20    21  0.717836  {0,3,0}     25    1
3      44    66    67  0.697274  {0,0,1}     40    0
22     80   165   166  0.294309  {0,2,0}     38    1
80     85     9    34  0.506632  {0,1,0}     20    1
105   104     4     5  0.930686  {0,2,0}     23    0
58    116    98   131  0.063833  {1,0,0}     24    1
56    184   199   202  0.198007  {0,2,0}     22    1
88    186   150   152  0.544630  {1,0,0}     37    1
51    241   100   111  0.847483  {0,1,0}     35    1
126   268   234   236  0.041577  {0,2,0}     37    1
81    273   120   121  0.248180  {1,0,0}     39    1
53    274   165   174  0.186319  {1,1,0}     26    1
8     306   197   198  0.603520  {0,2,0}     32    0
5     325   147   148  0.229979  {1,0,0}     38    1
62    328     6    27  0.985508  {0,3,0}     31    1
21    417   112   114  0.183581  {0,2,0}     22    1
117   427   210   211  0.134444  {0,3,0}     24    0
122   454   101   110  0.825609  {1,1,0}     27    1
17    457   226   231  0.165065  {1,0,0}     34    1
107   466   130   131  0.530544  {1,0,0}     30    1
121   484   246   248  0.911763  {0,2,0}     28    0
63    500   102   103  0.231433  {1,0,0}     30    1
83    502    88    96  0.174833  {1,1,0}     37    1
27    513     4     5  0.213947  {0,3,0}     40    1
9     519   202   204  0.573861  {1,0,0}     28    1
90    523    31    32  0.030589  {1,0,0}     20    1
74    536    20    21  0.665140  {1,0,0}     23    1
102   538    40    41  0.168860  {0,2,0}     39    0
106   544   212   243  0.382105  {0,2,0}     21    1
48    570   237   240  0.249938  {1,0,0}     36    1
60    585   102   103  0.830380  {0,1,0}     27    0
6     602    75    77  0.364564  {0,2,0}     27    0
89    605   246   247  0.334868  {0,3,0}     21    1
44    606   146   147  0.447835  {1,1,0}     20    1
127   608   100   101  0.619160  {1,0,0}     38    1
42    614    18    19  0.317159  {1,1,0}     26    1
68    620   164   165  0.236835  {0,2,0}     38    1
61    625    80    81  0.098504  {0,2,0}     32    1
110   646   216   217  0.214797  {0,2,0}     25    0
95    650   103   113  0.894899  {0,3,0}     34    0
76    656    88    96  0.896455  {1,0,0}     32    1
43    663   154   155  0.676378  {0,1,0}     40    1
33    665   185   186  0.138726  {0,1,0}     27    1
115   668    18    20  0.357117  {0,3,0}     22    1
1     687   228   229  0.316556  {0,2,0}     21    0
98    690   119   161  0.001353  {1,0,0}     29    1
111   690   101   110  0.257408  {0,2,0}     30    1
37    701   108   109  0.760267  {0,1,0}     27    1
114   701    84   100  0.379599  {0,3,0}     24    0
108   704   185   186  0.713411  {0,2,0}     29    0
116   712   122   123  0.766108  {0,3,0}     30    0
69    713     5     6  0.266188  {0,1,0}     25    1
12    760    17    19  0.266904  {0,0,1}     23    1
55    766   138   139  0.138718  {1,1,0}     29    1
100   770   243   244  0.565333  {1,1,0}     29    1
113   772   155   161  0.049342  {1,1,0}     25    1
87    807   155   161  0.080644  {0,0,1}     35    1
91    817    24    25  0.477589  {0,2,0}     38    1
28    822   124   149  0.190900  {1,1,0}     40    1
79    829    27    28  0.779712  {1,0,0}     23    1
32    835     4    22  0.168267  {1,1,0}     25    1
123   843   190   192  0.716023  {0,1,0}     38    1
2     845    11    42  0.744354  {0,1,0}     36    0
29    849   161   162  0.330726  {0,1,0}     23    1
7     851    67    68  0.099983  {0,3,0}     34    0
26    857   191   193  0.972046  {0,2,0}     36    0
34    858   223   224  0.645669  {0,1,0}     40    1
11    864    77    81  0.628512  {0,1,0}     35    1
73    874    68    69  0.512481  {0,1,1}     21    1
0     880   195   196  0.148489  {1,2,0}     38    1
59    880    65    66  0.807512  {0,2,0}     33    1
72    891   227   228  0.936509  {0,1,0}     34    0
97    894   103   113  0.148328  {0,2,0}     40    1
84    895   131   132  0.499573  {1,1,0}     30    1
20    896    77    81  0.876924  {0,3,0}     29    0
39    910   124   125  0.042175  {1,1,0}     25    1
36    922   122   123  0.424747  {0,3,0}     21    0
31    933   244   245  0.139762  {0,3,0}     37    1
47    940   140   149  0.710047  {0,1,0}     27    1
82    944    37    74  0.220292  {1,0,0}     25    1
86    945   101   110  0.187386  {1,0,0}     33    1
35    950   139   141  0.223748  {0,1,0}     20    0
71    961   190   191  0.676383  {0,1,0}     25    0
67    964    53    55  0.844883  {0,2,0}     38    0
77    978   244   248  0.364032  {1,0,0}     21    1
40    978   106   107  0.581702  {0,2,0}     28    0
109   982   228   230  0.712904  {1,1,0}     26    1
96    984   124   125  0.801192  {1,0,0}     35    1
103  1003    96   111  0.840721  {0,1,0}     28    1
49   1010     2    14  0.264518  {1,1,0}     31    1
18   1010    59    71  0.099427  {0,1,0}     27    1
10   1026   210   212  0.265804  {0,1,1}     28    1
15   1048     7     8  0.949901  {0,3,0}     38    1
54   1059   210   211  0.522461  {1,1,0}     38    1
50   1061     9    10  0.647212  {0,2,0}     29    0
119  1066    23    86  0.366912  {0,3,0}     39    1
13   1087   119   169  0.934775  {0,2,0}     33    1
104  1089   242   243  0.880036  {0,2,0}     39    1
92   1090    96   111  0.169218  {1,3,0}     30    1
75   1091     9    10  0.930486  {0,3,0}     40    0
23   1107   240   241  0.036409  {1,1,0}     25    1
70   1114   105   117  0.554244  {0,3,0}     33    1
4    1118   163   168  0.687894  {0,3,0}     26    1
124  1122   194   195  0.799101  {0,2,0}     24    1
78   1124   157   158  0.171809  {0,2,0}     26    0
16   1156    89    90  0.596964  {0,2,0}     40    0
94   1156   194   195  0.548113  {0,2,0}     38    0
120  1158   185   192  0.086431  {0,3,0}     30    1
57   1163   115   122  0.996306  {0,2,0}     26    0
66   1168    80    81  0.679218  {0,3,0}     40    1
24   1170    34    41  0.649130  {0,0,1}     39    1
93   1187   179   180  0.899351  {0,1,0}     26    1
41   1195   145   146  0.998302  {0,1,0}     24    1
45   1233    12    16  0.596386  {0,1,0}     29    1
85   1240   189   241  0.793699  {0,2,0}     28    1
52   1258    37    74  0.589743  {0,2,0}     40    1
46   1275   190   192  0.194495  {1,0,0}     36    1
125  1276   167   175  0.283955  {0,1,0}     36    0
112  1281   140   141  0.352303  {0,2,0}     34    0
19   1284   171   172  0.795533  {0,1,0}     38    0
99   1345   106   108  0.744715  {0,1,0}     38    0
101  1347   238   239  0.353869  {0,3,0}     32    0
65   1369   119   169  0.307026  {0,1,0}     23    0
38   1403   158   160  0.152579  {0,1,0}     22    1
64   1406   103   113  0.703189  {0,1,0}     34    1
118  1432   177   184  0.554973  {1,0,0}     24    1
