map EGL-G1-B
fac 5 10 {0,117,144,157,145}
hosp 2 {0,85}
n_ALS 9 1 {2:0,2:117,1:144,3:157,1:145}
n_BLS 22 1 {5:0,5:117,9:144,1:157,2:145}
n_CLS 9 0 {3:117,3:157,3:145}
      c_m  head  tail      c_af      c_d  c_tau  c_h
44     26    19    20  0.932895  {0,1,0}     39    0
6      34   184   185  0.564144  {0,3,0}     40    1
112    68    29    30  0.374809  {0,2,0}     37    1
11     85   124   151  0.379182  {0,1,0}     32    1
23     86   161   162  0.292576  {0,2,0}     30    1
68    143   101   102  0.483327  {0,1,0}     33    1
110   191    62    63  0.965112  {0,1,0}     31    0
113   200   231   232  0.113167  {1,1,0}     32    1
9     226   229   230  0.469192  {0,1,0}     32    1
67    256   226   227  0.273470  {1,1,0}     30    1
54    291   207   208  0.378097  {0,2,0}     40    1
97    293   139   140  0.951875  {0,3,0}     29    1
5     303    65    66  0.597490  {0,1,0}     20    0
42    319   174   176  0.550117  {0,1,0}     33    0
37    323   132   134  0.375825  {1,1,0}     28    1
104   347     5    26  0.215437  {0,2,0}     23    1
10    356    17    19  0.173821  {0,2,0}     30    0
2     362    36    39  0.083542  {1,1,0}     31    1
83    408   158   159  0.876913  {0,3,0}     35    1
119   425   115   122  0.878810  {0,3,0}     25    1
46    442   129   136  0.227361  {0,2,0}     30    1
111   463   216   217  0.267460  {0,1,0}     28    1
12    469    98   130  0.519673  {1,1,0}     20    1
95    480    23   149  0.299743  {0,2,0}     28    0
71    487     3    15  0.313971  {0,2,0}     23    0
125   492    89    91  0.216339  {1,1,0}     40    1
55    501     0     1  0.993098  {1,0,0}     34    1
50    505   155   156  0.259984  {0,1,0}     20    0
7     513    56    57  0.368812  {0,2,0}     35    1
35    544    55    56  0.423183  {0,1,0}     40    1
47    567   125   149  0.938730  {0,2,0}     35    0
90    582   158   159  0.391566  {0,2,0}     20    0
16    586    35    36  0.425415  {1,0,0}     27    1
70    595   151   154  0.791681  {0,0,1}     26    0
41    608   130   131  0.205557  {1,1,0}     22    1
24    618    29    30  0.910645  {1,1,0}     26    1
123   635    37    74  0.005512  {0,3,0}     39    1
22    642   174   176  0.455488  {1,0,0}     23    1
94    642    36    38  0.949857  {0,0,1}     28    1
48    642   244   249  0.467997  {0,2,0}     39    0
114   644   173   181  0.483324  {0,0,1}     32    1
61    645   126   127  0.326824  {0,3,0}     28    0
81    663    92    93  0.442799  {1,1,0}     21    1
92    666    10    11  0.014014  {0,1,0}     31    0
33    666    90    95  0.684303  {0,3,0}     27    0
64    680   115   122  0.289148  {0,1,1}     28    0
45    681    53    55  0.894191  {0,1,0}     35    1
49    682   115   122  0.540646  {1,0,0}     20    1
53    684   169   173  0.951736  {0,3,0}     26    0
115   707   116   117  0.847862  {1,0,0}     29    1
105   711   144   145  0.929800  {0,2,0}     23    1
36    717   123   124  0.716274  {0,3,0}     36    1
85    725    65    92  0.731389  {0,2,0}     29    0
0     735   141   142  0.364657  {1,0,0}     37    1
17    735    57    61  0.062456  {1,0,0}     40    1
