map EGL-G1-A
fac 5 10 {0,164,74,84,91}
hosp 2 {0,190}
n_ALS 9 1 {2:0,1:164,4:74,1:84,1:91}
n_BLS 20 1 {5:0,2:164,3:74,9:84,1:91}
n_CLS 7 0 {2:0,3:164,2:91}
      c_m  head  tail      c_af      c_d  c_tau  c_h
40      9    69    70  0.856895  {0,3,0}     24    0
99     33   152   153  0.564837  {0,1,0}     28    0
81     40    66    68  0.969474  {0,1,1}     23    1
71     55    16    17  0.752312  {0,1,0}     36    0
54     58   196   203  0.576526  {1,0,0}     28    1
109    67    37    74  0.486707  {0,1,0}     35    0
5      91   240   241  0.357982  {0,2,0}     29    1
14    117     7     8  0.503720  {0,1,0}     37    1
44    126    14    15  0.727043  {0,3,0}     25    1
73    131   199   202  0.802727  {0,1,0}     31    0
57    176     0     1  0.618980  {0,2,0}     31    1
50    246    90    91  0.068901  {0,2,0}     26    1
118   287    83    85  0.654589  {1,1,0}     36    1
124   340    77    78  0.259652  {1,1,0}     35    1
106   360   160   163  0.029077  {0,2,0}     34    1
24    409    77    81  0.644396  {0,1,0}     28    0
111   422   206   207  0.192100  {0,3,0}     32    0
91    436   244   248  0.844369  {0,3,0}     25    0
1     476   150   152  0.762709  {1,0,0}     25    1
117   477   191   193  0.471696  {1,0,0}     35    1
43    480   212   243  0.084828  {0,3,0}     20    0
119   491   119   169  0.610464  {0,3,0}     40    0
4     493   199   202  0.500570  {0,2,0}     40    0
21    509   155   161  0.690938  {0,2,0}     29    1
35    510    78    79  0.933730  {0,2,0}     26    1
18    524   191   194  0.598655  {0,1,0}     30    0
51    531   226   227  0.380346  {0,1,0}     30    1
72    547    31    38  0.647502  {0,1,0}     34    1
39    547    81    82  0.479379  {0,1,0}     39    1
13    547    75    77  0.559053  {0,2,0}     38    1
56    550   166   167  0.843490  {0,2,0}     39    0
12    550    50    52  0.906006  {1,1,0}     34    1
36    554    27    30  0.820629  {1,1,0}     35    1
112   562    97   126  0.886900  {0,3,0}     22    0
