map EGL-G1-B
fac 5 10 {0,20,195,138,56}
hosp 2 {0,149}
n_ALS 9 1 {3:0,3:20,3:138}
n_BLS 21 1 {7:0,5:20,3:195,2:138,4:56}
n_CLS 7 0 {1:20,3:195,2:138,1:56}
      c_m  head  tail      c_af      c_d  c_tau  c_h
127    37   225   226  0.027554  {0,2,0}     31    1
4      42   105   107  0.655471  {0,1,0}     33    1
98     46   165   174  0.168693  {0,2,0}     35    1
121    48   136   137  0.331562  {0,0,1}     37    0
49     67   178   182  0.826431  {0,2,0}     27    1
71     89    96   114  0.798185  {0,2,0}     27    1
96     98    83    85  0.479858  {0,3,0}     36    0
53    111   101   110  0.025494  {1,0,0}     37    1
92    124    92    93  0.416510  {0,1,0}     27    1
14    185   108   109  0.353098  {0,2,0}     24    1
27    210   188   189  0.995946  {0,1,0}     34    1
6     261    97   126  0.867840  {1,0,0}     22    1
25    304    36    38  0.806938  {0,1,0}     33    1
7     314   244   249  0.381789  {0,1,0}     29    1
1     351   222   223  0.493085  {0,2,0}     40    1
73    363   226   227  0.581950  {1,0,0}     21    1
43    388     8     9  0.148499  {0,2,0}     27    0
72    397   191   193  0.494635  {1,1,0}     40    1
99    419    89    90  0.173998  {0,1,0}     35    0
93    424   147   148  0.801881  {1,0,0}     21    1
38    487    45    64  0.156791  {1,1,0}     32    1
62    495   161   162  0.407051  {0,1,1}     34    0
105   498   226   227  0.528423  {0,1,0}     38    1
78    522   104   105  0.272718  {0,1,0}     27    1
88    534   204   209  0.116411  {0,3,0}     40    1
110   551   128   129  0.308374  {0,2,0}     33    1
94    552   163   164  0.772960  {0,2,0}     32    0
97    563     3    15  0.823145  {1,1,0}     33    1
24    567   124   125  0.858949  {1,0,0}     38    1
108   574    83    85  0.464614  {0,1,1}     29    1
29    580    89    91  0.954928  {0,1,1}     38    0
57    582   238   239  0.617011  {0,2,0}     37    0
13    594   160   164  0.544356  {0,3,0}     28    0
30    595    69    70  0.894666  {0,3,0}     26    0
20    614    46    47  0.739209  {0,3,0}     21    0
55    617   207   208  0.196933  {0,3,0}     29    0
84    627    12    13  0.768810  {0,1,0}     33    1
35    628   173   181  0.873786  {0,1,0}     36    0
106   644    91    92  0.364117  {0,3,0}     25    0
101   649   219   220  0.165866  {1,3,0}     34    1
115   660    98    99  0.081667  {0,2,0}     40    0
16    665    61    62  0.260016  {0,1,0}     24    1
17    678    90    95  0.680120  {0,2,0}     38    0
107   682   121   123  0.779333  {0,1,0}     26    1
89    685    43    46  0.814554  {0,2,0}     22    1
85    694   188   189  0.607557  {0,2,0}     36    0
51    696    55    56  0.885301  {1,0,0}     32    1
113   714   129   136  0.043821  {0,2,0}     34    0
42    726   185   186  0.698500  {1,2,0}     34    1
34    736   157   158  0.163473  {0,0,1}     34    1
19    744   242   243  0.936727  {0,0,1}     40    1
124   755    12    16  0.899643  {0,1,0}     23    1
116   759   185   192  0.581163  {0,1,0}     29    1
39    773    91    92  0.433548  {1,0,0}     34    1
33    774   241   242  0.912025  {1,0,0}     25    1
66    778    50    51  0.038549  {0,1,0}     36    0
100   780   116   117  0.511302  {0,0,1}     23    1
40    783    96   114  0.574672  {0,2,0}     23    1
60    789     8     9  0.903461  {0,3,0}     22    0
44    792    92    93  0.400683  {0,0,1}     31    1
69    802    17    19  0.718853  {0,2,0}     28    0
5     804   226   227  0.770081  {1,0,0}     40    1
83    806    65    91  0.512970  {0,2,0}     26    1
56    808   231   236  0.700471  {1,0,0}     26    1
3     834   150   151  0.138977  {0,2,0}     33    0
80    837    19    25  0.054765  {0,2,0}     25    0
22    841   215   216  0.717747  {1,0,0}     29    1
90    842   166   167  0.711318  {1,1,0}     28    1
37    842   103   113  0.809720  {1,0,0}     37    1
91    846   185   192  0.380340  {1,1,0}     24    1
125   887   238   239  0.245746  {1,0,0}     39    1
79    897   160   164  0.004252  {0,2,0}     36    1
75    897    97   126  0.958974  {1,1,0}     34    1
0     899   226   231  0.804309  {0,1,1}     21    1
58    905   149   150  0.850438  {0,1,0}     33    0
