map EGL-G1-B
fac 5 10 {0,165,117,3,72}
hosp 3 {0,97,220}
n_ALS 10 1 {2:0,5:117,3:3}
n_BLS 20 1 {5:0,2:165,3:117,5:3,5:72}
n_CLS 8 0 {1:0,3:165,2:117,2:3}
      c_m  head  tail      c_af      c_d  c_tau  c_h
49      4   134   135  0.266427  {1,0,0}     20    1
17     29    47    48  0.212805  {0,1,0}     23    1
77     32   152   153  0.924028  {0,0,1}     37    0
42    168    24    26  0.441201  {1,2,0}     28    1
8     170   122   123  0.655357  {0,1,0}     28    1
87    227    50    52  0.378758  {0,1,0}     33    0
16    230   157   158  0.238363  {1,0,0}     31    1
86    246   162   167  0.384359  {0,1,1}     38    0
3     282   139   141  0.005541  {0,1,1}     37    1
64    301    79    80  0.164955  {0,1,0}     21    1
39    318   246   248  0.347952  {0,2,0}     27    1
107   346    18    19  0.566624  {0,0,1}     38    1
34    360    27    28  0.202885  {0,1,0}     37    0
53    360    95    97  0.948993  {0,1,0}     36    0
91    363   211   213  0.204978  {1,0,0}     26    1
103   378    39    52  0.003607  {1,0,0}     25    1
54    389   231   236  0.999390  {1,1,0}     33    1
23    400    12    13  0.991065  {0,1,0}     24    1
84    414     6     7  0.829686  {0,1,0}     32    1
10    436    53    54  0.444128  {0,2,0}     37    1
68    437    29    30  0.477449  {0,2,0}     31    0
124   453    88    96  0.969941  {1,0,0}     30    1
38    457    79    80  0.471996  {0,2,0}     37    1
80    483    53    55  0.600809  {1,2,0}     31    1
81    502   237   240  0.081147  {0,1,0}     35    0
40    526   122   123  0.387701  {1,1,0}     31    1
21    531   191   193  0.027044  {1,1,0}     40    1
13    537   234   235  0.939552  {0,0,1}     26    0
22    563    41    51  0.086028  {1,1,0}     26    1
44    564   106   108  0.388196  {1,0,0}     24    1
121   595    36    38  0.368028  {0,1,1}     25    1
97    600   244   249  0.681823  {1,1,0}     20    1
12    602   173   181  0.067963  {0,1,1}     34    0
100   630   213   216  0.289902  {1,1,0}     32    1
2     632    96   111  0.894368  {0,1,0}     22    0
115   636    72    73  0.910087  {0,1,0}     39    0
110   638    60    67  0.191514  {0,1,0}     29    1
108   659   156   160  0.689782  {1,0,0}     39    1
119   667   155   156  0.155386  {0,2,0}     39    0
73    677   227   228  0.850852  {0,3,0}     35    0
127   678   213   216  0.747662  {0,3,0}     20    0
9     684   211   213  0.984162  {0,2,0}     22    0
18    688    98    99  0.600427  {0,1,0}     26    1
19    690    65    91  0.157594  {0,2,0}     40    1
74    695   177   178  0.261527  {0,1,0}     36    0
93    730    90    95  0.085629  {0,2,0}     21    1
7     742   197   198  0.990645  {0,1,0}     34    1
113   749   135   136  0.789260  {0,1,0}     20    1
6     751   244   249  0.117263  {0,1,0}     31    1
78    761    46    47  0.473651  {0,1,1}     35    1
118   766   199   202  0.603015  {0,1,0}     40    1
11    770    80    81  0.838050  {0,2,0}     27    1
83    775    78    79  0.449121  {0,1,1}     37    1
90    789   163   164  0.211422  {0,1,0}     29    1
89    796     3     4  0.347366  {0,3,0}     20    1
57    796   226   231  0.891528  {0,2,0}     27    1
62    829   178   179  0.401729  {0,1,0}     35    0
109   835   167   175  0.200595  {0,2,0}     23    1
5     835    91    92  0.777920  {0,2,0}     37    1
79    852   170   171  0.726155  {0,2,0}     33    1
61    853   102   103  0.111985  {0,1,0}     39    0
27    866    98   130  0.083430  {1,1,0}     30    1
104   869    31    32  0.547520  {0,2,0}     37    0
126   879    69    78  0.490325  {0,2,0}     40    0
75    880    46    47  0.181416  {1,0,0}     27    1
59    884   100   111  0.988216  {1,0,0}     34    1
98    886    83    84  0.630832  {0,2,0}     37    0
4     889   110   113  0.891205  {0,0,1}     26    1
69    890     7     8  0.885717  {1,0,0}     20    1
51    893    26    28  0.459368  {1,1,0}     27    1
92    896    34    41  0.721807  {0,2,0}     39    1
31    906   146   147  0.072388  {0,3,0}     37    0
120   910    24    25  0.811964  {1,1,0}     23    1
26    913     1     2  0.543674  {0,2,0}     38    1
36    916   124   125  0.234672  {0,2,0}     25    1
101   923   231   236  0.833480  {0,1,0}     22    0
102   925   105   107  0.866515  {0,2,0}     24    1
20    927    11    42  0.879592  {0,1,0}     26    1
25    928   211   213  0.143632  {1,1,0}     28    1
106   928   125   149  0.624073  {1,3,0}     37    1
70    948    75    77  0.794832  {0,1,0}     27    0
47    949   149   150  0.330146  {1,1,0}     38    1
14    964    75    76  0.410465  {0,3,0}     35    1
46   1004   145   146  0.740168  {0,0,1}     29    1
88   1013   178   183  0.204715  {0,1,1}     29    0
