map EGL-G2-E
fac 5 10 {0,65,196,192,59}
hosp 2 {0,36}
n_ALS 7 1 {3:0,2:65,2:196}
n_BLS 20 1 {7:0,3:65,1:196,4:192,5:59}
n_CLS 9 0 {3:65,3:196,1:192,2:59}
      c_m  head  tail      c_af      c_d  c_tau  c_h
42     13    39    52  0.272006  {0,2,0}     38    1
43     36    41    51  0.365709  {0,1,0}     37    1
67     57    79    80  0.189797  {0,1,0}     30    0
106    58   215   221  0.576432  {0,0,1}     24    0
5      64   163   168  0.520858  {0,0,1}     39    1
65     97   104   105  0.205935  {0,1,0}     36    1
1     163   213   214  0.059181  {0,1,0}     39    1
91    169   130   131  0.264603  {0,0,1}     29    1
98    219   162   163  0.531777  {1,1,0}     38    1
103   229    61    65  0.526016  {0,2,0}     35    1
52    232    69    70  0.096129  {1,0,0}     27    1
68    242   140   141  0.028427  {0,2,0}     25    0
75    261   185   186  0.205599  {0,2,0}     23    1
102   319   162   163  0.024947  {0,3,0}     30    1
85    335   151   152  0.526479  {0,2,0}     28    1
25    345    63    65  0.723524  {0,1,1}     35    0
74    364   113   114  0.151745  {1,1,0}     33    1
96    377    97   112  0.413785  {1,1,0}     34    1
125   431   170   171  0.182543  {1,0,0}     33    1
20    445   189   190  0.203159  {0,1,0}     33    1
89    465   213   215  0.221509  {1,0,0}     32    1
29    473    76    77  0.596130  {0,3,0}     26    0
81    483     6    27  0.170691  {0,3,0}     39    1
64    486    40    41  0.280655  {0,1,1}     26    1
54    493   129   130  0.621793  {1,1,0}     20    1
22    508   141   150  0.756841  {1,1,0}     32    1
27    509   216   218  0.432624  {0,1,1}     38    0
36    531    39    40  0.116102  {1,1,0}     39    1
78    565   213   215  0.702995  {0,1,1}     29    1
104   585   109   110  0.823321  {1,1,0}     30    1
94    591   179   184  0.556501  {0,2,0}     28    0
63    604   213   214  0.794786  {0,2,0}     25    0
2     608   154   157  0.232777  {0,1,0}     25    0
100   611    61    65  0.834279  {1,1,0}     20    1
70    623   104   105  0.529758  {1,0,0}     25    1
71    627   170   174  0.590103  {0,1,0}     27    1
14    631   118   119  0.528790  {0,1,0}     35    0
10    633   112   113  0.136582  {0,2,0}     40    1
8     647   246   247  0.850834  {0,3,0}     28    0
61    660    28    29  0.623071  {0,2,0}     29    1
57    666   117   119  0.912496  {0,2,0}     28    1
101   682    50    51  0.569344  {0,1,0}     32    1
99    702     9    34  0.542446  {1,1,0}     24    1
88    703   195   248  0.595170  {0,2,0}     40    0
123   706    83    84  0.796036  {0,1,0}     36    0
3     707     3    15  0.828657  {1,0,0}     40    0
80    710   143   144  0.661531  {1,0,0}     23    1
26    711    98   127  0.117560  {0,1,0}     33    1
50    711     7     8  0.707147  {0,1,0}     20    1
122   723   163   168  0.035916  {1,0,0}     40    1
53    739    36    37  0.957553  {0,2,0}     24    0
95    742   121   155  0.756240  {1,1,0}     29    1
119   747   205   207  0.564543  {0,2,0}     34    1
79    769   178   185  0.952087  {1,0,0}     30    1
110   781   210   215  0.240486  {0,1,1}     24    0
35    789    69    80  0.459502  {0,2,0}     24    1
72    796   107   108  0.002559  {0,2,0}     32    1
48    808   184   188  0.264351  {0,2,0}     39    1
11    812    89    97  0.631797  {0,0,1}     38    1
121   817   177   180  0.298175  {0,1,0}     35    1
105   825    55    56  0.659517  {0,3,0}     39    1
32    825    27    28  0.478169  {1,0,0}     28    1
127   826    45    46  0.610569  {0,3,0}     29    0
83    828    24    26  0.667379  {0,1,0}     40    0
19    852    43    44  0.381148  {1,0,0}     37    1
59    873   227   233  0.403556  {0,0,1}     22    0
30    883   227   231  0.031885  {1,0,0}     26    1
40    885     9    10  0.811514  {1,2,0}     25    1
90    888    43    45  0.228216  {0,1,0}     22    1
93    893    57    61  0.454674  {0,1,0}     36    1
69    897   165   166  0.033259  {0,2,0}     29    1
87    909    26    28  0.500854  {0,2,0}     28    0
84    909   166   178  0.451564  {1,0,0}     20    1
92    923   186   198  0.391125  {0,0,1}     33    0
23    931   196   198  0.088084  {0,3,0}     34    0
114   937   101   112  0.209235  {0,2,0}     36    1
9     938   159   160  0.828707  {1,0,0}     31    1
111   952    59    72  0.390934  {0,2,0}     37    1
112   959   247   249  0.579970  {0,3,0}     20    1
86    959   105   107  0.817348  {0,1,0}     20    1
47    967   137   138  0.304911  {1,0,0}     30    1
0     971    56    57  0.068880  {0,1,0}     30    0
6     977    21    35  0.117228  {1,0,0}     31    1
16    996   129   138  0.854826  {0,3,0}     40    1
12    998    22    24  0.234330  {1,1,0}     40    1
7    1013    85   101  0.915561  {0,3,0}     29    1
