map EGL-G1-C
fac 5 10 {0,83,117,226,119}
hosp 1 {0}
n_ALS 6 1 {2:83,1:226,3:119}
n_BLS 21 1 {6:0,3:83,4:117,1:226,7:119}
n_CLS 6 0 {2:0,1:83,3:117}
      c_m  head  tail      c_af      c_d  c_tau  c_h
47      8    36    38  0.694293  {0,2,0}     31    1
79     11   231   236  0.189336  {0,2,0}     34    0
34     15    19    25  0.634637  {0,1,0}     31    1
69     24    39    72  0.216824  {0,3,0}     22    1
38    108   112   114  0.270932  {0,2,0}     40    1
93    138    89    90  0.698640  {0,1,0}     28    1
95    149   220   222  0.564909  {0,2,0}     35    0
6     170   124   151  0.425303  {0,2,0}     34    0
64    174    13    14  0.289081  {0,1,0}     26    1
17    211   177   184  0.224539  {1,0,0}     33    1
73    230   244   249  0.884469  {0,1,1}     34    1
99    261    31    32  0.865237  {0,3,0}     26    1
24    280   163   164  0.396140  {0,2,0}     31    1
77    299   177   184  0.973119  {1,0,0}     21    1
71    313   241   242  0.058670  {1,0,0}     36    1
109   349   118   119  0.084114  {1,0,0}     28    1
41    353    86    87  0.269032  {1,0,0}     32    1
82    368   215   216  0.627720  {0,1,0}     39    1
117   378    19    25  0.038619  {1,1,0}     20    1
32    390   161   162  0.407903  {0,2,0}     37    1
13    392   227   228  0.900935  {0,1,0}     28    1
43    415    50    53  0.808844  {0,1,0}     37    1
56    422    82    83  0.365108  {0,2,0}     35    1
110   442     9    34  0.047274  {0,1,0}     38    1
57    446   144   145  0.047757  {0,2,0}     27    0
31    446   246   247  0.607866  {0,1,0}     24    1
39    452   194   195  0.153360  {1,1,0}     31    1
29    456    32    33  0.155704  {1,1,0}     29    1
74    466    34    41  0.616028  {1,0,0}     39    1
60    480    29    30  0.728037  {0,1,0}     27    1
112   497   169   170  0.464725  {0,2,0}     38    1
106   497   194   195  0.338759  {0,3,0}     26    1
4     525    98    99  0.988408  {0,0,1}     27    1
49    554     1    12  0.257156  {0,1,0}     33    0
30    562   157   158  0.349985  {0,2,0}     32    1
8     562   213   214  0.500828  {0,3,0}     37    1
18    569    84   100  0.511526  {0,1,0}     29    1
96    576     0     1  0.886526  {0,3,0}     20    0
115   578    62    63  0.937592  {0,1,0}     20    1
108   589   177   178  0.892464  {0,2,0}     26    0
12    601   147   148  0.476834  {0,1,1}     25    1
25    622   193   194  0.322082  {0,2,0}     34    1
116   633    36    38  0.155652  {0,2,0}     26    1
107   633   123   124  0.237019  {0,3,0}     32    1
27    644    97   126  0.370738  {0,1,0}     35    0
3     648    98    99  0.027019  {0,1,0}     31    1
1     658    50    51  0.328741  {1,1,0}     37    1
101   664   125   126  0.816208  {1,0,0}     20    1
94    679   210   212  0.104326  {0,1,0}     24    1
46    688    23   229  0.479795  {1,0,0}     26    1
88    690   191   193  0.160821  {1,1,0}     30    1
11    703   136   137  0.457873  {1,1,0}     25    1
105   714   144   145  0.245900  {1,1,0}     26    1
65    728    68    69  0.681123  {0,2,0}     21    1
126   729   204   209  0.222602  {0,0,1}     31    1
55    741    75    77  0.177225  {0,2,0}     20    1
37    761   100   111  0.226052  {0,1,0}     20    0
123   761    46    47  0.086152  {0,3,0}     39    0
92    766     0     1  0.075398  {0,2,0}     38    1
42    772   151   152  0.842346  {0,2,0}     40    0
91    785   144   147  0.986298  {1,1,0}     32    1
70    808    68    79  0.125975  {1,0,0}     36    1
124   820    54    58  0.426072  {0,2,0}     25    0
75    831   240   242  0.536746  {0,1,0}     26    0
102   842    49    50  0.155440  {0,2,0}     29    1
119   842    27    30  0.778469  {0,2,0}     26    1
33    848     4    22  0.103115  {0,3,0}     30    0
118   865   138   139  0.457852  {0,3,0}     39    1
61    868   244   249  0.096270  {1,0,0}     37    1
22    873    47    64  0.042171  {1,1,0}     28    1
16    877    23   149  0.669705  {0,1,0}     27    0
53    880   167   175  0.924568  {0,3,0}     28    1
9     882    68    69  0.672944  {0,2,0}     28    0
85    890    40    41  0.733946  {1,0,0}     25    1
52    894   128   129  0.960325  {0,2,0}     27    1
120   900   226   227  0.150706  {0,3,0}     37    1
103   901   178   183  0.399203  {1,1,0}     28    1
26    924   124   125  0.665395  {0,2,0}     25    1
58    925   151   152  0.969946  {1,1,0}     38    1
127   929   225   248  0.476030  {0,1,0}     35    0
7     931   211   213  0.421389  {0,2,0}     34    1
89    965    17    22  0.936088  {0,1,0}     22    0
80    968    84   100  0.604665  {1,1,0}     30    1
45    990   158   159  0.815132  {0,2,0}     24    0
84   1010    24    26  0.230723  {0,2,0}     24    1
98   1012   124   149  0.571774  {0,2,0}     27    0
122  1016    75    77  0.388963  {0,1,0}     31    1
19   1031   170   171  0.488798  {1,0,0}     34    1
72   1045   211   212  0.142926  {0,3,0}     30    1
51   1052   240   241  0.434704  {0,1,0}     23    0
10   1053    58    59  0.066376  {0,2,0}     39    0
28   1070   192   193  0.763180  {0,2,0}     23    0
113  1077   115   116  0.191519  {1,0,0}     31    1
111  1077   118   119  0.809967  {1,0,0}     23    1
67   1080    20    21  0.568231  {0,0,1}     30    1
97   1080   176   179  0.790304  {0,1,0}     27    1
23   1085   191   193  0.853917  {1,0,0}     22    1
21   1089   150   152  0.176385  {1,1,0}     39    1
87   1091   238   239  0.223661  {0,1,0}     20    1
86   1093    93    94  0.460320  {0,3,0}     25    0
100  1094   150   151  0.500271  {0,2,0}     32    1
78   1103   114   115  0.986852  {0,3,0}     27    0
54   1104    39    72  0.772614  {0,1,0}     40    0
66   1111   231   232  0.642245  {0,1,0}     32    0
35   1115   107   108  0.664282  {0,1,0}     32    0
125  1117   163   168  0.434382  {0,1,1}     22    1
68   1119    89    90  0.232035  {0,2,0}     34    0
5    1121   204   209  0.042077  {0,1,1}     24    1
