map EGL-G1-A
fac 5 10 {0,41,58,165,68}
hosp 3 {0,68,11}
n_ALS 5 1 {1:0,2:58,2:68}
n_BLS 22 1 {3:0,4:41,5:58,5:165,5:68}
n_CLS 6 0 {1:41,3:58,1:165,1:68}
      c_m  head  tail      c_af      c_d  c_tau  c_h
58      4   123   124  0.174354  {1,0,0}     28    1
86      8   185   192  0.652972  {0,3,0}     38    1
19     12   204   209  0.409077  {0,3,0}     32    1
39     26   125   149  0.770263  {0,0,1}     39    1
68     50    42    43  0.051919  {0,1,0}     39    1
103    55   101   102  0.553435  {0,1,0}     24    1
22     71    89    91  0.331113  {0,0,1}     30    1
51    113    29    31  0.266061  {0,1,0}     35    1
47    192    93    94  0.804144  {0,1,1}     34    0
10    254    96    97  0.043050  {0,1,1}     22    0
83    323   112   113  0.158595  {1,1,0}     32    1
71    339   124   149  0.186926  {0,3,0}     22    0
59    366    10    41  0.707276  {0,1,0}     21    0
121   366   154   155  0.319038  {0,2,0}     33    1
30    398    23   229  0.729003  {0,0,1}     34    0
18    402   231   232  0.323313  {0,1,1}     28    1
124   411   164   165  0.762022  {1,0,0}     21    1
117   420   222   225  0.261852  {1,3,0}     21    1
109   441    65    91  0.959154  {0,1,0}     33    1
119   475    19    25  0.324437  {0,1,0}     28    0
111   480   100   101  0.797053  {1,0,0}     23    1
32    483    65    66  0.134716  {0,1,0}     23    1
38    498   191   193  0.462442  {0,1,1}     37    1
48    512   176   179  0.481136  {1,1,0}     34    1
61    513     8    33  0.062047  {1,1,0}     34    1
66    526    16    17  0.731220  {0,1,0}     28    0
62    531   165   166  0.456574  {0,2,0}     29    1
105   532   132   133  0.588504  {0,0,1}     23    1
43    542   195   197  0.160557  {0,2,0}     34    1
27    545   185   192  0.856917  {1,0,0}     28    1
57    546     2    14  0.502535  {0,1,0}     39    0
1     572    79    80  0.922511  {0,2,0}     22    1
3     585   121   123  0.927135  {0,2,0}     40    0
12    600   225   226  0.876878  {1,1,0}     39    1
8     608    66    68  0.305810  {0,2,0}     39    0
78    614   162   166  0.988810  {0,2,0}     36    1
123   620    43    46  0.025734  {0,2,0}     36    0
97    621    45    64  0.242288  {0,2,0}     26    1
75    636   163   164  0.231443  {0,2,0}     35    1
110   645   110   113  0.306524  {0,3,0}     33    0
127   645   140   149  0.387787  {0,2,0}     27    1
54    648   237   240  0.488170  {0,1,0}     23    0
24    648   175   176  0.949263  {0,3,0}     37    1
85    653   102   103  0.718995  {0,1,0}     40    0
41    654   105   107  0.573469  {1,2,0}     33    1
114   659    43    44  0.977106  {0,1,0}     28    0
77    672   153   156  0.909718  {1,0,0}     39    1
101   682   178   179  0.662667  {1,0,0}     38    1
46    695     9    34  0.952071  {0,1,0}     35    1
45    707   122   123  0.419811  {0,1,0}     35    1
107   712   213   216  0.231076  {0,2,0}     24    1
98    716    43    45  0.716487  {0,2,0}     34    1
126   722   225   248  0.439498  {0,3,0}     29    1
95    726    30    33  0.615081  {1,0,0}     30    1
50    729   126   127  0.628068  {1,1,0}     20    1
76    769    10    11  0.440210  {0,1,1}     28    1
99    784   238   239  0.396047  {1,2,0}     28    1
31    799    30    33  0.111693  {1,0,0}     39    1
0     830   231   232  0.592493  {0,1,0}     25    1
82    846   243   244  0.248279  {0,2,0}     35    0
28    852   228   229  0.291159  {1,0,0}     38    1
7     853    59    71  0.649370  {0,3,0}     36    0
14    866   174   176  0.863670  {0,2,0}     22    1
93    871   156   162  0.163794  {0,2,0}     31    1
100   878    66    68  0.355305  {0,2,0}     27    1
35    885    78    79  0.788071  {0,1,0}     35    1
9     907   125   126  0.418385  {0,2,0}     37    1
2     912    80    81  0.508162  {0,1,0}     31    0
17    920    95    97  0.098183  {0,3,0}     20    1
125   928    61    62  0.858197  {1,0,0}     38    1
122   949   202   204  0.137451  {0,2,0}     25    0
84    959   237   238  0.818934  {1,1,0}     39    1
15    962    23    86  0.083908  {1,1,0}     39    1
102   964   134   135  0.126553  {0,1,0}     31    1
96    965   136   137  0.794798  {0,1,0}     40    1
26    980    36    39  0.563972  {0,2,0}     36    1
113   982   134   135  0.514355  {0,1,0}     29    1
40    985   204   205  0.187797  {0,0,1}     32    0
115   998   162   167  0.914867  {0,1,1}     33    1
118  1000   124   125  0.199101  {0,2,0}     38    1
87   1006   244   248  0.367456  {1,0,0}     22    1
55   1010   140   141  0.108367  {0,3,0}     28    0
34   1013   137   138  0.509827  {0,1,1}     24    0
36   1019    45    64  0.774120  {0,2,0}     39    1
108  1037   105   107  0.304914  {0,0,1}     40    0
73   1042   227   228  0.626216  {0,1,0}     27    1
5    1044   132   134  0.425393  {0,2,0}     34    0
52   1052   202   203  0.599591  {1,0,0}     25    1
53   1054   158   160  0.473449  {1,1,0}     33    1
88   1058     1    12  0.505593  {1,0,0}     34    1
104  1059    23    86  0.816740  {0,1,0}     21    0
21   1061   117   118  0.062468  {1,0,0}     21    1
79   1074    85    86  0.846368  {1,0,0}     29    1
23   1083     5    23  0.862506  {0,1,0}     27    0
25   1096   169   173  0.983046  {1,1,0}     30    1
56   1101   107   108  0.938958  {1,1,0}     30    1
42   1104   170   171  0.916516  {0,1,0}     32    1
29   1117   215   216  0.657265  {0,0,1}     40    1
81   1126    66    67  0.883509  {0,1,0}     37    1
4    1128    58    59  0.169448  {1,1,0}     27    1
11   1128   219   220  0.075497  {0,1,0}     29    0
69   1132   210   212  0.392031  {0,3,0}     29    1
91   1135   212   218  0.271240  {0,0,1}     34    1
74   1153   179   180  0.785357  {0,1,0}     24    1
116  1154   215   216  0.420245  {0,3,0}     25    0
64   1163   116   117  0.360002  {1,1,0}     20    1
44   1165   188   189  0.605204  {1,0,0}     23    1
112  1169   160   163  0.146241  {0,1,0}     24    1
70   1179    92    93  0.485331  {0,1,0}     30    0
120  1189   197   198  0.346223  {0,1,0}     35    1
67   1214    89    91  0.718701  {1,1,0}     20    1
94   1219   180   181  0.368387  {0,0,1}     40    0
