map EGL-G1-E
fac 5 10 {0,132,80,169,219}
hosp 2 {0,137}
n_ALS 5 1 {2:0,1:169,2:219}
n_BLS 16 1 {4:132,1:80,5:169,6:219}
n_CLS 9 0 {1:0,1:132,3:80,3:169,1:219}
      c_m  head  tail      c_af      c_d  c_tau  c_h
105    41   121   122  0.562188  {1,1,0}     20    1
72     57   112   114  0.268912  {0,2,0}     38    0
15    106   242   243  0.381693  {1,3,0}     36    0
103   119   124   151  0.584756  {1,1,0}     25    0
64    150    59    71  0.130908  {0,1,0}     21    1
25    169   110   113  0.508447  {0,3,0}     23    1
86    217   120   121  0.521912  {0,1,0}     27    0
89    225   154   155  0.976905  {1,0,0}     27    1
41    229     9    10  0.001043  {1,0,0}     37    1
34    267   193   194  0.769182  {0,2,0}     30    0
39    275    67    68  0.368483  {1,0,0}     25    1
117   304    79    80  0.683431  {0,2,0}     35    1
106   305   116   120  0.410409  {0,1,0}     22    0
10    313    80    88  0.889911  {0,1,0}     20    1
76    396    94    95  0.075953  {0,1,1}     27    0
22    416   165   174  0.173577  {0,2,0}     24    1
114   451    31    38  0.621352  {0,1,0}     34    1
118   462   210   212  0.199852  {0,2,0}     21    1
78    505   196   197  0.967229  {0,1,0}     38    0
71    506    23   170  0.380570  {0,0,1}     33    1
20    521    68    69  0.590108  {0,1,0}     28    0
119   527   165   174  0.656618  {0,3,0}     35    0
107   527    36    39  0.105001  {0,2,0}     38    1
53    529   226   227  0.735215  {1,1,0}     36    1
99    536   175   176  0.182463  {0,1,0}     34    1
111   543   157   158  0.461000  {0,1,0}     40    0
115   568   192   193  0.003332  {0,2,0}     24    1
102   580   178   183  0.847372  {1,0,0}     23    1
84    585   191   193  0.480888  {0,3,0}     30    1
1     597     1     2  0.238109  {1,1,0}     26    1
16    600    40    41  0.115037  {0,2,0}     37    1
57    610    29    30  0.589369  {0,3,0}     27    0
9     630   243   244  0.844473  {1,1,0}     32    1
80    630   232   233  0.429916  {1,1,0}     38    1
94    636    61    62  0.035168  {0,3,0}     36    1
47    648   104   105  0.778357  {0,1,0}     40    1
49    663    82    83  0.517528  {0,1,0}     29    0
61    669   185   192  0.473572  {1,0,0}     23    1
31    680   244   245  0.386841  {1,0,0}     34    1
0     683   114   115  0.246635  {0,0,1}     27    1
36    686    70    72  0.121263  {0,1,0}     24    1
73    688   226   231  0.287126  {0,2,0}     20    1
126   694    59    60  0.714079  {1,1,0}     23    1
67    704     3    15  0.104620  {0,2,0}     40    1
127   711   122   123  0.279956  {1,1,0}     38    1
13    742   101   102  0.687607  {0,1,0}     39    1
100   743    17    19  0.653722  {0,1,1}     38    1
85    753   127   128  0.234597  {0,3,0}     21    0
3     761    57    61  0.516216  {0,1,0}     21    0
125   764   162   167  0.095655  {1,0,0}     20    1
55    766    17    19  0.424576  {0,0,1}     32    1
