map EGL-G2-D
fac 5 10 {0,3,165,19,121}
hosp 3 {0,93,223}
n_ALS 8 1 {3:0,1:3,2:165,1:19,1:121}
n_BLS 23 1 {7:0,3:3,4:165,6:19,3:121}
n_CLS 10 0 {2:3,3:165,3:19,2:121}
      c_m  head  tail      c_af      c_d  c_tau  c_h
2       9    46    47  0.228678  {0,1,0}     35    0
8      43    98   127  0.367784  {0,1,0}     34    1
115    64    18    20  0.388542  {1,1,0}     26    1
86     98   218   225  0.920200  {1,2,0}     27    1
42    139   136   137  0.514061  {0,3,0}     20    0
95    169   198   199  0.317031  {0,2,0}     32    1
118   221   158   160  0.149537  {0,2,0}     33    0
23    238    71    72  0.755839  {0,1,1}     40    0
113   305    70    71  0.237722  {0,2,0}     36    0
49    321     1    12  0.701380  {1,1,0}     37    0
10    353   125   152  0.274298  {0,3,0}     33    1
27    398   231   232  0.075147  {0,3,0}     25    0
52    413   154   157  0.898758  {1,0,0}     32    1
108   434   151   153  0.699408  {0,1,0}     36    1
35    440   158   160  0.461045  {0,1,0}     32    1
79    442    70    71  0.362635  {0,0,1}     29    0
82    452   129   130  0.850708  {0,1,0}     35    0
43    454   167   168  0.062523  {0,2,0}     35    1
117   464    17    22  0.404914  {1,1,0}     34    1
72    487   120   162  0.094941  {1,1,0}     20    1
15    487    82    85  0.603118  {0,3,0}     30    1
99    498    80    81  0.218170  {0,2,0}     34    0
75    499    99   100  0.839539  {0,3,0}     28    1
34    509   129   130  0.213220  {1,1,0}     27    1
104   521    81    82  0.210291  {0,2,0}     21    1
67    529    12    13  0.788594  {0,1,0}     28    0
105   542   167   168  0.418359  {0,3,0}     34    0
110   545   116   123  0.900557  {0,1,1}     26    1
65    551   199   200  0.934348  {0,1,1}     36    0
60    552    24    26  0.387279  {0,0,1}     20    1
81    569   138   139  0.819785  {0,3,0}     21    1
97    577   234   239  0.448917  {0,1,0}     24    1
91    579    97   112  0.923876  {1,2,0}     38    1
69    581   219   220  0.963577  {0,2,0}     39    1
94    583    36    38  0.782784  {0,3,0}     34    1
100   592   218   250  0.816570  {1,0,0}     36    1
22    598    39    73  0.844749  {0,3,0}     30    1
30    630   174   182  0.962695  {0,1,0}     25    0
102   642   245   246  0.680665  {0,2,0}     20    0
125   654   145   146  0.647584  {0,1,0}     27    1
11    658    81    89  0.488513  {0,2,0}     23    1
74    661   106   118  0.794616  {0,1,0}     30    0
12    665   175   176  0.829215  {0,2,0}     30    0
89    678    68    69  0.433532  {0,3,0}     35    1
17    680   135   136  0.248922  {0,1,1}     29    1
103   683     6     7  0.002231  {1,1,0}     28    1
31    688   125   152  0.491599  {0,2,0}     20    1
61    689    66    92  0.811221  {1,1,0}     22    1
111   695   231   232  0.801675  {1,0,0}     26    1
107   703   162   163  0.298702  {1,1,0}     26    1
25    705    43    45  0.316458  {0,1,0}     36    1
63    730   130   131  0.863976  {0,1,0}     33    0
64    742   248   249  0.761697  {0,2,0}     33    1
36    757    43    46  0.495885  {0,1,0}     27    0
77    759   195   196  0.755586  {0,1,0}     27    1
96    761   131   132  0.327600  {1,0,0}     27    1
90    761   175   176  0.256913  {0,2,0}     33    1
41    769   235   236  0.274274  {0,2,0}     26    1
57    783   235   236  0.086669  {0,2,0}     32    1
20    789   106   118  0.598914  {0,1,0}     24    1
119   802   246   247  0.196736  {0,2,0}     29    0
71    807   125   150  0.983897  {1,0,0}     40    1
28    812   166   178  0.994061  {0,1,1}     32    0
121   813   124   125  0.631600  {1,0,0}     20    1
88    823    38    40  0.925138  {1,2,0}     39    1
55    831   135   136  0.366337  {1,0,0}     22    1
37    847    90    91  0.148112  {0,3,0}     37    0
6     852    17    22  0.394299  {1,1,0}     23    1
78    854   179   180  0.563453  {0,1,0}     24    1
93    892    80    81  0.783524  {0,0,1}     31    1
4     900   103   104  0.774814  {0,2,0}     29    0
68    901    46    47  0.583222  {0,3,0}     39    0
39    906    36    38  0.151735  {0,2,0}     24    1
24    911    72    73  0.588892  {0,2,0}     36    0
83    919    29    30  0.438194  {0,2,0}     40    1
26    919   253   254  0.369262  {0,2,0}     25    1
84    934   113   114  0.739316  {0,0,1}     23    0
3     938   179   180  0.651658  {0,3,0}     33    1
127   941   225   226  0.914341  {0,1,0}     21    0
32    951   236   238  0.371734  {0,1,0}     25    1
44    953    83    84  0.086655  {1,0,0}     35    1
56    966    61    62  0.486633  {0,1,0}     23    1
123   970   178   179  0.523955  {1,1,0}     34    1
18    983   138   139  0.149565  {0,2,0}     32    0
7     988   248   249  0.834363  {0,2,0}     30    0
106   996   247   249  0.873322  {0,1,1}     22    0
85   1002   227   233  0.034820  {1,1,0}     21    1
21   1005   137   138  0.797541  {0,2,0}     38    1
116  1014   106   108  0.131508  {0,3,0}     27    0
5    1030   133   135  0.551645  {0,2,0}     29    1
70   1036    49    50  0.138655  {0,1,0}     36    0
98   1038    43    45  0.677719  {0,3,0}     26    0
46   1047   112   113  0.191227  {0,1,0}     37    1
101  1050   237   238  0.054173  {0,1,0}     30    0
16   1051    23   237  0.142233  {0,0,1}     21    1
13   1057    16    18  0.684572  {0,1,0}     36    1
124  1058   104   105  0.548646  {0,1,0}     30    1
112  1104   205   208  0.208656  {0,2,0}     37    0
47   1105    84    86  0.170311  {1,1,0}     33    1
54   1107   106   108  0.275418  {0,2,0}     36    0
66   1110   186   188  0.419632  {1,1,0}     20    1
38   1113   194   242  0.645420  {0,2,0}     36    1
9    1115   126   127  0.274604  {1,1,0}     34    1
87   1116     5    23  0.200200  {0,2,0}     24    1
62   1129   130   137  0.973586  {0,1,0}     37    1
114  1137     0    21  0.496963  {1,1,0}     33    1
126  1160   199   200  0.878064  {1,1,0}     27    1
80   1160   175   176  0.526969  {0,1,0}     25    0
29   1183   199   200  0.871349  {1,3,0}     28    1
73   1199    19    25  0.804577  {1,0,0}     31    1
33   1202   177   180  0.003060  {1,1,0}     40    1
48   1206    17    19  0.735470  {0,1,0}     37    1
122  1218    95    96  0.115353  {1,0,0}     21    1
109  1222   212   213  0.310759  {1,1,0}     20    1
53   1224   179   180  0.776200  {0,1,0}     38    1
92   1233   242   243  0.190080  {0,2,0}     38    1
120  1237   158   160  0.448447  {0,1,0}     26    0
0    1249    20    21  0.285674  {0,2,0}     40    1
76   1252    43    46  0.227207  {0,1,1}     27    1
50   1254    67    68  0.074606  {0,0,1}     26    1
45   1343   190   192  0.580092  {1,1,0}     20    1
19   1352    31    38  0.651494  {0,0,1}     26    1
1    1363   157   161  0.964510  {0,0,1}     39    1
51   1379    74    76  0.346777  {0,1,1}     35    1
14   1380    12    13  0.146259  {0,2,0}     24    1
40   1384   136   146  0.881109  {0,1,1}     35    1
58   1384     9    10  0.446008  {0,2,0}     23    0
59   1434    63    65  0.772044  {0,1,0}     26    0
