map EGL-G2-E
fac 5 10 {0,10,29,23,198}
hosp 1 {0}
n_ALS 10 1 {2:0,1:10,1:29,3:23,3:198}
n_BLS 17 1 {3:10,4:29,7:23,3:198}
n_CLS 6 0 {2:0,3:29,1:198}
      c_m  head  tail      c_af      c_d  c_tau  c_h
93     57   179   180  0.164979  {1,0,0}     35    1
71     66    60    68  0.665270  {0,1,0}     34    1
16     78   102   103  0.272464  {0,1,1}     21    0
7      94    74    75  0.715070  {0,1,0}     20    1
115    96   172   173  0.107272  {0,1,0}     34    1
101   106   102   103  0.705700  {0,2,0}     23    0
69    147   204   205  0.169184  {1,1,0}     27    1
94    156    82    83  0.664640  {1,0,0}     33    1
73    168   213   214  0.541481  {0,1,1}     26    0
36    176   240   241  0.284275  {0,2,0}     38    0
104   213    27    28  0.908994  {0,1,0}     24    1
48    250   137   138  0.412179  {1,0,0}     35    1
47    287   184   185  0.435553  {0,2,0}     23    1
118   309    74    75  0.062190  {0,3,0}     24    1
31    335    98   127  0.194043  {0,3,0}     21    0
88    343    31    32  0.084981  {1,0,0}     23    1
41    345   233   235  0.423910  {0,3,0}     32    1
96    348   157   163  0.969955  {0,3,0}     40    1
20    350    74    75  0.219938  {0,1,0}     32    0
85    353   210   215  0.776818  {1,0,0}     40    1
56    367   152   153  0.644833  {0,1,0}     23    1
57    430   158   159  0.404997  {0,1,0}     32    0
111   446    87    88  0.171682  {0,1,0}     24    1
45    486    21    35  0.550396  {0,1,1}     32    1
27    490   102   103  0.358440  {0,1,0}     29    1
39    502   240   242  0.554235  {1,1,0}     23    1
54    506   226   251  0.653931  {0,2,0}     29    1
107   509   185   187  0.186893  {0,2,0}     26    0
53    510    53    55  0.652264  {0,1,0}     32    1
10    540    18    19  0.642939  {0,1,1}     31    0
9     543    21    35  0.480321  {0,0,1}     31    0
34    545   179   184  0.518067  {0,0,1}     28    1
74    547   218   225  0.699262  {0,1,0}     23    1
121   556     3    23  0.229743  {1,1,0}     40    1
82    569   124   125  0.378586  {0,2,0}     32    1
92    575    58    59  0.538354  {1,1,0}     29    1
58    581    86    87  0.239744  {0,1,0}     37    1
64    584    50    52  0.339923  {1,0,0}     32    1
100   590    50    53  0.811671  {0,2,0}     37    0
38    619    39    73  0.950129  {1,0,0}     32    1
87    630    47    48  0.302663  {1,1,0}     26    1
67    631    61    65  0.520133  {0,2,0}     33    1
78    639    20    21  0.165228  {1,1,0}     39    1
55    643   105   106  0.162424  {1,0,0}     24    1
109   644    66    93  0.397693  {1,0,0}     31    1
12    654   122   123  0.079258  {0,0,1}     23    1
127   654   119   120  0.571671  {0,2,0}     37    1
77    656   228   229  0.530209  {1,2,0}     22    1
23    671   211   212  0.833654  {0,1,0}     35    0
21    674   106   118  0.104218  {1,1,0}     24    1
6     698   151   152  0.137718  {1,0,0}     25    1
42    708   185   186  0.968654  {0,1,1}     27    1
29    724    99   132  0.763482  {1,1,0}     21    1
103   725    97   115  0.490117  {0,1,0}     39    1
97    728    58    59  0.927424  {0,0,1}     35    1
25    742    99   131  0.095332  {0,2,0}     30    1
86    760   189   190  0.806173  {0,1,0}     34    1
62    771   210   215  0.535746  {0,1,0}     40    1
49    772   174   189  0.981199  {0,1,1}     33    1
83    780   246   247  0.707775  {0,1,0}     25    1
11    782   221   222  0.555066  {1,1,0}     40    1
14    793    81    89  0.534806  {0,3,0}     37    1
119   797   179   183  0.161959  {0,1,0}     36    1
59    803    17    19  0.366852  {0,3,0}     34    1
28    812   103   111  0.706805  {0,1,0}     35    1
120   814   251   252  0.080683  {1,0,0}     29    1
33    838    59    72  0.160870  {1,2,0}     38    1
3     847    62    63  0.328422  {0,1,0}     34    1
22    852   125   150  0.265279  {0,2,0}     35    1
26    853    36    39  0.104239  {0,1,0}     28    1
68    857   176   177  0.138193  {0,2,0}     37    1
105   871    45    46  0.058805  {0,1,0}     24    1
122   908   227   231  0.609947  {1,0,0}     35    1
114   913   177   180  0.027356  {0,1,0}     38    0
19    916   193   246  0.663086  {0,1,1}     37    1
125   920   212   213  0.124067  {0,1,1}     33    1
63    920    31    38  0.284386  {0,1,0}     22    0
90    932   148   149  0.622906  {0,0,1}     37    0
4     935    59    72  0.822658  {0,0,1}     34    1
37    935    56    57  0.372640  {1,1,0}     30    1
30    942   166   175  0.840555  {0,3,0}     32    0
112   942   208   209  0.316876  {0,2,0}     33    1
1     958   109   110  0.426130  {1,0,0}     34    1
8     966   171   172  0.201541  {0,3,0}     29    0
15    970    43    44  0.828255  {1,0,0}     33    1
81    973   130   137  0.260335  {0,3,0}     31    0
35    990   122   124  0.561247  {0,3,0}     34    0
60   1001   161   165  0.727399  {0,1,0}     22    1
108  1006   128   129  0.734837  {0,3,0}     33    1
43   1008   103   104  0.347037  {1,0,0}     39    1
32   1019    60    68  0.161785  {0,1,0}     38    1
123  1023   159   160  0.278455  {0,2,0}     31    1
72   1029   206   207  0.375002  {1,1,0}     29    1
80   1030   165   166  0.115711  {0,2,0}     23    1
2    1039    50    53  0.410432  {0,2,0}     29    0
51   1042   205   207  0.192036  {0,1,0}     26    0
17   1065   192   194  0.585461  {1,1,0}     23    1
84   1089     5    23  0.868109  {0,2,0}     23    0
79   1090   216   217  0.659285  {1,1,0}     25    1
44   1103   203   204  0.420477  {0,1,0}     36    1
66   1103   136   137  0.212574  {0,3,0}     30    0
91   1115   129   130  0.092181  {0,2,0}     39    0
40   1123   208   209  0.486961  {0,3,0}     39    0
61   1127   126   127  0.013351  {0,1,0}     28    1
24   1159   172   173  0.184776  {0,2,0}     23    1
99   1159   228   230  0.764091  {1,0,0}     27    1
89   1161   167   168  0.745370  {0,2,0}     38    1
110  1162   209   216  0.001151  {1,1,0}     40    1
52   1164    11    42  0.340772  {0,3,0}     24    1
98   1174     6    27  0.616567  {1,3,0}     29    1
116  1178   223   224  0.668979  {0,3,0}     40    1
75   1189   202   209  0.325195  {0,2,0}     20    1
46   1191   253   254  0.628139  {0,0,1}     40    0
5    1192   161   165  0.570845  {1,0,0}     40    1
50   1225   221   222  0.657893  {0,1,0}     32    1
76   1258   200   201  0.484074  {0,1,0}     29    0
13   1260    61    65  0.480117  {0,2,0}     35    1
102  1281    80    81  0.467792  {0,2,0}     29    0
95   1310    37    75  0.363149  {1,1,0}     20    1
124  1345   239   244  0.343609  {0,1,1}     21    0
18   1355   142   143  0.376106  {0,1,0}     38    0
0    1357   143   145  0.369913  {0,3,0}     36    1
117  1370   105   107  0.474367  {1,1,0}     40    1
65   1371    26    28  0.388871  {1,0,0}     35    1
113  1376   165   166  0.968153  {0,3,0}     38    0
