map EGL-G2-A
fac 5 10 {0,38,119,210,221}
hosp 2 {0,216}
n_ALS 6 1 {4:0,1:38,1:210}
n_BLS 23 1 {6:0,4:38,4:119,4:210,5:221}
n_CLS 5 0 {1:38,1:210,3:221}
      c_m  head  tail      c_af      c_d  c_tau  c_h
110     0   226   229  0.752163  {0,3,0}     38    1
70      0   234   235  0.551683  {0,2,0}     30    1
67     13   178   185  0.315372  {1,1,0}     39    1
104    20    97   112  0.319657  {0,3,0}     28    1
61     46   158   159  0.247462  {1,1,0}     26    0
32     96   244   245  0.690782  {0,1,0}     20    1
127   107   208   209  0.742800  {1,0,0}     37    1
118   166   152   155  0.293675  {0,1,0}     27    1
69    167    22    24  0.562341  {0,0,1}     29    0
76    171    81    82  0.801222  {0,1,0}     39    1
97    180   213   215  0.772099  {1,0,0}     34    1
22    220   253   254  0.311544  {0,0,1}     29    0
26    221    49    50  0.215397  {0,1,1}     23    1
65    221    79    80  0.189464  {0,0,1}     34    1
17    225    60    68  0.537028  {0,2,0}     20    1
14    244   104   114  0.880921  {0,1,0}     21    0
60    287    95    96  0.645096  {1,1,0}     34    1
29    324    62    63  0.398673  {0,1,0}     38    1
24    350   218   250  0.997052  {0,1,1}     25    1
117   378   128   129  0.820884  {0,3,0}     27    1
64    435   113   115  0.242817  {1,1,0}     28    1
5     455    49    56  0.854035  {1,0,0}     26    1
86    458    82    85  0.784970  {0,3,0}     36    0
58    485    96    98  0.933313  {1,1,0}     28    1
91    500   152   153  0.690013  {0,2,0}     30    0
115   509   161   165  0.146776  {0,0,1}     33    1
107   513    91    96  0.613884  {1,0,0}     23    1
41    526   103   104  0.337398  {0,0,1}     33    1
79    540    21    35  0.759617  {0,1,0}     36    1
51    579   146   147  0.023611  {0,1,0}     28    0
0     594   225   226  0.037684  {1,0,0}     27    1
88    603   176   177  0.679728  {0,3,0}     37    0
4     605   102   103  0.802919  {0,1,0}     23    1
12    610    43    44  0.656287  {1,1,0}     28    1
119   621   191   195  0.118210  {1,0,0}     33    1
85    622    56    57  0.294524  {0,3,0}     20    0
108   623    49    50  0.563399  {0,2,0}     22    1
19    623   174   189  0.119795  {0,2,0}     32    0
18    624    39    40  0.439506  {0,0,1}     21    1
116   626   222   223  0.828073  {0,2,0}     34    1
59    636   228   230  0.157600  {0,1,0}     31    1
74    642   248   249  0.273030  {0,3,0}     27    1
112   643   206   207  0.735689  {1,1,0}     28    1
105   644     0     1  0.776671  {1,1,0}     28    1
20    645    95    99  0.993244  {0,1,0}     36    1
124   660   126   127  0.650855  {1,1,0}     35    1
45    662   121   122  0.110647  {0,3,0}     34    1
54    684    27    30  0.542934  {0,3,0}     30    1
50    697   239   240  0.269885  {1,1,0}     29    1
21    700    47    64  0.247416  {0,2,0}     29    1
35    702     3     4  0.812478  {0,1,0}     20    1
49    713   126   127  0.056537  {0,3,0}     33    0
84    720    79    80  0.963593  {0,2,0}     37    0
77    725   140   141  0.623033  {0,2,0}     39    0
9     740   176   177  0.494128  {1,0,0}     29    1
92    760     0    21  0.668385  {1,0,0}     31    1
109   770    83    84  0.100754  {0,2,0}     22    1
66    801    35    36  0.549769  {1,0,0}     21    1
16    806   166   167  0.586316  {0,3,0}     30    1
6     806    42    43  0.579123  {0,2,0}     31    1
43    806    10    41  0.813419  {0,2,0}     31    1
80    810    95    96  0.773409  {1,2,0}     39    1
72    810   212   213  0.568072  {0,3,0}     26    1
34    835   197   200  0.362107  {0,1,0}     36    0
100   841   213   214  0.343912  {0,2,0}     24    0
11    842   215   221  0.558043  {1,1,0}     23    1
33    845    17    22  0.192755  {0,3,0}     38    0
8     853    42    43  0.363040  {0,1,1}     32    0
46    856   216   218  0.816402  {0,2,0}     26    1
102   860   126   150  0.442316  {0,3,0}     34    1
82    874   120   162  0.968509  {0,1,0}     23    1
48    875    49    56  0.615045  {0,1,0}     21    1
113   906   152   155  0.424706  {0,3,0}     25    1
89    907   223   224  0.461010  {0,3,0}     39    1
27    919   188   189  0.736016  {0,2,0}     29    1
2     933   111   114  0.578915  {0,2,0}     38    1
1     937    70    71  0.511559  {0,2,0}     33    1
122   937   220   221  0.765506  {0,1,1}     33    1
125   938    11    42  0.313005  {0,2,0}     35    1
55    943   193   194  0.013041  {0,2,0}     36    1
99    949    96    98  0.016665  {1,0,0}     26    1
37    950     9    10  0.887209  {0,1,0}     33    0
68    951    55    56  0.438897  {1,0,0}     32    1
63    954    63    64  0.952705  {0,1,0}     40    0
13    973   220   221  0.700631  {1,1,0}     32    1
120   987    78    82  0.018035  {1,1,0}     27    1
101   998   197   199  0.291316  {0,2,0}     22    0
114  1008   163   167  0.245379  {0,1,1}     24    1
121  1012    32    34  0.412205  {0,1,1}     37    1
10   1013    15    17  0.719208  {0,1,1}     34    1
78   1016    89    97  0.807403  {0,1,0}     21    0
71   1038     2     3  0.878051  {1,2,0}     32    1
83   1042    97   112  0.487899  {1,0,0}     28    1
111  1064   154   157  0.694768  {1,0,0}     39    1
56   1070   161   164  0.669516  {0,3,0}     21    0
62   1071    50    53  0.612921  {0,1,1}     23    1
75   1096    22    24  0.607399  {1,1,0}     27    1
28   1096    74    76  0.357910  {0,1,0}     38    1
3    1100   227   229  0.713393  {0,2,0}     37    1
93   1104   253   254  0.116911  {0,2,0}     21    0
57   1105   190   191  0.858228  {0,2,0}     20    1
106  1111    82    83  0.567841  {0,2,0}     25    1
25   1114   234   239  0.724145  {0,2,0}     29    0
44   1137    72    73  0.143184  {0,2,0}     26    0
23   1163    66    93  0.842677  {1,1,0}     34    1
15   1171    40    41  0.584185  {1,1,0}     28    0
53   1186    16    18  0.795281  {0,1,1}     31    1
7    1188   240   241  0.854419  {1,1,0}     31    1
98   1206   189   190  0.947668  {1,2,0}     25    1
47   1218    78    82  0.241807  {0,1,0}     23    0
95   1254    62    63  0.231062  {0,0,1}     37    1
36   1265   202   209  0.466665  {0,1,1}     25    1
81   1265    18    19  0.596677  {0,0,1}     35    0
39   1273    17    22  0.400583  {0,1,0}     20    1
96   1275   146   147  0.967254  {0,0,1}     27    1
40   1282    49    56  0.137277  {0,2,0}     32    0
94   1307   141   150  0.856019  {1,1,0}     24    1
31   1315    90    92  0.162845  {1,0,0}     20    1
90   1326   113   115  0.814201  {1,1,0}     39    1
73   1328   158   159  0.952230  {0,3,0}     29    1
38   1348    98   127  0.222799  {0,1,0}     30    1
42   1378   251   254  0.043053  {0,2,0}     32    1
123  1400   193   194  0.905447  {0,1,0}     36    1
30   1403   120   162  0.431077  {0,3,0}     27    1
52   1412   185   187  0.783766  {1,0,0}     25    1
103  1421   170   171  0.802442  {0,1,0}     34    1
126  1427    80    81  0.778537  {0,1,0}     29    0
87   1439   179   183  0.956889  {0,2,0}     40    1
