map EGL-G2-B
fac 5 10 {0,220,142,125,174}
hosp 1 {0}
n_ALS 5 1 {2:0,1:142,2:125}
n_BLS 25 1 {2:0,5:220,8:142,5:125,5:174}
n_CLS 7 0 {1:0,1:220,1:142,3:125,1:174}
      c_m  head  tail      c_af      c_d  c_tau  c_h
106     7     6     7  0.460654  {0,2,0}     30    1
114    14    96    98  0.843583  {0,1,0}     21    1
31     47   122   124  0.768069  {1,1,0}     26    1
25     61   231   232  0.449516  {0,2,0}     34    1
91     67    32    33  0.412987  {1,0,0}     29    1
3     106   140   142  0.242366  {0,1,0}     33    1
104   126   179   180  0.662505  {0,1,0}     20    1
42    137     2     3  0.153284  {0,1,1}     35    1
102   142    97    98  0.347039  {1,1,0}     31    1
38    204   193   194  0.205519  {1,1,0}     25    1
14    237    43    45  0.529212  {0,2,0}     39    0
90    267    47    64  0.204432  {0,2,0}     36    0
101   272   143   145  0.189179  {0,2,0}     36    0
49    276   179   180  0.232267  {1,0,0}     26    1
70    315   201   203  0.097674  {1,0,0}     29    1
71    359     8     9  0.431932  {0,2,0}     22    1
120   371   213   215  0.590155  {1,1,0}     32    1
103   374   105   107  0.196359  {0,1,0}     39    1
107   407   137   138  0.150909  {1,1,0}     34    1
78    428   226   251  0.024171  {1,0,0}     24    1
17    434    74    76  0.548096  {1,1,0}     25    1
66    441    91    92  0.854739  {0,2,0}     28    1
39    446   115   116  0.351934  {0,2,0}     20    1
83    453   156   162  0.384525  {1,0,0}     37    1
34    460     9    10  0.212661  {1,1,0}     39    1
54    470   197   200  0.578619  {0,3,0}     22    0
26    477   202   209  0.406329  {0,3,0}     34    1
64    495   199   200  0.186265  {0,1,0}     22    1
33    511   186   198  0.362639  {1,1,0}     37    1
93    539   233   235  0.592926  {0,3,0}     34    0
117   551    66    67  0.669225  {0,2,0}     30    0
52    557   159   161  0.854748  {1,0,0}     36    1
94    563   245   247  0.865390  {0,0,1}     27    0
48    580     3    23  0.504064  {1,1,0}     40    1
24    584    78    79  0.386259  {1,0,0}     20    1
8     590   106   108  0.714283  {0,1,0}     31    0
76    603   155   156  0.409474  {1,1,0}     27    1
37    619    47    48  0.779325  {0,2,0}     27    0
60    621    47    48  0.674916  {0,2,0}     34    1
59    622   175   176  0.902546  {1,0,0}     38    1
68    623    71    73  0.414071  {0,0,1}     30    1
