map EGL-G1-D
fac 5 10 {0,156,47,215,83}
hosp 3 {0,143,144}
n_ALS 5 1 {1:0,1:47,2:215,1:83}
n_BLS 16 1 {3:0,3:156,2:47,1:215,7:83}
n_CLS 6 0 {2:0,1:156,1:47,2:83}
      c_m  head  tail      c_af      c_d  c_tau  c_h
96      5    66    68  0.207546  {0,1,0}     26    0
63     55   101   102  0.127858  {1,1,0}     21    1
91     64    39    40  0.757011  {0,3,0}     28    1
116    86   216   217  0.204924  {0,2,0}     37    1
112   136   231   236  0.496602  {0,1,1}     31    0
4     149   115   122  0.453212  {0,2,0}     27    0
94    199   164   165  0.806244  {0,1,0}     21    1
57    227    78    79  0.719266  {0,1,0}     26    1
31    245   164   165  0.448558  {0,2,0}     39    0
26    282    57    61  0.653682  {0,1,1}     22    0
118   321   111   112  0.445246  {1,0,0}     21    1
44    362   137   138  0.000744  {1,0,0}     22    1
38    366    68    69  0.776480  {0,0,1}     32    0
46    377    86    87  0.186843  {0,1,0}     37    1
25    379   156   160  0.978300  {1,0,0}     30    1
37    434   100   101  0.268379  {1,1,0}     36    1
34    435   101   102  0.946152  {0,1,0}     20    1
21    437    89    91  0.624385  {1,1,0}     37    1
111   458     9    10  0.637495  {1,0,0}     25    1
40    475   234   236  0.914634  {0,2,0}     25    0
54    477   196   203  0.234550  {0,1,0}     26    0
51    483    67    68  0.118791  {0,1,1}     33    0
69    496    65    91  0.592473  {0,1,0}     20    0
117   500    13    14  0.766618  {0,1,1}     33    0
120   518   199   202  0.695187  {1,0,0}     31    1
27    518     5     6  0.685086  {0,1,0}     37    0
30    532    58    59  0.447844  {0,3,0}     31    0
107   539   127   128  0.999140  {0,3,0}     37    1
10    556   100   111  0.597743  {0,2,0}     24    1
15    569   223   224  0.921734  {0,1,1}     35    0
75    577    31    38  0.007228  {0,2,0}     32    1
9     582   163   168  0.837429  {0,3,0}     21    1
60    583   166   167  0.378185  {0,2,0}     36    1
65    584    29    30  0.219183  {0,1,0}     35    1
36    586   150   152  0.142783  {0,3,0}     37    0
20    614   162   166  0.168701  {0,1,0}     20    1
98    627    50    51  0.920836  {0,1,0}     34    1
