map EGL-G2-A
fac 5 10 {0,93,146,161,155}
hosp 2 {0,109}
n_ALS 6 1 {2:0,2:146,2:155}
n_BLS 16 1 {3:0,4:93,1:146,3:161,5:155}
n_CLS 8 0 {1:0,3:146,1:161,3:155}
      c_m  head  tail      c_af      c_d  c_tau  c_h
90     62    36    37  0.617662  {0,1,0}     34    1
74     82   251   254  0.816764  {0,2,0}     20    1
65     99   105   107  0.429933  {1,1,0}     40    1
33    122    23   171  0.108929  {1,1,0}     23    1
24    145    56    57  0.215340  {0,1,0}     33    1
49    146    10    11  0.044850  {0,2,0}     26    1
28    167   242   243  0.328655  {0,3,0}     25    1
100   196   210   211  0.304170  {0,3,0}     20    1
30    197   129   130  0.233924  {0,1,0}     22    0
62    239    53    55  0.407207  {0,1,0}     31    1
106   268    84    86  0.213312  {1,1,0}     29    1
1     307    36    38  0.047113  {0,2,0}     20    1
38    430   156   162  0.457619  {1,1,0}     37    1
68    448    38    40  0.044054  {0,1,1}     27    1
88    456    62    63  0.278307  {0,2,0}     24    0
76    461    48    49  0.297531  {1,1,0}     36    1
77    480   140   142  0.750446  {0,1,0}     28    1
48    495   179   183  0.508633  {0,2,0}     21    1
81    495    36    37  0.013758  {0,3,0}     25    0
85    523   186   188  0.003776  {0,1,0}     37    0
3     538     3    15  0.498629  {0,1,1}     32    1
46    551   204   206  0.503852  {0,2,0}     36    0
27    557    78    82  0.836317  {1,0,0}     31    1
124   558   202   209  0.315233  {1,1,0}     28    1
91    560   235   236  0.965269  {0,2,0}     23    1
112   573   249   252  0.254704  {1,0,0}     36    1
13    576     0    21  0.632795  {0,2,0}     21    1
11    583   194   242  0.807633  {0,1,0}     37    1
61    584    66    67  0.219037  {0,3,0}     34    1
64    601   156   162  0.914109  {1,0,0}     21    1
22    608   129   130  0.693789  {0,2,0}     33    1
39    608    21    35  0.229430  {0,0,1}     37    0
23    611   240   241  0.625055  {0,3,0}     26    0
0     622   113   114  0.932277  {0,2,0}     36    1
79    625   103   111  0.345398  {0,2,0}     29    0
122   635   218   250  0.052133  {0,1,0}     28    1
98    660   186   198  0.372984  {1,1,0}     25    1
115   670   206   207  0.451362  {1,1,0}     39    1
41    670   158   159  0.456749  {1,0,0}     40    1
47    680   245   246  0.850609  {0,2,0}     39    1
83    688   226   251  0.768820  {0,2,0}     29    0
80    700   128   129  0.876738  {1,0,0}     21    1
32    713   221   222  0.679578  {0,1,0}     25    1
37    728     9    34  0.460254  {0,2,0}     26    1
103   733   227   231  0.921354  {1,3,0}     25    1
44    733     2     3  0.243905  {0,2,0}     29    0
52    737   174   189  0.463695  {0,0,1}     38    1
51    739   153   154  0.084297  {1,0,0}     37    1
84    746   146   147  0.653099  {0,1,0}     25    1
57    749   190   192  0.361919  {0,3,0}     24    0
8     761   142   143  0.348767  {0,3,0}     38    0
104   762   217   218  0.829361  {0,2,0}     37    1
72    765   159   161  0.334719  {0,2,0}     38    1
120   775   234   239  0.976587  {0,1,0}     36    1
95    781   126   150  0.839588  {1,0,0}     35    1
121   783   102   111  0.466107  {0,3,0}     25    1
109   784   164   165  0.033223  {1,1,0}     21    1
97    796   239   240  0.222150  {0,2,0}     34    1
18    801   240   241  0.837126  {1,1,0}     32    1
17    808    29    31  0.556272  {0,3,0}     34    1
102   813   135   136  0.533217  {0,0,1}     32    0
123   826   227   233  0.194088  {0,1,1}     31    0
116   826   213   215  0.391575  {1,0,0}     30    1
7     834   121   122  0.769079  {0,1,0}     20    0
125   845    87    88  0.967365  {0,2,0}     32    1
58    853   245   246  0.354856  {0,2,0}     39    1
