map EGL-G2-A
fac 5 10 {0,226,186,136,247}
hosp 1 {0}
n_ALS 10 1 {3:0,3:226,4:186}
n_BLS 22 1 {6:0,1:226,3:186,5:136,7:247}
n_CLS 10 0 {1:0,1:226,2:186,3:136,3:247}
      c_m  head  tail      c_af      c_d  c_tau  c_h
94    160    55    56  0.530599  {0,3,0}     26    1
78    174   236   238  0.363156  {0,1,0}     25    1
31    182   225   226  0.151661  {1,1,0}     34    1
25    197    17    19  0.283628  {0,0,1}     25    1
34    214    23   171  0.228089  {0,2,0}     40    1
70    243   147   148  0.245037  {1,0,0}     22    1
98    292    93    94  0.817697  {1,0,0}     23    1
50    312    16    18  0.221505  {1,0,0}     31    1
85    323   201   202  0.659658  {0,1,0}     31    1
40    326   141   150  0.570583  {0,0,1}     39    1
117   354   250   251  0.519734  {0,1,0}     31    0
4     371   222   223  0.623915  {0,2,0}     22    1
102   375   139   140  0.854801  {0,2,0}     25    1
66    408    39    73  0.952455  {0,3,0}     22    0
86    504   236   238  0.849579  {0,1,0}     20    0
21    513   253   254  0.002735  {0,1,0}     38    0
10    526    34    41  0.090911  {0,1,0}     29    1
80    533   204   205  0.497010  {0,1,0}     20    1
42    553     6    27  0.936884  {0,2,0}     26    1
79    569   239   243  0.318542  {1,1,0}     40    1
18    574    66    92  0.635559  {1,0,0}     35    1
11    580   153   154  0.929423  {0,3,0}     20    1
12    582   233   234  0.218627  {0,1,0}     33    1
45    589   121   155  0.967023  {0,2,0}     33    0
39    591   219   220  0.836473  {1,3,0}     28    1
127   598   195   248  0.551629  {0,3,0}     26    0
6     601    23   237  0.965309  {1,0,0}     33    1
52    611   201   202  0.810228  {0,2,0}     31    0
87    613   106   108  0.203208  {1,1,0}     24    1
60    620   125   126  0.945949  {0,0,1}     21    1
58    621    61    65  0.185815  {1,2,0}     39    1
2     627    15    17  0.394707  {0,0,1}     20    1
67    628     0     1  0.579604  {1,1,0}     30    1
46    645    72    73  0.253370  {0,2,0}     38    1
69    648   191   195  0.614828  {0,1,0}     40    1
107   658    49    50  0.785704  {0,1,0}     23    1
125   681   104   105  0.510082  {0,1,0}     20    0
55    685   172   173  0.939834  {1,0,0}     29    1
89    687   245   247  0.802947  {0,1,0}     28    1
111   697    47    48  0.579288  {0,3,0}     35    0
65    698   138   139  0.130378  {0,3,0}     26    0
81    708   235   236  0.877859  {0,1,1}     36    1
64    713   197   200  0.908983  {0,3,0}     22    1
120   724   127   128  0.473143  {1,0,0}     34    1
109   725   231   232  0.593679  {1,0,0}     20    0
100   732   174   182  0.671948  {0,1,1}     37    1
126   738    23    87  0.642615  {0,1,0}     34    0
48    738   113   115  0.427528  {0,0,1}     33    1
37    740     8     9  0.460894  {0,2,0}     36    0
26    743   233   254  0.246209  {1,0,0}     29    1
20    744   159   160  0.181470  {0,0,1}     23    1
90    744     7    30  0.109579  {0,1,1}     27    1
47    746    48    49  0.511664  {0,2,0}     34    0
106   748   228   229  0.484120  {1,0,0}     31    1
121   766   225   228  0.865343  {1,0,0}     33    1
75    769    71    72  0.150696  {0,1,0}     36    1
13    771    29    30  0.360005  {0,2,0}     21    1
92    779   157   161  0.437227  {0,1,0}     31    1
17    789   202   209  0.951905  {0,2,0}     25    1
113   795   252   253  0.659060  {0,0,1}     27    1
53    809    15    17  0.882279  {1,1,0}     39    1
5     812   129   138  0.330186  {1,1,0}     23    1
61    816   227   229  0.875893  {1,0,0}     29    1
19    816   217   219  0.677159  {0,0,1}     39    1
105   817    86    87  0.028847  {1,0,0}     29    1
68    828   196   198  0.163567  {0,2,0}     31    1
93    833   245   246  0.204232  {0,3,0}     23    0
73    836    23   150  0.422604  {0,3,0}     27    0
63    851    20    21  0.136667  {0,1,0}     27    1
101   860    84    85  0.717377  {0,2,0}     34    1
44    863   195   196  0.835928  {0,1,0}     23    1
108   870   102   111  0.995292  {0,1,0}     33    1
22    876   180   181  0.056434  {0,2,0}     26    0
97    881   193   194  0.090322  {0,1,0}     23    0
112   883   244   253  0.405923  {0,2,0}     33    1
16    884    20    21  0.493868  {1,1,0}     30    1
88    887   139   140  0.792673  {0,1,1}     27    1
3     890    98   127  0.014001  {1,0,0}     31    1
83    891   249   252  0.239416  {1,1,0}     30    1
103   894   154   157  0.175321  {0,3,0}     23    0
36    902    81    89  0.525713  {0,0,1}     38    1
30    905   228   230  0.161956  {0,2,0}     36    1
118   908   180   181  0.866820  {0,2,0}     39    1
23    916    57    61  0.078552  {0,1,0}     30    1
1     918    43    44  0.643854  {1,0,0}     40    1
71    919   247   249  0.360439  {0,1,0}     30    0
95    919   242   243  0.959969  {0,2,0}     23    1
124   923    61    62  0.173843  {0,2,0}     32    0
35    947    17    19  0.404698  {1,1,0}     26    1
28    951   236   237  0.418491  {1,0,0}     20    0
82    963    97   115  0.682500  {0,2,0}     28    1
119   971    28    29  0.682965  {1,1,0}     31    1
49    982   247   249  0.246838  {0,2,0}     22    1
54    988   121   155  0.100852  {0,3,0}     26    0
8     995     4     5  0.201070  {0,1,0}     22    0
96   1005   216   217  0.318873  {0,1,1}     21    1
74   1018   151   153  0.885854  {1,0,0}     33    1
110  1025    45    46  0.040336  {1,1,0}     35    1
104  1044    91    96  0.524602  {0,2,0}     37    1
32   1052    32    33  0.508098  {0,2,0}     30    1
29   1076   140   141  0.783298  {0,0,1}     40    1
41   1101    67    68  0.316908  {1,0,0}     23    1
84   1109   215   221  0.208027  {0,0,1}     39    1
76   1109    65    66  0.153867  {0,1,0}     25    1
57   1122    54    58  0.538851  {0,1,0}     33    0
33   1122   243   245  0.853347  {0,2,0}     25    0
38   1131   225   226  0.662039  {0,1,0}     36    1
14   1131   103   104  0.486270  {1,1,0}     21    1
24   1132    20    21  0.814218  {0,1,1}     39    1
115  1135     7     8  0.859936  {0,3,0}     21    0
123  1155    36    38  0.419448  {1,3,0}     38    1
62   1172    90    92  0.051625  {0,2,0}     32    1
9    1176   220   221  0.673495  {0,3,0}     30    1
59   1198   179   180  0.814094  {0,3,0}     35    1
0    1227    66    92  0.083862  {0,2,0}     26    1
99   1233    55    56  0.397441  {0,3,0}     24    1
116  1272    61    62  0.392947  {0,3,0}     23    0
15   1279   184   188  0.956115  {0,1,0}     20    1
72   1283   124   125  0.827734  {1,1,0}     23    1
77   1286   194   242  0.164284  {0,1,0}     20    1
27   1309   117   118  0.185832  {0,3,0}     25    1
51   1324   180   181  0.461280  {0,0,1}     21    0
91   1327   129   130  0.171255  {0,1,0}     33    0
43   1327   150   151  0.875437  {0,2,0}     39    0
7    1358    85   101  0.550422  {0,1,0}     21    0
114  1398   101   102  0.600062  {0,1,0}     38    1
122  1400   233   235  0.045212  {0,1,0}     28    0
56   1404   174   182  0.410372  {0,1,1}     35    1
